,ba_score,feel,look,overall,rDev,smell,taste,user_id
0,4.1,4,4,4,-9.3%,4,4.25,861134
1,4.19,4.25,4.25,4.25,-7.3%,4,4.25,1076137
2,4.71,4.5,4.5,4.75,+4.2%,4.75,4.75,695249
3,4.49,4.5,4.25,4.5,-0.7%,4.5,4.5,991650
4,4.37,4.5,4.25,4.5,-3.3%,4,4.5,348104
5,4.35,4.25,4.25,4.25,-3.8%,4.25,4.5,1180402
6,4.17,3.75,4.25,4,-7.7%,4.75,4,1182030
7,4.56,4.5,4.5,4.5,+0.9%,4.75,4.5,530526
8,5,5,5,5,+10.6%,5,5,812239
9,5,5,5,5,+10.6%,5,5,1173373
10,4.28,4.25,4,4.25,-5.3%,4,4.5,997950
11,4.21,4,4,4.25,-6.9%,4.25,4.25,922932
12,4.5,4.5,4.5,4.5,-0.4%,4.5,4.5,1222609
13,4.38,4.5,4.25,4.25,-3.1%,4.25,4.5,725722
14,4.5,4.5,4.5,4.5,-0.4%,4.5,4.5,833893
15,4.75,4.75,4.5,4.5,+5.1%,5,4.75,1219422
16,3.84,4.5,4,3.75,-15%,3.75,3.75,106006
17,4.05,3.75,3.5,4,-10.4%,4,4.25,898841
18,4.24,4.25,4,4.25,-6.2%,4.25,4.25,526
19,4.45,4.25,5,4.5,-1.5%,4.25,4.5,761225
20,4.94,5,5,5,+9.3%,4.75,5,1188891
21,5,5,5,5,+10.6%,5,5,976965
22,4.44,4,4.25,4.5,-1.8%,4.5,4.5,1183319
23,4.75,4.75,4.75,4.75,+5.1%,4.75,4.75,686942
24,4.43,4.25,4.75,4.5,-2%,4.25,4.5,1177957
25,4.53,4.5,4.25,4.5,+0.2%,4.25,4.75,857138
26,4.42,4.25,4.25,4.5,-2.2%,4.75,4.25,886588
27,4.42,4.25,4.5,4.5,-2.2%,4.25,4.5,1189368
28,4.44,4.25,4.5,4.5,-1.8%,4.75,4.25,1003424
29,4.35,4.25,4.25,4.25,-3.8%,4.25,4.5,972171
30,4.48,4.25,4.5,4.5,-0.9%,4.5,4.5,854658
31,4.74,4.75,4.5,4.75,+4.9%,4.75,4.75,771559
32,4.85,4.75,4.75,4.75,+7.3%,4.75,5,1185386
33,4.4,4.25,4.25,4.5,-2.7%,4.25,4.5,757498
34,4.04,3.75,4,4,-10.6%,4.25,4,966484
35,4.48,4.5,4.75,4.5,-0.9%,4.75,4.25,1232018
36,4.65,5,4.5,4.5,+2.9%,4.5,4.75,995920
37,4.59,4.5,4.25,4.5,+1.5%,4.5,4.75,724193
38,4.5,4.75,4.5,4.75,-0.4%,3.75,4.75,799427
39,4.56,4.75,4.5,4.75,+0.9%,4,4.75,799425
40,4.57,4.75,4.5,4.5,+1.1%,4.25,4.75,987898
41,4.75,4.75,4.75,4.75,+5.1%,4.75,4.75,969929
42,4.24,4.25,4,4.25,-6.2%,4.25,4.25,740194
43,4.49,4.5,4.25,4.5,-0.7%,4.5,4.5,474650
44,4.05,4.75,4.5,4,-10.4%,3.75,4,638269
45,4.6,4.5,4.5,4.5,+1.8%,4.5,4.75,863359
