,ba_score,feel,look,overall,rDev,smell,taste,user_id
0,3.74,3.5,4,3.75,-2.6%,3.75,3.75,5490
1,3.9,3.75,3.75,4,+1.6%,3.75,4,1216064
2,3,3,3,3,-21.9%,3,3,1222909
3,3.6,3.5,3.5,3.5,-6.3%,3.5,3.75,884147
4,4.6,4.5,4.5,4.5,+19.8%,4.5,4.75,1202198
5,3.81,3.5,3.5,3.75,-0.8%,3.75,4,1011789
6,3.87,3.5,3.5,3.75,+0.8%,4,4,673351
7,3.79,3.5,3.75,3.75,-1.3%,4,3.75,689707
8,3.25,3.25,3.25,3.25,-15.4%,3.25,3.25,1036195
9,4,4,4,4,+4.2%,4,4,968112
10,4.13,4,4.25,4.25,+7.6%,4.25,4,1155237
11,3.97,4.25,4.5,4.25,+3.4%,3,4.25,715754
12,4,4,4,4,+4.2%,4,4,1174806
13,4,4,4,4,+4.2%,4,4,328252
14,4,4,4,4,+4.2%,4,4,1095082
15,3.5,3.5,3.5,3.5,-8.9%,3.5,3.5,795807
16,3,3,3,3,-21.9%,3,3,1055542
17,3.85,4,3.5,4,+0.3%,3.5,4,1064271
18,3.76,5,4.5,3.75,-2.1%,3.5,3.5,1105306
19,3.25,3,3.5,3,-15.4%,3.5,3.25,1187060
20,4.43,4.5,4.25,4.5,+15.4%,4.25,4.5,421272
21,3.38,3.25,3.25,3.5,-12%,2.75,3.75,732061
22,4.12,4,4.5,4.25,+7.3%,3.75,4.25,1087822
23,3.65,3.5,4.5,3.75,-4.9%,3.25,3.75,614224
24,3.84,3.75,4.25,3.75,0%,4,3.75,801494
25,3.99,3.75,4.25,4,+3.9%,4,4,874368
26,4.29,4.25,4.25,4.25,+11.7%,4,4.5,163304
27,4.25,4.25,4.25,4.25,+10.7%,4.25,4.25,491175
28,3.25,3.25,3.25,3.25,-15.4%,3.25,3.25,906969
29,3.75,3.75,3.75,3.75,-2.3%,3.75,3.75,1000403
30,3.52,3.5,3.75,3.5,-8.3%,3.5,3.5,508168
31,3.8,3.75,4.5,3.75,-1%,3.75,3.75,1026547
32,3.6,3.5,3.5,3.5,-6.3%,3.5,3.75,874525
33,3.7,3.5,3.75,3.5,-3.6%,4.25,3.5,1103844
34,4.29,4.25,4.25,4.25,+11.7%,4,4.5,596693
35,4,4,4,4,+4.2%,4,4,758496
36,4,3.75,3.75,4,+4.2%,3.75,4.25,1175101
37,4.5,4.5,4.5,4.5,+17.2%,4.5,4.5,1075167
38,3.8,3.75,4,4,-1%,3.25,4,828964
39,4.38,3,5,4.5,+14.1%,4.5,4.5,594679
40,4.41,4,4.75,4.5,+14.8%,4.25,4.5,587616
41,4.26,4.5,4,4.25,+10.9%,4.25,4.25,659309
42,3.98,3.75,4,4,+3.6%,4,4,701736
43,3.94,4,4,4,+2.6%,3.75,4,617574
44,4.03,4,4.5,4,+4.9%,4,4,1018006
45,3.52,3.5,3.75,3.5,-8.3%,3.5,3.5,1098533
46,4.02,3.75,4,4,+4.7%,3.75,4.25,958968
47,3.84,3.5,4,3.75,0%,3.75,4,521643
48,3.92,4,4.25,4,+2.1%,4,3.75,937066
49,3.79,3.5,3.75,3.75,-1.3%,4,3.75,660776
50,4.01,4,4.25,4.25,+4.4%,3.75,4,758292
51,3.55,4,3.5,3.5,-7.6%,3.5,3.5,983516
52,3.58,3.5,3.75,3.5,-6.8%,3.75,3.5,110645
53,3.6,4,5,3.5,-6.3%,3.75,3.25,1126442
54,4.1,4,4,4,+6.8%,4,4.25,1005445
55,4.25,4.25,4.25,4.25,+10.7%,4.25,4.25,1111273
56,4.02,4,4.25,4,+4.7%,4,4,133548
57,3.83,3.5,4.5,3.75,-0.3%,4,3.75,741995
58,3.54,3.75,3.75,3.5,-7.8%,3.5,3.5,1075697
59,3.74,4,4.25,4,-2.6%,3.25,3.75,825680
60,4.33,4,4.5,4.5,+12.8%,4,4.5,724392
61,4.12,4,4.25,4,+7.3%,4,4.25,851149
62,3.88,4,3.75,3.75,+1%,3.75,4,1143612
63,3.88,4,4,4,+1%,3.5,4,1160650
64,4.29,4.5,4.5,4.25,+11.7%,4.25,4.25,591341
65,4.07,4.25,4.25,4.25,+6%,3.5,4.25,799287
66,3.06,2.5,2.5,3,-20.3%,4,2.75,1138887
67,3.25,3.25,3.25,3.25,-15.4%,3.25,3.25,44033
68,3.96,4,4.25,4,+3.1%,3.75,4,1084466
69,3.95,3.5,4,4,+2.9%,4,4,638426
70,3.09,3.25,4,3,-19.5%,3,3,719884
71,4.09,4,3.75,4,+6.5%,4,4.25,6090
72,3.84,3.75,4.5,3.75,0%,3.5,4,1166203
73,3.56,3.75,4,3.5,-7.3%,3.5,3.5,1173390
74,3.94,4,4,4,+2.6%,3.75,4,331271
75,4.14,4,4.5,4.25,+7.8%,4.25,4,738555
76,3.72,4,3.75,3.75,-3.1%,3.5,3.75,1153277
77,3.92,3.75,4,4,+2.1%,3.75,4,1116849
78,3.59,3.5,3.5,3.75,-6.5%,3.25,3.75,935651
79,4.14,3.5,4,4.25,+7.8%,3.75,4.5,363798
80,3.92,3.75,4,4,+2.1%,3.75,4,741474
81,3.85,3.75,3.75,3.75,+0.3%,3.75,4,924561
82,3.59,3.75,3.5,3.5,-6.5%,3.75,3.5,962139
83,4.12,4,4.25,4,+7.3%,4,4.25,1137001
84,4.29,4.5,3.75,4.25,+11.7%,4,4.5,1139522
85,3.78,3.75,4.25,3.75,-1.6%,3.75,3.75,963735
86,3.98,3.75,4,4,+3.6%,4,4,863763
87,4,4,4,4,+4.2%,4,4,820528
88,4,4,4,4,+4.2%,4,4,820845
89,4.18,4.25,4,4.25,+8.9%,4,4.25,1154317
90,3.98,3.75,4,4,+3.6%,4,4,734755
91,4.18,4.25,4,4.25,+8.9%,4,4.25,1001987
92,3.32,3.75,4,3,-13.5%,3.75,3,1170526
93,4.55,4.5,4.75,4.75,+18.5%,4,4.75,766589
94,3.73,3.5,3.75,3.75,-2.9%,3.75,3.75,1170313
95,4.1,4,4,4,+6.8%,4,4.25,988839
96,3.48,4,4,3.5,-9.4%,3.5,3.25,813531
97,3.82,4,4.5,3.75,-0.5%,3.75,3.75,855500
98,4.07,4.25,3.75,4,+6%,4.25,4,1043550
99,4.1,4,4,4,+6.8%,4,4.25,860225
100,3.78,3.75,4.25,3.75,-1.6%,3.75,3.75,250617
101,3.63,3.75,4.25,3.5,-5.5%,3.75,3.5,536519
102,3.93,3.75,4,3.75,+2.3%,4,4,1150487
103,3.67,3.75,4,3.75,-4.4%,3.75,3.5,886152
104,4.34,4.25,4,4.25,+13%,4.25,4.5,1149987
105,3.71,3.75,4,3.75,-3.4%,3.5,3.75,1073239
106,4.07,4,4.25,4.25,+6%,4,4,1026087
107,3.75,3.75,3.75,3.75,-2.3%,3.75,3.75,764726
108,3.75,3.75,3.75,3.75,-2.3%,3.75,3.75,9774
109,4.34,4.25,4.25,4.5,+13%,4,4.5,811533
110,3.67,3.5,3.75,3.75,-4.4%,3.5,3.75,516595
111,3.75,3.75,3.75,3.75,-2.3%,3.75,3.75,1108675
112,3.24,3,3.5,3.25,-15.6%,3.25,3.25,762463
113,3.75,3.75,3.75,3.75,-2.3%,3.75,3.75,733308
114,3.79,3.75,3.75,3.75,-1.3%,3.5,4,928999
115,4,4,4,4,+4.2%,4,4,719203
116,3.73,3.5,3.75,3.75,-2.9%,3.75,3.75,948792
117,3.93,4.25,4,4,+2.3%,4,3.75,1100914
118,4.5,4.5,4.5,4.5,+17.2%,4.5,4.5,477516
119,4.18,4.25,4,4.25,+8.9%,4,4.25,714670
120,3.69,3.75,3.75,3.75,-3.9%,3.5,3.75,1037059
121,4.06,4,4,4,+5.7%,4.25,4,946287
122,3.96,3.75,3.75,4,+3.1%,4,4,944261
123,3.58,4,4,3.5,-6.8%,3.5,3.5,935118
124,3.8,3.75,3.75,4,-1%,3.75,3.75,1088712
125,4,4,4,4,+4.2%,4,4,1082979
126,3.52,3.5,3.75,3.5,-8.3%,3.5,3.5,934461
127,3.78,3.75,3.5,3.75,-1.6%,3.5,4,190158
128,3.54,3.5,3.5,3.5,-7.8%,3.25,3.75,268211
129,4.35,4.25,4.25,4.25,+13.3%,4.25,4.5,210100
130,3.75,3.75,3.75,3.75,-2.3%,3.75,3.75,779189
131,3.92,3.75,4,4,+2.1%,3.75,4,948639
132,3.93,4,3.75,4,+2.3%,3.75,4,1068723
133,3.66,3.75,3.5,3.75,-4.7%,3,4,887619
134,3.18,3.25,3,3.25,-17.2%,3,3.25,246
135,3.99,4,3.75,4,+3.9%,4,4,973893
136,3.48,3.75,3.75,3.5,-9.4%,3.25,3.5,710286
137,4.29,4.5,4.5,4.25,+11.7%,4.25,4.25,738424
138,4.42,4,4.25,4.5,+15.1%,4,4.75,812426
139,4.5,4.5,4.5,4.5,+17.2%,4.5,4.5,737724
140,3.82,3.5,4.25,3.75,-0.5%,4,3.75,776533
141,4.14,3.75,4,4,+7.8%,4.25,4.25,793074
142,3.75,3.75,3.75,3.75,-2.3%,3.75,3.75,656392
143,3.71,4,3.75,3.5,-3.4%,3.25,4,871066
144,3.63,3.5,3.75,3.75,-5.5%,3.75,3.5,725054
145,3.5,3.5,3.5,3.5,-8.9%,3.5,3.5,702895
146,3.12,3.5,3.25,3.25,-18.8%,3,3,730364
147,3.78,3.75,3.5,3.75,-1.6%,3.5,4,819644
148,3.63,3.75,3.75,3.75,-5.5%,3.25,3.75,854929
149,3.75,4,5,3.75,-2.3%,3.75,3.5,817832
150,3.6,3.5,3.5,3.5,-6.3%,3.5,3.75,794677
151,3.04,3,3.5,2.75,-20.8%,3.25,3,773282
152,3.79,4,4,3.75,-1.3%,3.75,3.75,827859
153,4.21,4,4,4.25,+9.6%,4.25,4.25,980121
154,3.81,3.5,3.5,3.75,-0.8%,3.75,4,801512
155,4.19,4,4.25,4.25,+9.1%,4.5,4,573372
156,3.16,3,3.75,3.25,-17.7%,3.25,3,865101
157,3.87,4,3.75,4,+0.8%,3.5,4,880654
158,3.73,3.75,4,3.75,-2.9%,4,3.5,795090
159,3.95,3.75,3.75,3.75,+2.9%,3.75,4.25,532491
160,3.94,4,4,4,+2.6%,3.75,4,991187
161,3.51,4.5,4,3.5,-8.6%,3,3.5,887786
162,3.97,4.25,4,4,+3.4%,3.75,4,791024
163,3.83,3.25,4.25,3.75,-0.3%,3.75,4,892615
164,3.74,5,4.75,3.75,-2.6%,2.5,4,9710
165,4.05,3.75,4.5,4,+5.5%,3.75,4.25,985764
166,4.37,4.25,4.5,4.25,+13.8%,4.25,4.5,767566
167,3.68,3.75,3.5,3.75,-4.2%,3.5,3.75,213336
168,3.65,3.5,3.5,3.75,-4.9%,3.5,3.75,698673
169,3.5,3,4,4,-8.9%,4,3,846224
170,3.56,3.5,3.5,3.5,-7.3%,3.75,3.5,163257
171,3.87,3.75,4,3.75,+0.8%,3.75,4,889113
172,3.46,3.5,4,3.75,-9.9%,3,3.5,766893
173,3.46,3.25,3.25,3.5,-9.9%,3.5,3.5,885630
174,3.75,3.75,3.75,3.75,-2.3%,3.75,3.75,715055
175,4.27,4.25,4.5,4.25,+11.2%,4.25,4.25,1035820
176,4.5,4.25,4.25,4.5,+17.2%,4.25,4.75,523759
177,3.71,3.5,4.25,3.5,-3.4%,3.75,3.75,740523
178,4.18,4.25,4,4.25,+8.9%,4,4.25,874779
179,3.84,3.5,4,3.75,0%,3.75,4,948281
180,3.87,4,4.5,4,+0.8%,3.75,3.75,128778
181,3.5,3.5,3.5,3.5,-8.9%,3.5,3.5,942730
182,3.4,3,3.5,3.25,-11.5%,3.5,3.5,962334
183,4.29,4,4.25,4.25,+11.7%,4.5,4.25,20741
184,3.81,3.75,4,3.75,-0.8%,3.5,4,712987
185,3.86,4.25,4.25,4,+0.5%,3.25,4,995429
186,4.25,4.25,4.25,4.25,+10.7%,4.25,4.25,706870
187,3.13,3.5,3.5,3.25,-18.5%,3,3,757498
188,3.92,3.75,4,4,+2.1%,3.75,4,503174
189,4,4,4,4,+4.2%,4,4,894992
190,3.81,4,3.5,4,-0.8%,3.75,3.75,986618
191,3.96,3.75,3.75,4,+3.1%,4,4,1013414
192,3.58,3.5,3.75,3.5,-6.8%,3.75,3.5,613064
193,4.19,4.25,4,4,+9.1%,4.25,4.25,709507
194,3.88,3.75,5,4,+1%,3.75,3.75,772586
195,3.8,3.75,3.75,3.5,-1%,3.75,4,990439
196,3.55,3.5,4,3.5,-7.6%,4,3.25,19
197,4.93,5,4.75,5,+28.4%,4.75,5,847001
198,3.99,4,3.75,4,+3.9%,4,4,790882
199,4.14,4.25,4.25,4,+7.8%,4,4.25,360535
200,4.13,4.25,4,4,+7.6%,4,4.25,749995
201,4.09,4,3.75,4,+6.5%,4,4.25,1017886
202,3.76,4.25,4,3.75,-2.1%,3.5,3.75,1035630
203,3.78,4,3.75,3.75,-1.6%,3.75,3.75,1035884
204,3.88,3.75,4,4,+1%,4,3.75,730484
205,4.06,4,4.25,4,+5.7%,3.75,4.25,1028282
206,4.18,3.75,4.5,4.25,+8.9%,4.5,4,871686
207,4,4,4,4,+4.2%,4,4,939467
208,4.24,4.25,4,4.25,+10.4%,4.25,4.25,676219
209,3.9,3.75,3.75,4,+1.6%,3.75,4,619331
210,4.24,4.25,4,4.25,+10.4%,4.25,4.25,759633
211,4.42,4.25,4.5,4.5,+15.1%,4.25,4.5,393818
212,3.94,4,4,4,+2.6%,3.75,4,912776
213,3.75,3.75,3.75,3.75,-2.3%,3.75,3.75,918519
214,4.12,4,4.25,4,+7.3%,4,4.25,852869
215,3.14,3.5,3.5,3,-18.2%,3.25,3,237948
216,4,4,4,4,+4.2%,4,4,867373
217,3.89,4,3.75,4,+1.3%,4,3.75,940400
218,4.01,3.75,4.5,4,+4.4%,4,4,848998
219,3.84,4,4,4,0%,3.75,3.75,1018405
220,3.92,4,4.5,3.75,+2.1%,3.75,4,633930
221,3.75,3.75,3.75,3.75,-2.3%,3.75,3.75,1001213
222,3.76,3.75,4.5,3.75,-2.1%,4,3.5,1005634
223,3.92,3.75,4,4,+2.1%,3.75,4,725766
224,3.84,4,3.75,3.75,0%,4,3.75,838895
225,4,4,4,4,+4.2%,4,4,1008114
226,3.96,4,4.25,4,+3.1%,3.75,4,809673
227,3.78,4,3.75,3.75,-1.6%,3.75,3.75,299717
228,4.85,4.75,4.75,4.75,+26.3%,4.75,5,989646
229,3.7,4,3.5,3.75,-3.6%,3.5,3.75,797770
230,3.98,3.75,4,4,+3.6%,4,4,713854
231,3.75,3.75,3.75,3.75,-2.3%,3.75,3.75,830559
232,3.91,3.75,3.75,3.75,+1.8%,4,4,732385
233,4.04,4.25,4.25,4,+5.2%,4,4,758709
234,4,4,4,4,+4.2%,4,4,668514
235,3.93,4,3.75,4,+2.3%,3.75,4,971452
236,2.36,2,4,2,-38.5%,3,2,868393
237,4.06,4,4,4,+5.7%,4.25,4,713943
238,3.89,3.75,4.25,4,+1.3%,4,3.75,892154
239,2.83,3,3,2.75,-26.3%,2.5,3,774343
240,3.64,3.25,3.5,3.5,-5.2%,3.75,3.75,762031
241,3.83,3.75,4,3.75,-0.3%,4,3.75,750188
242,3.96,3.75,3.75,4,+3.1%,4,4,781114
243,3.71,3.75,4,3.75,-3.4%,3.5,3.75,683809
244,4.03,4.25,4,4,+4.9%,4,4,736641
245,3.7,4,4.25,3.5,-3.6%,3.5,3.75,621250
246,4.16,4,4,4,+8.3%,4.25,4.25,805054
247,4.27,4.25,4.5,4.25,+11.2%,4.25,4.25,817033
248,3.98,3.75,4,4,+3.6%,4,4,517274
249,3.23,3.5,3.5,3.25,-15.9%,3,3.25,807358
250,4.26,4,4,4,+10.9%,4.25,4.5,839871
251,3.75,3.75,3.75,3.75,-2.3%,3.75,3.75,802764
252,4.15,4,4,4.25,+8.1%,4,4.25,987666
253,4.1,4,4,4,+6.8%,4,4.25,766872
254,4.21,4,4,4.25,+9.6%,4.25,4.25,656573
255,4.18,4,4.5,4.25,+8.9%,4,4.25,918265
256,3.68,3.25,3.5,3.5,-4.2%,3.5,4,898176
257,3.93,4,3.75,4,+2.3%,3.75,4,744201
