,ba_score,feel,look,overall,rDev,smell,taste,user_id
0,5,5,5,5,+16.8%,5,5,446806
1,4.31,4.25,4.25,4.25,+0.7%,4.5,4.25,1234950
2,4.56,4,4,4.5,+6.5%,4.25,5,1215741
3,4.21,4,4,4.25,-1.6%,4.25,4.25,1227694
4,4.13,4.5,4.25,4.5,-3.5%,3,4.5,1206209
5,4,4,4,4,-6.5%,4,4,268866
6,3.52,3.5,3.75,3.5,-17.8%,3.5,3.5,1221049
7,4.47,4.5,4,4.5,+4.4%,4.5,4.5,749852
8,3.88,4.25,4.25,4,-9.3%,3.75,3.75,197884
9,4.03,4.25,4,4,-5.8%,4,4,1088878
10,4.41,4.5,4,4.5,+3%,4.25,4.5,1201207
11,4.41,4.5,4,4.5,+3%,4.25,4.5,738057
12,3.75,3.75,3.75,3.75,-12.4%,3.75,3.75,1202198
13,3.65,3.75,3.75,3.75,-14.7%,3.75,3.5,212193
14,4.5,4.5,4.5,4.5,+5.1%,4.5,4.5,652469
15,4.37,4,4,4.25,+2.1%,4.5,4.5,1175535
16,3.75,3.75,3.75,3.75,-12.4%,3.75,3.75,1189140
17,4.92,4.75,4,5,+15%,5,5,1201872
18,3.25,3.25,3.25,3.25,-24.1%,3.25,3.25,686536
19,4.19,4.25,4,4,-2.1%,4.25,4.25,617271
20,3.37,3.25,3.5,3.25,-21.3%,3.25,3.5,705461
21,4.04,3.75,4,4,-5.6%,4.25,4,1179583
22,3.78,3.75,4.25,3.75,-11.7%,3.75,3.75,728511
23,4.96,4.75,4.75,5,+15.9%,5,5,1199250
24,4.59,4.5,4.25,4.5,+7.2%,4.5,4.75,736144
25,4.22,4.5,4.25,4.25,-1.4%,4,4.25,987898
26,4.74,4.75,4.75,5,+10.7%,4.5,4.75,1168863
27,4.03,4.25,4,4,-5.8%,4,4,876661
28,4.25,4.25,4.25,4.25,-0.7%,4.25,4.25,779746
29,3.9,3.75,3.75,4,-8.9%,3.75,4,752164
30,3.93,4,3.75,4,-8.2%,3.75,4,1023598
31,3.94,4,4,4,-7.9%,3.75,4,956667
32,4.41,4.75,4.5,4.5,+3%,4,4.5,530109
33,4.54,4.5,4.5,4.5,+6.1%,4.25,4.75,106332
34,3.88,4,3.75,3.75,-9.3%,3.75,4,1160650
35,3,3,3,3,-29.9%,3,3,875657
36,4.34,4.25,4,4.25,+1.4%,4.25,4.5,747394
37,4.1,4,4,4,-4.2%,4,4.25,24180
38,4.48,4.25,4.5,4.5,+4.7%,4.5,4.5,1181381
39,4,4,4,4,-6.5%,4,4,1009901
40,4.11,4.25,4.5,4.25,-4%,4,4,1196663
41,4.41,4.25,4.25,4.25,+3%,4.5,4.5,973701
42,4.81,4.75,4.75,4.75,+12.4%,5,4.75,1021099
43,4.37,4.5,4.25,4.5,+2.1%,4,4.5,1193288
44,3.96,4,4.25,4,-7.5%,3.75,4,738252
45,4.81,4.5,4.5,4.75,+12.4%,4.75,5,1087011
46,3.77,3.75,4,3.75,-11.9%,3.75,3.75,793359
47,3.5,3.5,3.5,3.5,-18.2%,3.5,3.5,1180421
48,3.98,4.25,4.25,4,-7%,3.75,4,1187997
49,4.5,4.5,4.5,4.5,+5.1%,4.5,4.5,932174
50,4.36,4.5,4,4.25,+1.9%,4.25,4.5,754226
51,4.51,4.75,4.25,4.5,+5.4%,4.5,4.5,950977
52,3.52,3.5,3.75,3.5,-17.8%,3.5,3.5,1183316
53,4.46,4.25,4.25,4.5,+4.2%,4.5,4.5,1182657
54,4.47,4.5,4,4.5,+4.4%,4.5,4.5,132351
55,3.83,3.75,4,3.75,-10.5%,4,3.75,695501
56,4.28,4.5,4.25,4.25,0%,4.25,4.25,796224
57,4.67,4.75,4.25,5,+9.1%,4.75,4.5,799021
58,4.62,4.25,4.25,4.5,+7.9%,4.75,4.75,1178027
59,4.91,5,4.5,5,+14.7%,4.75,5,1176483
60,3.09,3,3.5,3,-27.8%,3.25,3,1181016
61,3.25,3.25,3.25,3.25,-24.1%,3.25,3.25,1156639
62,4.13,4.25,4,4,-3.5%,4,4.25,56197
63,4.35,4.25,4.25,4.25,+1.6%,4.25,4.5,728621
64,3.94,3.75,4.25,3.75,-7.9%,4,4,48493
65,4.25,4.25,4.25,4.25,-0.7%,4.25,4.25,638269
66,4.15,4,4.5,4,-3%,4.5,4,1185052
67,4,4,4,4,-6.5%,4,4,590591
68,4.09,4.25,3.5,4.25,-4.4%,3.75,4.25,813467
69,4.35,4.25,4.25,4.25,+1.6%,4.25,4.5,824776
70,4.17,4.25,3.75,4,-2.6%,4.25,4.25,512924
71,4.07,4,4.25,4.25,-4.9%,4,4,767767
72,4.74,4.5,4.25,4.75,+10.7%,4.5,5,1189758
73,3.85,3.75,3.75,3.75,-10%,3.75,4,419024
74,4.35,4.25,4.25,4.25,+1.6%,4.25,4.5,781226
75,4.06,4,4,4,-5.1%,4.25,4,727884
76,4.25,4.25,4.25,4.25,-0.7%,4.25,4.25,1171634
77,3.97,4,4.5,4,-7.2%,3.75,4,1187345
78,4.43,4.25,4.5,4.25,+3.5%,4.5,4.5,1184433
79,4.5,4.5,4.5,4.5,+5.1%,4.5,4.5,1182222
80,4,4,4,4,-6.5%,4,4,1143077
81,4.25,4.25,4.25,4.25,-0.7%,4.25,4.25,918220
82,4,4,4,4,-6.5%,4,4,231677
83,4.45,4.75,4.5,4.5,+4%,5,4,312703
84,4.29,4,4.25,4.25,+0.2%,4.5,4.25,1098533
85,4,4,4,4,-6.5%,4,4,1079708
86,3.95,3.75,3.5,4,-7.7%,4,4,276070
87,4.75,4.75,4.75,4.75,+11%,4.75,4.75,1174029
88,3.06,2.75,4,3,-28.5%,3.5,2.75,1173390
89,4.17,4,4.25,4.25,-2.6%,4,4.25,697383
90,4.75,4.75,4.75,4.75,+11%,4.75,4.75,126987
91,4.41,4.25,4.25,4.25,+3%,4.5,4.5,1097991
92,4.84,4.75,4.75,5,+13.1%,4.5,5,1167840
93,4.02,4,4.25,4,-6.1%,4,4,619733
94,4.03,4.25,4,4,-5.8%,4,4,3
95,3.86,4,4.25,4,-9.8%,3.75,3.75,764450
96,5,5,5,5,+16.8%,5,5,1165919
97,4.5,4.5,4.5,4.5,+5.1%,4.5,4.5,1165712
98,4.06,4.25,4.5,4,-5.1%,4,4,285240
99,4.18,4.25,4,4.25,-2.3%,4,4.25,529001
100,4.42,4.25,4.5,4.5,+3.3%,4.25,4.5,809673
101,3.92,3.75,4,4,-8.4%,3.75,4,289047
102,3.86,3.75,3.75,4,-9.8%,4,3.75,817288
103,4.24,4.5,4.25,4.25,-0.9%,4.5,4,608092
104,4.47,4,4.75,4.5,+4.4%,4.5,4.5,831910
105,4.57,4,4.25,4.75,+6.8%,4,5,1089902
106,4.22,4.5,4.25,4.25,-1.4%,4,4.25,659569
107,3.75,3.75,3.75,3.75,-12.4%,3.75,3.75,231766
108,3.8,3.75,3.75,3.5,-11.2%,3.75,4,1049615
109,3.56,3.75,4,3.5,-16.8%,3.5,3.5,1112171
110,4.21,4,4,4.25,-1.6%,4.25,4.25,902538
111,3.62,3.5,3.75,3.5,-15.4%,3.5,3.75,746828
112,4.26,4.5,4,4.25,-0.5%,4.25,4.25,824099
113,5,5,5,5,+16.8%,5,5,1160151
114,4.25,4.25,4.25,4.25,-0.7%,4.25,4.25,833856
115,1.84,2.25,3.75,1.75,-57%,1,2,508556
116,3.99,4,3.75,4,-6.8%,4,4,1129911
117,4.25,4.25,4.25,4.25,-0.7%,4.25,4.25,34782
118,3.98,3.75,4.25,4.25,-7%,3.75,4,483330
119,3.87,3.75,4.75,3.75,-9.6%,4,3.75,898176
120,4.12,4,4.5,4.25,-3.7%,3.75,4.25,677143
121,4.21,4,4,4.25,-1.6%,4.25,4.25,848045
122,4.17,4,4.25,4.25,-2.6%,4,4.25,620428
123,4.25,4,4.25,4.25,-0.7%,3.5,4.75,467144
124,4,4,4,4,-6.5%,4,4,856533
