,ba_score,feel,look,overall,rDev,smell,taste,user_id
0,3.68,4,3.5,3.75,+1.7%,3,4,1190604
1,3.73,3.5,4.5,3.75,+3%,4,3.5,811627
2,3.66,3.5,3.5,3.5,+1.1%,3.75,3.75,1082117
3,3.74,3.75,3.5,3.75,+3.3%,3.75,3.75,828964
4,3.51,3.5,3.75,3.75,-3%,3.25,3.5,950847
5,3.81,3.75,3.75,3.75,+5.2%,4,3.75,710286
6,3.96,4,4,4,+9.4%,4.25,3.75,1231345
7,3.75,3.75,3.75,3.75,+3.6%,3.75,3.75,808582
8,4.25,4.25,4.25,4.25,+17.4%,4.25,4.25,808124
9,3.27,3.25,3.75,3,-9.7%,4.25,2.75,1221296
10,4.17,4,3.25,3.75,+15.2%,4.25,4.5,1228932
11,2.94,3.5,4.5,3,-18.8%,3,2.5,778166
12,3.53,3.75,3.5,3.5,-2.5%,3.5,3.5,839059
13,4.94,5,5,5,+36.5%,4.75,5,1227661
14,3.75,3.75,3.75,3.75,+3.6%,3.75,3.75,123204
15,2.31,2,2.75,2.5,-36.2%,2.25,2.25,1226242
16,5,5,5,5,+38.1%,5,5,1171515
17,4.43,4.5,4.25,4.5,+22.4%,4.25,4.5,253952
18,2,2,2,2,-44.8%,2,2,1222909
19,4.15,4,4,4.25,+14.6%,4,4.25,1220958
20,2.99,2.75,3.25,3,-17.4%,3,3,1220306
21,3.56,3.5,3.5,3.5,-1.7%,3.75,3.5,817832
22,3.62,3.5,3.75,3.5,0%,3.5,3.75,804433
23,3.69,3.75,3.75,3.75,+1.9%,3.5,3.75,743102
24,3.68,3.75,3.5,3.75,+1.7%,3.5,3.75,450794
25,3,3,3,3,-17.1%,3,3,106034
26,5,5,5,5,+38.1%,5,5,1156914
27,4.08,3.75,4,4,+12.7%,4,4.25,1201372
28,3.82,4,4,3.5,+5.5%,4.5,3.5,1198137
29,3.51,3.5,3,3.5,-3%,3.25,3.75,373981
30,3.47,3.5,3,3.5,-4.1%,3.5,3.5,787791
31,3.75,3.75,3.75,3.75,+3.6%,3.75,3.75,25570
32,3,3,3,3,-17.1%,3,3,952043
33,3.77,3.75,4,3.75,+4.1%,3.75,3.75,859473
34,3.5,3.5,3.5,3.5,-3.3%,3.5,3.5,991681
35,3.79,3.75,3.75,3.75,+4.7%,3.5,4,1179583
36,3.53,3.75,3.5,3.5,-2.5%,3.5,3.5,1043550
37,3.75,3.75,3.75,3.75,+3.6%,3.75,3.75,764726
38,3.77,3.5,3.5,3.75,+4.1%,4,3.75,673685
39,3.64,3.5,4,3.75,+0.6%,3.75,3.5,1088275
40,3.69,3.25,4,3.5,+1.9%,4.25,3.5,968287
41,2,1.75,4,2,-44.8%,2,1.75,1179595
42,3.45,3.25,3.75,3,-4.7%,3.75,3.5,870321
43,4.03,4,4,4.25,+11.3%,3.5,4.25,1138887
44,3.5,3.5,3.5,3.5,-3.3%,3.5,3.5,895427
45,3.24,3,3,3.5,-10.5%,2.75,3.5,1072558
46,3.53,3.5,3.5,3.75,-2.5%,3,3.75,1081399
47,3.54,3.5,3.5,3.5,-2.2%,3.25,3.75,1110124
48,4,4,4,4,+10.5%,4,4,1175466
49,3.23,3,3.25,3.25,-10.8%,3.25,3.25,557556
50,3.81,3.75,3.75,3.75,+5.2%,4,3.75,481246
51,3.86,3.5,4.25,3.75,+6.6%,3.75,4,981264
52,3.96,3.75,3.75,4,+9.4%,4,4,1095224
53,3.59,3.5,4,3.5,-0.8%,3.75,3.5,884839
54,3.73,3.5,3.75,3.75,+3%,3.75,3.75,820845
55,4.12,3.75,3.75,4,+13.8%,4.25,4.25,1123447
56,4.12,3.75,3.75,4,+13.8%,4.25,4.25,1189140
57,3.63,3.75,3.5,3.5,+0.3%,3.5,3.75,929395
58,3.66,3.5,3.5,3.5,+1.1%,3.75,3.75,807964
59,3.69,3.5,4,3.5,+1.9%,3.75,3.75,663678
60,3.39,3.25,3.75,3.5,-6.4%,3.5,3.25,692655
61,3.28,3.25,3,3.75,-9.4%,3,3.25,1179378
62,2.77,2.75,3,2.75,-23.5%,2.75,2.75,854929
63,3.59,3.25,3.75,3.5,-0.8%,3.5,3.75,813531
64,3.5,3.5,3.5,3.5,-3.3%,3.5,3.5,1017886
65,3.5,3.5,3.5,3.5,-3.3%,3.5,3.5,1136026
66,2.54,2.75,2.75,2.5,-29.8%,2.5,2.5,1133465
67,2.75,2.75,2.75,2.75,-24%,2.75,2.75,1143077
68,2.25,2.25,2.25,2.25,-37.8%,2.25,2.25,1139522
69,4.67,4.5,4.75,4.75,+29%,4.5,4.75,1186952
70,3.35,3.25,3.25,3.25,-7.5%,3.25,3.5,463300
71,2.92,3,3,3,-19.3%,3.5,2.5,1082865
72,4.11,3.75,3.75,4.25,+13.5%,4,4.25,885735
73,2.91,3,3,2.75,-19.6%,3.25,2.75,1117570
74,3.75,3.75,3.75,3.75,+3.6%,3.75,3.75,831854
75,3.98,4.25,3.5,4,+9.9%,3.5,4.25,1170911
76,4,4,4,4,+10.5%,4,4,738293
77,2.94,3,3,3,-18.8%,2.75,3,725212
78,3.56,3.5,3.5,3.5,-1.7%,3.75,3.5,406749
