,ba_score,feel,look,overall,rDev,smell,taste,user_id
0,3.5,3.5,3.5,3.5,-10.7%,3.5,3.5,786709
1,2.95,2.75,3.25,3,-24.7%,3.25,2.75,1113636
2,3.64,3.75,3.75,3.5,-7.1%,3.5,3.75,1211693
3,4.03,4.25,4,4,+2.8%,4,4,809866
4,3.94,4,4,4,+0.5%,3.75,4,772855
5,2.5,2.5,2.5,2.5,-36.2%,2.5,2.5,1222909
6,3.79,4,4,3.75,-3.3%,3.75,3.75,946557
7,4.92,4.75,5,5,+25.5%,4.75,5,1082745
8,2.86,2.25,3,2.75,-27%,2.5,3.25,697942
9,4.03,4,3.75,4,+2.8%,3.75,4.25,1208211
10,4.07,4.25,4,4,+3.8%,3.75,4.25,179930
11,3.83,3.75,4,3.75,-2.3%,4,3.75,1217905
12,4.04,4,4,4,+3.1%,3.75,4.25,523243
13,4.02,3.75,4.75,4,+2.6%,4,4,924561
14,3.82,3.25,4.5,3.5,-2.6%,4.25,3.75,1216069
15,3.61,3.75,4,3.75,-7.9%,3.5,3.5,860438
16,3.49,3.25,3.75,3.5,-11%,3.5,3.5,728644
17,4.09,4,3.75,4,+4.3%,4,4.25,1208913
18,3.94,4,4,4,+0.5%,3.75,4,1214899
19,3.75,3.75,3.75,3.75,-4.3%,3.75,3.75,895820
20,4.24,4,4.5,4.25,+8.2%,4.25,4.25,780234
21,3.83,3.75,4,3.75,-2.3%,4,3.75,481246
22,3.68,3.75,4.25,3.75,-6.1%,3.75,3.5,749641
23,4.09,4,4.5,4,+4.3%,4.25,4,1182717
24,4.08,4.25,4,4.25,+4.1%,4,4,1135834
25,4.23,3.75,3.75,4.25,+7.9%,4.5,4.25,948941
26,4,4,4,4,+2%,4,4,838259
27,4.11,3.75,4.25,4,+4.8%,4.5,4,966876
28,3.75,3.75,3.75,3.75,-4.3%,3.75,3.75,1048875
29,4.13,4,3.5,4,+5.4%,4.25,4.25,733106
30,3.91,4.25,4.5,3.75,-0.3%,4,3.75,725322
31,3.54,3.75,3.75,3.5,-9.7%,3.5,3.5,778000
32,4.09,4.25,4,4,+4.3%,4.25,4,1153277
33,4,4,4,4,+2%,4,4,161
34,3.76,3.5,4.25,3.75,-4.1%,3.75,3.75,763258
35,4.79,5,5,4.75,+22.2%,4.75,4.75,1212825
36,3.99,4.25,3.5,4.25,+1.8%,3.75,4,1079709
37,3.35,3.75,4,3.25,-14.5%,3.25,3.25,380173
38,4.57,4.5,4.75,4.75,+16.6%,4.5,4.5,1196047
39,4,4,4,4,+2%,4,4,1189672
40,4,4,4,4,+2%,4,4,758709
41,3.83,3.5,3.75,3.75,-2.3%,3.75,4,1184297
42,4.23,4,4.25,4.25,+7.9%,4.25,4.25,326980
43,3.97,4,4.5,4,+1.3%,3.75,4,1192832
44,3.77,3.5,3.5,3.75,-3.8%,4,3.75,1020960
45,3.54,3.25,4.25,3.5,-9.7%,4,3.25,897864
46,3.85,4,4,3.75,-1.8%,4,3.75,787350
47,3.78,4,3.75,3.75,-3.6%,3.75,3.75,519121
48,3.22,3.5,3.75,3,-17.9%,3.5,3,891510
49,3.79,4,4,3.75,-3.3%,3.75,3.75,790043
50,3.9,4,4,4,-0.5%,4,3.75,601369
51,3.45,3.5,4.25,3.5,-12%,3.5,3.25,904404
52,3.59,3.5,3.75,3.75,-8.4%,4,3.25,727454
53,3.7,3.5,4,3.75,-5.6%,4,3.5,747806
54,4.59,4.5,4.25,4.5,+17.1%,4.5,4.75,1155237
55,4.31,4.25,4.5,4.25,+9.9%,4,4.5,1019298
56,3.95,3.75,4,4.25,+0.8%,3.25,4.25,1167063
57,3.96,4,3.5,3.75,+1%,3.75,4.25,605456
58,4,4,4,4,+2%,4,4,1202198
59,4,4,4,4,+2%,4,4,751022
60,3.9,4,4,4,-0.5%,4,3.75,160100
61,4.21,4,4,4.25,+7.4%,4.25,4.25,1000124
62,3.71,3.75,3.75,3.75,-5.4%,4,3.5,1010791
63,4.03,4,3.75,4,+2.8%,3.75,4.25,585360
64,3.93,4,3.75,4,+0.3%,3.75,4,479298
65,4.5,4.5,4.5,4.5,+14.8%,4.5,4.5,293425
66,4.62,4.75,4,4.5,+17.9%,5,4.5,446540
67,2,2,2,2,-49%,2,2,764182
68,3.87,3.75,4,3.75,-1.3%,3.75,4,1175134
69,4.49,4.25,4.75,4.5,+14.5%,4.5,4.5,880073
70,3.77,3.75,4,3.75,-3.8%,3.75,3.75,563156
71,2.81,2.5,4,3,-28.3%,3,2.5,1187583
72,4.03,3.75,4,4.25,+2.8%,4,4,808419
73,3.81,3.75,3.75,3.75,-2.8%,4,3.75,951621
74,3.26,3.25,4,3.25,-16.8%,3.5,3,743384
75,4.1,4,4,4,+4.6%,4,4.25,735085
76,3.93,4,3.75,4,+0.3%,3.75,4,704408
77,3.45,3.75,3.25,3.5,-12%,3.25,3.5,1056118
78,3.96,4,4.25,4,+1%,3.75,4,739819
79,3.5,3.75,3.75,3.5,-10.7%,3.75,3.25,280282
80,3.64,2.75,4.25,3.75,-7.1%,4,3.5,962334
81,3.98,3.75,4,4,+1.5%,4,4,810150
82,4.26,4.5,4,4.25,+8.7%,4.25,4.25,862757
83,4,4,4,4,+2%,4,4,869485
84,4,4,4,4,+2%,4,4,403838
85,3.83,3.75,5,3.75,-2.3%,3.75,3.75,697017
