,ba_score,feel,look,overall,rDev,smell,taste,user_id
0,3.59,3.75,4,3.75,-7.5%,3,3.75,749641
1,3.5,3.5,3.5,3.5,-9.8%,3.5,3.5,1225921
2,4,4,4,4,+3.1%,4,4,885735
3,3.68,3.75,3.5,3.75,-5.2%,3.5,3.75,1182030
4,4.2,4,3.75,4.25,+8.2%,4.25,4.25,945867
5,4.5,4.5,4.5,4.5,+16%,4.5,4.5,1194149
6,3.5,3.5,3.5,3.5,-9.8%,3.5,3.5,405337
7,4.12,4,4.25,4,+6.2%,4,4.25,838089
8,4.05,4,4,4.25,+4.4%,4,4,1186822
9,4.44,4.5,4.5,4.5,+14.4%,4.25,4.5,1182849
10,4.4,4.25,4.25,4.5,+13.4%,4.25,4.5,899398
11,3.75,3.75,3.75,3.75,-3.4%,3.75,3.75,227908
12,3.46,3.5,3.75,3.5,-10.8%,3.25,3.5,1073239
13,3.99,4,3.75,4,+2.8%,4,4,620253
14,3.91,3.75,3.75,3.75,+0.8%,4,4,1108675
15,4.22,4,4.25,4.5,+8.8%,4,4.25,875330
16,3.84,4,3.75,3.75,-1%,4,3.75,726285
17,4.17,4.25,3.75,4,+7.5%,4.25,4.25,1086099
18,2.56,2.5,2.5,2.5,-34%,2.75,2.5,1081399
19,4,4,4,4,+3.1%,4,4,758292
20,3.79,4,4,3.75,-2.3%,3.75,3.75,717562
21,4.1,4.25,4.25,4,+5.7%,4.25,4,922932
22,4,4,4,4,+3.1%,4,4,213336
23,3.44,3.5,3.5,3.5,-11.3%,3.25,3.5,782632
24,3.94,4,4,4,+1.5%,3.75,4,445739
25,2.79,3.25,2.5,2.75,-28.1%,2.75,2.75,866974
26,3.79,4,4,3.75,-2.3%,3.75,3.75,692955
27,4.75,4.75,4.75,4.75,+22.4%,4.75,4.75,605703
28,3.9,4,4,4,+0.5%,4,3.75,825563
29,4.09,3.5,4,5,+5.4%,3.75,4,926262
30,3.98,3.75,4,4,+2.6%,4,4,735036
31,4,4,4,4,+3.1%,4,4,1025788
32,3.31,3.25,3.25,3.25,-14.7%,3.5,3.25,77285
33,3.75,3.75,3.75,3.75,-3.4%,3.75,3.75,756945
34,3.88,3.75,4,4,0%,4,3.75,980285
35,4.1,4,4,4,+5.7%,4,4.25,1010712
36,4,4,4,4,+3.1%,4,4,869485
37,4.54,4.5,4.5,4.5,+17%,4.25,4.75,967665
38,3.75,3.75,3.75,3.75,-3.4%,3.75,3.75,977979
39,3.5,3.5,3.5,3.5,-9.8%,3.5,3.5,760425
40,4.1,4,4,4.5,+5.7%,4,4,663004
41,4.08,4,4.25,4,+5.2%,4.25,4,981058
42,4.17,4.5,4.25,4,+7.5%,4,4.25,871086
43,4.5,4.5,4.5,4.5,+16%,4.5,4.5,749105
44,3.46,4,4,3.5,-10.8%,3,3.5,962027
45,3.5,3.5,3.5,3.5,-9.8%,3.5,3.5,726062
46,3.5,3.5,3.5,3.5,-9.8%,3.5,3.5,570026
47,4.03,3.75,4,4.25,+3.9%,4,4,981758
48,4.08,3.75,4,4,+5.2%,4,4.25,980401
49,4.25,4,4,4.25,+9.5%,4,4.5,826009
50,3.92,4,4.25,4,+1%,4,3.75,715929
51,3.74,4,3.5,3.75,-3.6%,3.25,4,794526
52,4.21,4,4,4.25,+8.5%,4.25,4.25,714140
53,4.15,4.25,3.75,4,+7%,3.75,4.5,768993
54,3.78,3.75,4.25,3.75,-2.6%,3.75,3.75,711362
55,4.15,4.25,4.25,4.25,+7%,4.25,4,956809
56,3.48,3.25,3.5,3.5,-10.3%,3.5,3.5,934768
57,4.6,5,5,4.5,+18.6%,5,4.25,943886
58,4.18,5,5,2,+7.7%,4.5,4.75,851453
59,4.31,4.25,4.5,4.25,+11.1%,4,4.5,708009
60,3.48,3.25,3.5,3.5,-10.3%,3.5,3.5,822742
61,3.74,3.5,3.75,3.5,-3.6%,4,3.75,917741
62,3.93,4,3.75,4,+1.3%,3.75,4,693242
63,3.47,3.25,3.5,3.25,-10.6%,3.25,3.75,933335
64,3.58,3.5,3.75,3.5,-7.7%,3.75,3.5,922633
65,3.37,3,3,3.25,-13.1%,3.5,3.5,875774
66,3.63,3.75,3.75,3.25,-6.4%,3.25,4,916506
67,3.69,3.75,4,3.75,-4.9%,3,4,932353
68,3.67,3.5,3.75,3.75,-5.4%,3.5,3.75,788089
69,3.92,3.75,4,4,+1%,3.75,4,925457
70,3.94,4,4,4,+1.5%,3.75,4,919877
71,3.96,4.25,3.75,4.25,+2.1%,4,3.75,898324
72,3.28,3,3.25,3.5,-15.5%,3.25,3.25,802769
73,4.42,4.25,4.5,4.5,+13.9%,4.25,4.5,902124
74,3.9,3.75,3.75,4,+0.5%,3.75,4,812073
75,4.14,4,4.5,4.25,+6.7%,4.25,4,836108
76,3.68,4,3.75,3.75,-5.2%,3.75,3.5,732890
77,3.87,4,3.5,3.5,-0.3%,4,4,779943
78,3.4,3.5,3.5,3.5,-12.4%,3.5,3.25,899752
79,3.96,3.75,3.75,4,+2.1%,4,4,513273
80,4.1,4,4,4,+5.7%,4,4.25,884693
81,4,4,4,4,+3.1%,4,4,773354
82,3.73,3.5,3.75,3.75,-3.9%,3.75,3.75,767759
83,4.14,3.75,4,4,+6.7%,4.25,4.25,904455
84,4.39,4,4.25,4.25,+13.1%,4.5,4.5,735383
85,3.75,N/A,N/A,N/A,-3.4%,N/A,N/A,681799
86,3.75,N/A,N/A,N/A,-3.4%,N/A,N/A,681004
87,4.5,N/A,N/A,N/A,+16%,N/A,N/A,378545
88,3.75,N/A,N/A,N/A,-3.4%,N/A,N/A,712909
89,4.56,N/A,N/A,N/A,+17.5%,N/A,N/A,893031
90,3.5,N/A,N/A,N/A,-9.8%,N/A,N/A,737440
91,3.16,N/A,N/A,N/A,-18.6%,N/A,N/A,907750
92,3.85,N/A,N/A,N/A,-0.8%,N/A,N/A,748711
93,4,N/A,N/A,N/A,+3.1%,N/A,N/A,818908
94,2.75,N/A,N/A,N/A,-29.1%,N/A,N/A,208063
95,4,N/A,N/A,N/A,+3.1%,N/A,N/A,822068
96,3.77,3.75,4,3.75,-2.8%,3.75,3.75,601042
97,3.25,N/A,N/A,N/A,-16.2%,N/A,N/A,471054
98,3.75,N/A,N/A,N/A,-3.4%,N/A,N/A,905811
99,3.75,N/A,N/A,N/A,-3.4%,N/A,N/A,560899
100,3.5,N/A,N/A,N/A,-9.8%,N/A,N/A,550908
101,3.64,N/A,N/A,N/A,-6.2%,N/A,N/A,814483
102,3,N/A,N/A,N/A,-22.7%,N/A,N/A,777927
103,3.9,N/A,N/A,N/A,+0.5%,N/A,N/A,776375
