,ba_score,feel,look,overall,rDev,smell,taste,user_id
0,3.34,3.25,3.75,3.25,-15.7%,3.5,3.25,1231351
1,4.08,4,4.25,4,+3%,4.25,4,974455
2,3.59,3.75,3.5,3.5,-9.3%,3.75,3.5,1070836
3,4.13,4.25,4.25,4.25,+4.3%,3.75,4.25,1200923
4,4,4,4,4,+1%,4,4,1216064
5,3.68,3.75,3.5,3.75,-7.1%,3.5,3.75,1174176
6,4,4,4,4,+1%,4,4,1036195
7,3.29,3.5,3.5,3.25,-16.9%,3.25,3.25,152599
8,4.57,5,4,4.25,+15.4%,4.5,4.75,1225694
9,3.78,3.75,4.25,3.75,-4.5%,3.75,3.75,1223880
10,4.08,4,4.25,4,+3%,4.25,4,1088878
11,4.13,4.25,4,4,+4.3%,4,4.25,723499
12,4.13,4,3.5,4,+4.3%,4.25,4.25,1218955
13,4.25,4.25,4.25,4.25,+7.3%,4.25,4.25,1155237
14,3.49,3.5,3.25,3.5,-11.9%,3.5,3.5,695249
15,3.94,4,4,4,-0.5%,3.75,4,934369
16,4.28,4.25,4,4.25,+8.1%,4,4.5,1208554
17,3.37,3.5,3.75,3.25,-14.9%,3.5,3.25,1163911
18,3.52,3.5,3.75,3.5,-11.1%,3.5,3.5,865585
19,3.26,3.5,4,3.25,-17.7%,3,3.25,436845
20,4.18,4.25,4,4.25,+5.6%,4,4.25,617493
21,3.04,3,3,3,-23.2%,2.75,3.25,1176491
22,4.14,3.75,4,4,+4.5%,4.25,4.25,955202
23,4.68,4.75,4.5,4.75,+18.2%,4.5,4.75,1023829
24,3.73,3.5,3.75,3.75,-5.8%,3.75,3.75,187643
25,4.59,4.25,4.75,4.5,+15.9%,4.5,4.75,326711
26,4.5,4.5,4.5,4.5,+13.6%,4.5,4.5,1121439
27,4.02,4,4.25,4,+1.5%,4,4,728511
28,3.52,3.5,3.75,3.5,-11.1%,3.5,3.5,702794
29,4.09,4,4.5,4,+3.3%,4.25,4,1195875
30,4.5,4.5,4.5,4.5,+13.6%,4.5,4.5,652469
31,4,4,4,4,+1%,4,4,1202153
32,3.9,4,4,4,-1.5%,4,3.75,833814
33,4.02,4,4.25,4,+1.5%,4,4,1182717
34,4.03,4.25,4,4,+1.8%,4,4,1200899
35,4.49,4.5,4.25,4.5,+13.4%,4.5,4.5,1201147
36,4.25,4.25,4.25,4.25,+7.3%,4.25,4.25,818588
37,3.99,4,3.75,4,+0.8%,4,4,681004
38,3.5,3.5,3.5,3.5,-11.6%,3.5,3.5,1143077
39,4.04,4.25,4.25,4,+2%,4,4,1166423
40,2.79,3,3,2.75,-29.5%,2.75,2.75,102660
41,3.5,3.5,3.5,3.5,-11.6%,3.5,3.5,1196661
42,4.1,4.25,3.75,4.25,+3.5%,3.75,4.25,872563
43,4.37,4.25,4.5,4.25,+10.4%,4.25,4.5,934234
44,4.25,4.25,4.25,4.25,+7.3%,4.25,4.25,1183557
45,4.09,4,3.75,4,+3.3%,4,4.25,813467
46,3.5,3.5,3.5,3.5,-11.6%,3.5,3.5,419024
47,3.93,4,3.75,4,-0.8%,3.75,4,500460
48,4.09,4,3.75,4,+3.3%,4,4.25,970308
49,4.32,4.75,4.5,4.25,+9.1%,4.25,4.25,725169
50,4.6,4.25,4.5,4.5,+16.2%,5,4.5,1079254
51,3.54,3.25,3.5,3.5,-10.6%,3.75,3.5,1133465
52,4.59,4.5,4,4.5,+15.9%,5,4.5,1178226
53,4,4,4,4,+1%,4,4,760533
54,3.59,3.75,4,3.75,-9.3%,3,3.75,1101222
55,4.41,4.25,4.25,4.25,+11.4%,4.5,4.5,982613
56,3.89,3.75,4,3.75,-1.8%,4.25,3.75,998304
57,4.04,4,4,4,+2%,3.75,4.25,813430
58,4.52,4,4,4.5,+14.1%,4.5,4.75,1180740
59,4.21,5,4.5,4.5,+6.3%,3.5,4.25,1091449
60,4,4,4,4,+1%,4,4,905981
61,4.06,4,4.25,4,+2.5%,3.75,4.25,523243
62,4.43,4.5,4.25,4.5,+11.9%,4.25,4.5,1113636
63,3.75,3.75,3.75,3.75,-5.3%,3.75,3.75,673072
64,4,4,4,4,+1%,4,4,658422
65,4.03,4.25,4,4,+1.8%,4,4,690395
66,3.77,3.75,4,3.75,-4.8%,3.75,3.75,793861
67,4.25,4.25,4.25,4.25,+7.3%,4.25,4.25,596693
68,3.88,3.75,4,4,-2%,4,3.75,922932
69,3.79,4,4,3.75,-4.3%,3.75,3.75,889528
70,3.99,4,3.75,4,+0.8%,4,4,685992
71,4.08,4,4.25,4,+3%,4.25,4,1096947
72,5,5,5,5,+26.3%,5,5,1163968
73,3.83,3.75,4,3.75,-3.3%,4,3.75,727884
74,4.24,4,4.5,4.25,+7.1%,4.25,4.25,1140957
75,2,2,2,2,-49.5%,2,2,640827
76,3.88,3.75,4,4,-2%,4,3.75,749313
77,3.99,4,3.75,4,+0.8%,4,4,754276
78,4.21,4.25,4.25,4.25,+6.3%,4.5,4,959772
79,4,4,4,4,+1%,4,4,678638
80,3.99,4,3.75,4,+0.8%,4,4,759662
81,3.08,3.25,3,3.25,-22.2%,3,3,1073239
82,4.01,3.75,4.5,4,+1.3%,4,4,1013358
83,3.43,3.5,4,3.5,-13.4%,3.5,3.25,946557
84,3.8,3.75,3.75,4,-4%,3.75,3.75,447549
85,3.79,4,4,3.75,-4.3%,3.75,3.75,925954
86,4.03,3.75,4,4.25,+1.8%,4,4,827579
87,3.94,4,4,4,-0.5%,3.75,4,948639
88,3.96,3.75,4,4,0%,3.5,4.25,751178
89,4,4,4,4,+1%,4,4,906969
90,3.99,4,3.75,4,+0.8%,4,4,932046
91,4.55,4.5,4.25,4.5,+14.9%,4.75,4.5,1042155
92,4.03,4,3.75,4,+1.8%,3.75,4.25,617574
93,3.99,3.75,4.25,4,+0.8%,4,4,993759
94,4.65,4.5,4.5,4.75,+17.4%,4.5,4.75,885573
95,4.28,4.25,4,4.25,+8.1%,4,4.5,1118807
96,4.11,4,4,4.25,+3.8%,4.25,4,1111487
97,4.55,4.5,4.25,4.5,+14.9%,4.75,4.5,967698
98,4.13,3.75,4.5,4,+4.3%,4.5,4,752565
99,3.91,4,3.5,4,-1.3%,3.75,4,928999
100,3.84,4,4,4,-3%,3.75,3.75,859812
101,3.5,3.5,3.5,3.5,-11.6%,3.5,3.5,799072
102,4.68,4.75,4.5,4.75,+18.2%,4.5,4.75,704973
103,3.96,4,4.25,4,0%,3.75,4,1038218
104,4.25,4.25,4.25,4.25,+7.3%,4.25,4.25,713037
105,3.75,3.75,3.75,3.75,-5.3%,3.75,3.75,638783
106,4.15,4,4,4.25,+4.8%,4,4.25,626975
107,3.96,3.75,3.75,4,0%,4,4,866362
108,4,4,4,4,+1%,4,4,791863
109,4.16,4,5,4.5,+5.1%,4,4,769448
110,3.44,3.5,3.5,3.5,-13.1%,3.25,3.5,700186
111,3.93,4.25,4,4,-0.8%,4,3.75,991187
112,3.75,3.75,3.75,3.75,-5.3%,3.75,3.75,655174
113,3.75,3.75,3.75,3.75,-5.3%,3.75,3.75,843896
114,4.21,4,4,4.25,+6.3%,4.25,4.25,986082
115,4.59,4.5,4.25,4.5,+15.9%,4.5,4.75,1036864
116,4,3.75,3.75,4,+1%,3.75,4.25,962669
117,4.77,4.75,4,4.75,+20.5%,5,4.75,820239
118,4.21,4,4,4.25,+6.3%,4.25,4.25,962228
119,4.21,4,4,4.25,+6.3%,4.25,4.25,777177
120,4.04,4,4,4,+2%,3.75,4.25,869640
121,3.41,3.25,3.25,3.25,-13.9%,3.5,3.5,991398
122,3,3,3,3,-24.2%,3,3,3413
123,4,4,4,4,+1%,4,4,20903
124,4.48,4.25,4.5,4.5,+13.1%,4.5,4.5,758292
125,3.99,4,3.75,4,+0.8%,4,4,365335
126,4.18,4.25,4,4.25,+5.6%,4,4.25,820869
127,4.05,4.25,4.25,4.25,+2.3%,4.25,3.75,992912
128,3.96,3.75,3.75,4,0%,4,4,661510
129,4.03,4.25,4,4,+1.8%,4,4,844851
130,3.97,4,3.75,4,+0.3%,3.5,4.25,1014209
131,4,4,4,4,+1%,4,4,722570
132,4.29,4.25,4.25,4.25,+8.3%,4,4.5,673317
133,4.1,4,4,4.5,+3.5%,4,4,1010226
134,3.75,3.75,3.75,3.75,-5.3%,3.75,3.75,519186
135,4.78,5,4.75,4.75,+20.7%,4.75,4.75,696200
136,4.24,4,3.75,4.25,+7.1%,4,4.5,1043219
137,5,5,5,5,+26.3%,5,5,1040673
138,4.34,4.25,4,4.25,+9.6%,4.25,4.5,896073
139,5,5,5,5,+26.3%,5,5,198763
140,3.77,3.75,4,3.75,-4.8%,3.75,3.75,519542
141,4.3,4.25,4,4.25,+8.6%,4.5,4.25,772239
142,3.96,4,4.25,4,0%,3.75,4,986615
143,4.28,4.5,4.25,4.25,+8.1%,4.25,4.25,1000962
144,4.65,4,4.5,4.5,+17.4%,4.5,5,1016857
145,4.39,4.5,4.5,4.25,+10.9%,4.25,4.5,894079
146,3.48,3.25,3.5,3.5,-12.1%,3.5,3.5,775385
147,4.35,4.25,4.25,4.25,+9.8%,4.25,4.5,681299
148,3.65,3.5,4,3.5,-7.8%,4,3.5,567313
149,3.49,3.25,3.75,3.5,-11.9%,3.5,3.5,986284
150,4.09,4,3.75,4,+3.3%,4,4.25,848244
151,3.71,3.75,4,3.75,-6.3%,3.5,3.75,718288
152,3.74,3.75,3.75,4,-5.6%,3.5,3.75,926262
153,3.85,4,4,3.75,-2.8%,4,3.75,552688
154,3.98,3.75,4,4,+0.5%,4,4,436803
155,3.79,4,4,3.75,-4.3%,3.75,3.75,184925
156,4,4,4,4,+1%,4,4,867455
157,4,4,4,4,+1%,4,4,456904
158,3.5,3.5,3.5,3.5,-11.6%,3.5,3.5,823429
159,3.45,3,3.5,3.5,-12.9%,3.5,3.5,938364
160,3.9,4,4,3.5,-1.5%,4,4,456300
161,4.06,4.25,3.5,4,+2.5%,4.25,4,824781
162,4.04,4,4,4,+2%,3.75,4.25,787517
163,3.75,3.75,3.75,3.75,-5.3%,3.75,3.75,982621
164,3.79,4,4,3.75,-4.3%,3.75,3.75,431655
165,4,4,4,4,+1%,4,4,912905
166,4.12,4,4.25,4,+4%,4,4.25,799228
167,3.66,3.5,3.5,3.5,-7.6%,3.75,3.75,804488
168,4.32,4.25,3.75,4.25,+9.1%,4.25,4.5,769025
169,3.95,4,4,3.75,-0.3%,4,4,655110
170,4.43,4.5,4.5,4.75,+11.9%,4,4.5,833427
171,4.55,4.5,4.25,4.5,+14.9%,4.75,4.5,678038
172,3.5,3.5,3.5,3.5,-11.6%,3.5,3.5,950386
173,3.74,3.75,3.5,3.75,-5.6%,3.75,3.75,793290
174,4.34,4.5,4.25,4.25,+9.6%,4.5,4.25,697705
