,ba_score,feel,look,overall,rDev,smell,taste,user_id
0,3.64,4,4,3.5,-12.1%,3.75,3.5,1198136
1,4.26,5,5,4.5,+2.9%,4,4,1228623
2,4.26,4,4.75,4.25,+2.9%,4.25,4.25,983477
3,4.21,4,4,4.25,+1.7%,4.25,4.25,1224488
4,3.83,3.75,4,3.75,-7.5%,4,3.75,996364
5,4.13,4.25,4,4,-0.2%,4,4.25,1173220
6,4.13,4,4.25,4.25,-0.2%,4.25,4,1175375
7,4.11,4,4.25,4.25,-0.7%,3.75,4.25,741844
8,4.25,4.25,4.25,4.25,+2.7%,4.25,4.25,1000403
9,4,4,4,4,-3.4%,4,4,291038
10,2.35,2.5,2.75,2.75,-43.2%,2,2.25,1093725
11,4.18,4.25,4,4.25,+1%,4,4.25,1191860
12,3.34,3.5,4.25,3.25,-19.3%,3.25,3.25,1219921
13,2.4,3,3,2,-42%,3,2,1198137
14,4.24,4.25,4,4.25,+2.4%,4.25,4.25,962530
15,4.12,4.25,4,4.25,-0.5%,3.75,4.25,830562
16,3.88,3.75,4,4,-6.3%,4,3.75,802728
17,3.15,2.5,2.75,3.25,-23.9%,3.25,3.25,1117255
18,4.16,4,5,4,+0.5%,4,4.25,71283
19,4.28,4.5,5,4.25,+3.4%,4.5,4,1230743
20,4.1,3.75,4.5,4.25,-1%,3.75,4.25,1200817
21,3.88,3.75,4.25,3.75,-6.3%,3.75,4,904225
22,4.1,4,4,4,-1%,4,4.25,1214991
23,3.77,3.5,4.5,3.75,-8.9%,3.75,3.75,839463
24,3.51,3.75,4.25,3.5,-15.2%,3.25,3.5,885735
25,4.19,3.5,4.5,4.25,+1.2%,4.25,4.25,1216064
26,4.06,4,4.25,4,-1.9%,3.75,4.25,885630
27,4.01,4.5,4.25,4,-3.1%,3.75,4,866444
28,4.19,4.25,4.25,4.25,+1.2%,4,4.25,940400
29,4.24,4,4.5,4.25,+2.4%,4.25,4.25,1177199
30,4.05,4,4,4.25,-2.2%,4,4,1171184
31,4.44,4.5,4.5,4.5,+7.2%,4.25,4.5,802294
32,4.12,4.5,4.25,4.25,-0.5%,4,4,1171758
33,3.84,4,4,4,-7.2%,3.75,3.75,727454
34,4.14,3.75,4,4,0%,4.25,4.25,910390
35,3.85,4,4,3.75,-7%,4,3.75,1220986
36,4.58,4.25,4.5,4.5,+10.6%,4.5,4.75,1199747
37,3.73,3.5,4.5,3.75,-9.9%,4,3.5,754236
38,4.64,4.25,4.5,4.5,+12.1%,4.75,4.75,1216386
39,4.53,4.5,4.25,4.5,+9.4%,4.25,4.75,943900
40,4.13,4.25,4,4,-0.2%,4,4.25,950847
41,3.67,3.75,4,3.75,-11.4%,3.75,3.5,1184297
42,3.25,3.25,3.25,3.25,-21.5%,3.25,3.25,801243
43,4,4,4,4,-3.4%,4,4,1135834
44,3.71,3.5,3.5,3.75,-10.4%,3.75,3.75,1213422
45,3.93,4,3.75,4,-5.1%,3.75,4,814461
46,4.37,4.25,4.5,4.25,+5.6%,4.25,4.5,28718
47,4.41,4.75,4.5,4.5,+6.5%,4,4.5,1217774
48,4.16,4,4,4,+0.5%,4.25,4.25,158894
49,1.18,1,4,1,-71.5%,1,1,1203755
50,4.58,4.5,4.75,4.5,+10.6%,4.75,4.5,1202456
51,3.68,3.5,3.5,3.5,-11.1%,4.25,3.5,1214081
52,4.25,4.25,4.25,4.25,+2.7%,4.25,4.25,764450
53,2.75,3,3.5,3,-33.6%,3.5,2,816861
54,3.64,3.5,3.75,3.5,-12.1%,4,3.5,928999
55,3.88,4,4,4,-6.3%,3.5,4,1145541
56,1.58,2,3.5,1.75,-61.8%,1.75,1,317123
57,2.84,3,3.75,2.75,-31.4%,2.75,2.75,1197768
58,4.12,4,4.25,4,-0.5%,4,4.25,1116234
59,3.61,3.75,4,3.75,-12.8%,3.5,3.5,1182030
60,3.92,3.75,3.75,4.5,-5.3%,4.25,3.5,261659
61,5,5,5,5,+20.8%,5,5,1221556
62,4.21,4.25,4.5,4.25,+1.7%,4,4.25,656209
63,3,3,3,3,-27.5%,3,3,1222909
64,4.18,4.25,4,4.25,+1%,4,4.25,764775
65,4.25,4.25,4.25,4.25,+2.7%,4.25,4.25,1026547
66,3.95,4,3.75,4,-4.6%,4.25,3.75,1058041
67,4.07,4,3.5,4,-1.7%,4,4.25,1220307
68,4.09,4,3.75,4,-1.2%,4,4.25,772048
69,4.34,4.25,4,4.25,+4.8%,4.25,4.5,724252
70,4.04,3.75,4,4,-2.4%,4.25,4,1016745
71,4.26,4.5,4,4.25,+2.9%,4.25,4.25,1206487
72,4.06,4,4.25,4,-1.9%,3.75,4.25,713872
