,beer_karma,beer_marked,join_date,location,sex,user_id,user_name
1960,373,670,"May 1, 2008",Ohio,Ohio,216116,nitter
1961,0,573,"Aug 18, 2013",Illinois,Male,749371,irontom
1962,416,869,"May 26, 2008",New Jersey,New Jersey,222763,kkmiller76
1963,425,589,"Jun 6, 2007",Wisconsin,Wisconsin,141862,mooseboose
1964,394,632,"Jul 25, 2013",Oregon,Male,743699,mikefuski17
1965,587,713,"Jul 23, 2014",Indiana,Male,831284,bigreddog
1966,713,"1,197","Jan 24, 2007",New York,Male,118653,timmy2b
1967,423,641,"Jan 8, 2015",Texas,Male,922932,smh_nwi
1968,"1,289",895,"Feb 11, 2009",Connecticut,Male,297372,alpinebryant
1969,975,642,"Apr 7, 2009",New York,Male,317437,jizackfh
1970,0,894,"Apr 26, 2009",District of Columbia,Male,324315,dreadnaught33
1971,335,518,"Apr 26, 2013",Kansas,Male,730175,csmalley
1972,0,779,"Sep 8, 2005",Connecticut,Connecticut,38667,dewey0603
1973,0,550,"Jul 14, 2009",Minnesota,Male,349160,tewaris
1974,387,784,"Aug 5, 2011",Louisiana,Male,614224,beaulabauve
1975,431,802,"Dec 31, 2013",Massachusetts,Male,773195,ken_p
1976,0,976,"Oct 13, 2008",Ohio,Ohio,257254,tmoneyba
1977,468,709,"Jun 12, 2012",Illinois,Male,680562,flabbyjandro
1978,419,"1,031","Jul 3, 2014",Michigan,Male,818506,phoodcritic
1979,431,732,"Jul 21, 2014",Pennsylvania,Male,830208,gameofbeers
1980,0,"1,341","Mar 12, 2014",Wisconsin,Male,788089,italianstallion
1981,845,836,"Jul 21, 2012",Alabama,Male,685919,mojo
1982,332,596,"Nov 5, 2013",Illinois,Male,762454,jscheuf
1983,541,850,"Jul 28, 2012",California,Male,686827,anon
1984,0,551,"Feb 28, 2004",New York,Male,5063,kbnooshay
1985,399,846,"May 4, 2014",Massachusetts,Male,798280,johnofupton
1986,"1,507",944,"May 28, 2015",Arkansas,Male,992709,jvgoor3786
1987,345,677,"Jan 22, 2014",Wisconsin,Male,777735,cmwilliq
1988,531,"1,465","Jun 18, 2014",Alberta (Canada),Male,808582,corson
1989,0,632,"Jan 28, 2008",District of Columbia,Male,190530,clydesdale
1990,637,913,"May 23, 2008",Illinois,Male,222149,hoosier222002
1991,"1,274","2,640","Dec 29, 2013",Washington,Male,772855,sound_explorer
1992,0,673,"Dec 13, 2006",Alabama,Male,111760,grumpygerman
1993,372,796,"Dec 22, 2008",Illinois,Male,279606,ackeeper
1994,879,583,"Jan 18, 2014",New York,Male,776811,fscottkey
1995,701,"1,025","Aug 27, 2012",Illinois,Male,691483,captainfleeker
1996,335,494,"Feb 21, 2014",Ohio,Male,783825,djchrismac
1997,434,970,"May 5, 2010",District of Columbia,District of Columbia,456200,dcbeers
1998,441,678,"Feb 19, 2013",Colorado,Male,719186,mcnazz
1999,422,"1,088","May 17, 2013",Oregon,Male,732932,chossboss
2000,240,613,"Apr 1, 2011",New York,Male,588146,jlapadura
2001,0,"1,192","Mar 29, 2009",Illinois,Male,313937,crossovert
2002,346,578,"Jan 29, 2010",Illinois,Male,421389,beezee
2003,0,706,"Oct 16, 2009",Illinois,Illinois,382266,chrispro
2004,0,526,"Jun 12, 2013",New York,Male,736856,evarigan
2005,245,592,"Nov 13, 2012",Indiana,Male,703214,theniz
2006,"2,690","1,943","Jan 23, 2006",Australia,Male,61323,laituegonflable
2007,"1,016",686,"Nov 21, 2011",New Jersey,Male,638561,nicetaps
2008,887,548,"May 24, 2005",Pennsylvania,Male,19868,bigdeuce
2009,387,774,"Oct 30, 2009",Maryland,Male,387685,oriolesfan1008
2010,0,584,"Dec 6, 2006",Virginia,Male,110544,rapidsequence
2011,349,624,"Sep 25, 2013",New York,Male,755765,bsm80x
2012,422,"1,132","Jun 4, 2012",Pennsylvania,Male,679476,mkrauss
2013,0,564,"Sep 10, 2012",Ohio,Male,693684,artjsantos
2014,286,394,"Oct 16, 2011",Florida,Male,628647,pugsandbeer
2015,369,828,"Dec 2, 2013",Massachusetts,Male,767261,peter1977
2016,276,574,"Jan 9, 2013",New York,Male,712114,baab200
2017,0,557,"Jul 12, 2012",Minnesota,Male,684619,jamesmn
2018,"1,284","1,191","Jan 23, 2014",New York,Male,777756,eamonn-cummings3
2019,0,691,"Aug 23, 2003",North Dakota,Male,2761,silentsabre
2020,0,690,"Mar 24, 2011",Virginia,Male,584458,loveyourbeer
2021,315,"1,000","Oct 28, 2015",Venezuela,Male,1060073,edgargerik
2022,310,550,"Mar 5, 2013",Florida,Male,721796,mrnate
2023,0,"1,209","Dec 13, 2013",Texas,Male,769113,thereal_adam
2024,475,699,"Sep 15, 2013",Massachusetts,Male,754138,chrismyhre
2025,679,"1,150","Feb 19, 2014",Connecticut,Male,783464,von_kaiser
2026,0,"1,018","Mar 26, 2003",Oregon,Male,1806,elgordo
2027,0,614,"Jul 1, 2014",Illinois,Male,817288,slipperysoup
2028,454,645,"Jan 28, 2010",Michigan,Male,420939,jmich24
2029,0,503,"Sep 22, 2010",Illinois,Male,505937,pellinore1
2030,328,970,"Apr 18, 2011",California,Male,593381,avatar113
2031,370,469,"Apr 7, 2011",Illinois,Male,590826,mgm54
2032,0,848,"Jan 3, 2007",Minnesota,Male,114919,younger35
2033,834,697,"Sep 11, 2006",Massachusetts,Male,97364,billybob
2034,0,611,"Mar 21, 2014",Pennsylvania,Male,789844,mikus
2035,355,516,"Feb 28, 2013",Oklahoma,Male,720883,alex_hart
2036,239,631,"Jul 25, 2007",Colorado,Male,149669,tswater
2037,658,700,"Aug 5, 2010",New Jersey,Male,487964,kingforaday
2038,0,580,"Mar 19, 2012",Male,Male,666558,illini4x4
2039,0,494,"Jul 30, 2014",Maryland,Male,836230,jack_frost79
2040,0,581,"Sep 24, 2012",Virginia,Male,695752,paulsbrew
2041,380,835,"Feb 25, 2013",Maryland,Male,720400,earlholman
2042,0,"1,055","Apr 25, 2005",Ontario (Canada),Male,18418,allergictomacros
2043,0,656,"Jun 19, 2005",Ohio,Male,25035,kirok1999
2044,336,690,"Aug 7, 2013",United Kingdom (England),Male,747262,andy_luft
2045,423,901,"Jan 27, 2012",Virginia,Male,656870,euphonichops
2046,296,730,"Jul 15, 2010",Illinois,Male,480047,sgoro
2047,425,570,"Jun 20, 2014",New York,Male,809646,fox82791
2048,588,788,"Jul 20, 2014",California,Male,829754,wulfie85
2049,983,"1,154","Jun 13, 2014",Michigan,Male,805851,98green
2050,844,832,"Feb 13, 2012",New Jersey,Male,659569,bfcarr
2051,478,697,"Jun 18, 2009",Arizona,Male,341755,dbc5
2052,"1,387",907,"Jan 20, 2012",Massachusetts,Male,655761,brureview
2053,421,683,"Dec 20, 2012",Arizona,Male,708786,pecan
2054,0,742,"Jan 24, 2011",Illinois,Illinois,557602,captainnomihodai
2055,0,"1,041","Jan 18, 2003",Michigan,Male,1380,frozensoul327
2056,596,602,"Jan 16, 2014",New York,Male,776451,meyers1023
2057,344,638,"Jun 8, 2008",Kentucky,Kentucky,226326,cwd
2058,473,622,"Aug 31, 2009",New Jersey,Male,365335,robdb
2059,691,"1,744","Apr 11, 2013",United Kingdom (England),Male,728194,steverx8
2060,"1,308",822,"Oct 28, 2013",Iowa,Male,761225,scott17taylor
2061,351,557,"Jan 16, 2011",Ohio,Male,553716,mjw1200
2062,"2,304","1,745","Mar 22, 2014",Ohio,Male,790043,brutaltruth
2063,274,990,"Jan 29, 2014",Pennsylvania,Male,779109,amarkle6524
2064,0,593,"Oct 27, 2009",Ohio,Male,386691,sixerofelixir
2065,"1,054",973,"Oct 13, 2006",Minnesota,Minnesota,102660,deebo
2066,190,391,"Dec 3, 2013",Minnesota,Male,767492,mnmike
2067,688,585,"Sep 20, 2011",New Jersey,Male,621250,gr0g
2068,494,"1,004","Aug 25, 2013",New Jersey,Male,750565,wheelspsu
2069,230,579,"Feb 19, 2015",Georgia,Male,947127,bmegt
2070,557,584,"Jun 10, 2010",Massachusetts,Male,468105,gushue3
2071,"1,381","1,075","Jul 4, 2014",Illinois,Male,818897,mschrei
2072,186,555,"Mar 20, 2012",Kentucky,Male,666881,sabitu
2073,383,744,"Oct 25, 2013",Minnesota,Male,760792,seangibbs60
2074,353,859,"May 14, 2013",Illinois,Male,732488,pstam87
2075,774,495,"May 2, 2009",Ohio,Male,326272,beergod1
2076,0,600,"Dec 11, 2002",Virginia,Male,1154,oelergud
2077,511,"1,079","Dec 25, 2010",Texas,Male,543606,beerhunter76
2078,0,632,"May 13, 2014",Indiana,Male,799605,indianabeerman
2079,363,577,"Feb 6, 2013",Washington,Male,717067,seavercm
2080,509,747,"Dec 26, 2012",Colorado,Male,709853,sstein
2081,551,741,"Feb 4, 2013",Arizona,Male,716727,teraflx
2082,0,579,"Jan 7, 2012",Kansas,Male,653394,jschock7
2083,417,802,"Aug 21, 2012",New Jersey,Male,690737,syracuse12
2084,524,"1,019","Mar 22, 2013",New Hampshire,Male,724891,earljones199
2085,263,805,"Dec 21, 2013",Virginia,Female,771290,julielynndubee
2086,0,704,"Mar 21, 2010",Washington,Male,440514,archenemybrew
2087,298,454,"Apr 5, 2007",Kentucky,Kentucky,131979,kotzbauerm
2088,0,641,"Jun 5, 2012",Illinois,Male,679644,gpawned
2089,"1,046",738,"May 24, 2004",Virginia,Male,6462,meathookjones
2090,307,"1,224","Jun 23, 2014",United Kingdom (England),United Kingdom (England),811781,stephenlee
2091,0,527,"Jul 28, 2009",North Carolina,Male,353804,twowheelssoar
2092,427,"1,053","Apr 28, 2014",Ohio,Male,797110,gobuccos
2093,555,"1,166","Mar 3, 2012",Wisconsin,Male,662813,tourdot
2094,0,568,"Mar 13, 2012",Texas,Male,664316,leschber
2095,"1,062",726,"Aug 1, 2014",Illinois,Male,837323,gobearswalter34
2096,571,"1,394","Feb 22, 2015",Vermont,Male,948941,zotzot
2097,428,910,"Aug 2, 2008",Virginia,Virginia,239442,beerasaurus
2098,437,572,"Oct 11, 2010",Massachusetts,Male,512859,aorloski
2099,346,570,"Oct 15, 2010",Pennsylvania,Male,514337,tbrascojr
2100,417,681,"Feb 16, 2014",Missouri,Male,782563,tafyob41
2101,"1,324",901,"Nov 17, 2012",Virginia,Male,703819,sportsandjorts
2102,264,624,"Aug 24, 2012",California,Male,691107,drgonzo2k2
2103,0,500,"Apr 10, 2011",Massachusetts,Male,591570,s1ckboy
2104,300,784,"Mar 23, 2013",Louisiana,Louisiana,725104,cdcnam
2105,0,517,"Jan 15, 2011",Pennsylvania,Male,553113,humphreylee
2106,"1,125",944,"May 7, 2011",British Columbia (Canada),Male,597188,daftcaskbc
2107,529,783,"Aug 11, 2012",Illinois,Male,688883,nickypogs
2108,480,942,"Dec 23, 2013",Ontario (Canada),Male,771757,cycle69
2109,618,572,"May 30, 2010",Illinois,Male,464458,stlhophead77
2110,0,905,"Dec 6, 2010",California,California,535318,mc4z
2111,0,486,"Apr 27, 2013",New York,Male,730301,timoteo833
2112,310,535,"Dec 9, 2012",New York,Male,706828,ipc2000
2113,538,681,"Sep 4, 2012",Illinois,Male,692745,weonfire
2114,"1,550","1,032","Jun 15, 2010",Indiana,Male,469942,johnnyhopps
2115,0,537,"Apr 22, 2013",Texas,Male,729684,j_dub
2116,689,540,"Jul 4, 2009",Massachusetts,Male,346489,bigcheese
2117,328,683,"Feb 26, 2012",Pennsylvania,Male,661511,mrosenfeld32
2118,578,758,"Aug 21, 2013",Virginia,Male,749852,bergbeer
2119,337,668,"Oct 5, 2014",Pennsylvania,Male,873782,ogshotzy
2120,0,530,"Feb 27, 2013",Ohio,Male,720647,adkins1203
2121,"1,103","1,825","Dec 3, 2010",North Carolina,Male,533775,qcbrewer
2122,0,800,"Nov 19, 2008",South Carolina,Male,268116,pdxhops
2123,395,571,"Sep 8, 2012",Maryland,Male,693363,mrboh
2124,0,824,"May 5, 2012",Colorado,Male,675361,lotsoflupulin
2125,294,504,"Aug 7, 2013",Pennsylvania,Male,747242,tedgelee
2126,338,999,"May 30, 2011",Connecticut,Male,601458,polishkaz
2127,874,"1,423","Aug 11, 2014",Vermont,Vermont,843710,rodmanfor3
2128,0,668,"Feb 29, 2004",New York,Male,379627,sleazo
2129,879,"1,720","Nov 14, 2007",District of Columbia,Male,172660,grover37
2130,0,730,"Feb 27, 2012",New York,Male,661688,gshackles
2131,288,491,"Feb 22, 2016",Ohio,Male,1111967,petrusek23
2132,518,922,"Jun 20, 2009",California,Male,342246,wolberjs
2133,434,517,"Mar 17, 2012",Illinois,Male,665804,myuncle
2134,0,701,"Dec 27, 2008",Illinois,Male,281184,ruckus232
2135,0,540,"Feb 12, 2009",Pennsylvania,Male,298049,slimntubbs
2136,345,635,"Feb 22, 2014",Maryland,Male,784179,cook82
2137,351,710,"May 29, 2012",Illinois,Male,678720,cnbrown313
2138,"2,309","1,800","Nov 17, 2010",New Mexico,Male,526761,denver10
2139,509,"1,106","Apr 13, 2013",Illinois,Male,728473,dbbc
2140,936,955,"May 9, 2010",California,Male,457665,deanmoriarty
2141,"1,048",710,"Nov 11, 2014",Texas,Male,891331,myotus
2142,0,643,"Nov 5, 2003",New Jersey,Male,3535,yelterdow
2143,486,762,"Jan 16, 2013",California,Male,713474,beerswag
2144,0,662,"Sep 28, 2004",Minnesota,Male,8959,hero27
2145,0,622,"Jan 11, 2012",Pennsylvania,Male,654186,bockerdoppel91
2146,868,577,"Jun 3, 2009",South Carolina,Male,336561,jpro
2147,0,729,"Aug 16, 2013",Georgia,Male,749060,dankjohn
2148,"1,501","1,798","May 27, 2010",Alberta (Canada),Alberta (Canada),463380,joemcgrath27
2149,370,918,"Oct 28, 2007",Michigan,Male,168330,monitorpop
2150,374,782,"Jun 20, 2008",Pennsylvania,Male,229212,sideshowe
2151,0,626,"Oct 25, 2011",California,Male,632055,unchi
2152,349,770,"Nov 22, 2012",Illinois,Male,704538,oso
2153,299,859,"May 18, 2013",Massachusetts,Male,733093,bryelejr
2154,348,"1,044","Jun 17, 2013",Washington,Male,737560,drone
2155,278,532,"Feb 13, 2016",Illinois,Illinois,1107926,akk14
2156,495,"1,110","Jun 3, 2012",Massachusetts,Male,679381,emptyglassagain
2157,410,620,"May 16, 2008",Florida,Male,220283,tharper178
2158,0,570,"Jun 5, 2012",Indiana,Male,679627,boilerfood
2159,0,833,"Apr 19, 2007",Ontario (Canada),Male,134695,irishkyle21
2160,"1,131",614,"Jan 28, 2003",Kentucky,Male,1436,sheepnutz
2161,393,621,"Sep 16, 2013",New York,Male,754248,timotao
2162,0,727,"May 29, 2012",Arizona,Male,678664,auraan
2163,375,663,"May 7, 2013",Iowa,Male,731665,markcp
2164,501,937,"Jul 7, 2012",Texas,Male,683845,tubeyes
2165,392,527,"Apr 5, 2014",Massachusetts,Male,792719,pdonovan16
2166,391,"1,010","Jan 23, 2015",Indiana,Indiana,932046,nwhittin
2167,706,"1,037","Aug 13, 2010",New York,Male,491175,ajdemma
2168,841,"1,388","Sep 24, 2005",Colorado,Colorado,41096,belgbeerdrinker
2169,354,609,"Oct 24, 2014",Oregon,Male,882940,helios7
2170,0,561,"Feb 6, 2012",Pennsylvania,Male,658541,hinemk76
2171,0,523,"Apr 5, 2011",Massachusetts,Male,589841,blknikon
2172,305,491,"Sep 7, 2010",Texas,Texas,500263,dutchcdntexan
2173,378,661,"Oct 10, 2013",Indiana,Male,758292,warpig372
2174,0,982,"Nov 13, 2009",Ohio,Ohio,392863,urbancaver
2175,552,637,"Aug 25, 2013",New York,Male,750513,ilovelampandbeer
2176,0,641,"Sep 6, 2011",Maine,Male,619346,ale207
2177,"1,472",904,"Feb 16, 2008",North Carolina,North Carolina,195773,beer2day
2178,732,557,"Jun 22, 2005",Nebraska,Male,25456,redhaze
2179,410,572,"Jan 21, 2013",South Carolina,Male,714218,xshowtekx
2180,"1,935","1,290","Nov 13, 2015",South Carolina,Male,1066881,dragginballs76
2181,296,708,"Nov 4, 2012",Missouri,Male,702027,tertullian007
2182,258,598,"Oct 30, 2013",Minnesota,Male,761462,toadiesforcody
2183,630,"2,039","Feb 13, 2015",Ontario (Canada),Male,943900,stormales
2184,760,664,"Apr 14, 2009",Colorado,Male,319785,minterro
2185,337,688,"Jul 14, 2005",Pennsylvania,Pennsylvania,29106,tla
2186,343,"1,038","Jan 8, 2013",New York,Male,712017,scotv
2187,304,540,"Aug 5, 2009",New York,Male,357042,pottergator
2188,590,779,"Jan 9, 2012",Pennsylvania,Male,653811,dnb128
2189,621,448,"Jul 22, 2011",Ohio,Male,611522,bradthegreat7
2190,481,587,"May 29, 2014",Wisconsin,Male,802357,wi-beer-man
2191,0,830,"Jun 5, 2008",Colorado,Male,225429,chugalug06
2192,0,"1,872","May 28, 2012",Florida,Female,678517,lovely85
2193,447,635,"Jan 8, 2013",Florida,Male,712099,threefishes
2194,253,784,"Mar 31, 2014",Indiana,Male,791668,delgotit99
2195,373,728,"Oct 11, 2014",North Carolina,Male,876794,masterrigger
2196,"2,086","1,574","Mar 26, 2009",Sweden,Male,312857,jamfuel
2197,"1,770","1,559","Oct 11, 2004",Alberta (Canada),Male,9281,bigbry
2198,0,455,"Mar 25, 2014",Michigan,Male,790437,booga73
2199,0,554,"Jul 20, 2005",Mississippi,Male,29995,barefootbrewer
2200,"1,262","1,705","Apr 14, 2012",Netherlands,Male,672577,safaricook
2201,587,465,"Aug 2, 2010",Pennsylvania,Male,486801,paulys55
2202,275,735,"Dec 19, 2011",Pennsylvania,Pennsylvania,642785,brutalist
2203,0,492,"May 15, 2011",Florida,Male,598767,jucifer1818
2204,938,670,"Aug 27, 2004",Indiana,Male,8250,geexploitation
2205,498,734,"Jun 15, 2012",Michigan,Male,681004,dmarlinj
2206,"1,113",650,"Mar 5, 2005",Connecticut,Male,15870,chadmc3
2207,0,557,"Jan 23, 2013",New York,Male,714546,tonyy
2208,0,684,"Jan 11, 2007",Minnesota,Male,116345,buebie
2209,"1,223",921,"Apr 8, 2008",Georgia,Male,210203,phillystyle
2210,389,600,"Jan 15, 2013",Pennsylvania,Male,713242,sfr26
2211,371,827,"Sep 8, 2010",Minnesota,Male,500698,fuzzcherry
2212,0,931,"Mar 9, 2008",Ohio,Male,201808,tastetester
2213,434,688,"Feb 1, 2015",Ohio,Male,937328,mooslerfitness
2214,377,680,"Jul 23, 2013",Minnesota,Male,743350,analogerik
2215,"1,062",668,"Apr 14, 2002",Pennsylvania,Male,356,irishredrock
2216,334,555,"May 4, 2011",New York,New York,596693,mattyrubes
2217,0,688,"Feb 19, 2013",Iowa,Male,719207,kguard
2218,719,519,"Jun 19, 2009",Texas,Male,341841,obrike
2219,744,"1,000","Dec 11, 2014",California,Male,906742,jooler
2220,570,553,"Jun 30, 2013",Ohio,Male,739424,defaz
2221,368,552,"Sep 4, 2014",Ohio,Male,857855,jstonerock24
2222,0,660,"Apr 6, 2006",Ohio,Male,73492,beveritt
2223,404,672,"Jan 16, 2014",Illinois,Male,776533,tmryan21
2224,0,563,"Oct 22, 2008",Minnesota,Male,259730,mistofminn
2225,237,660,"Sep 8, 2014",Texas,Male,860225,aufie
2226,481,722,"Nov 9, 2012",Indiana,Female,702630,craft_shannie
2227,"3,640","2,300","Apr 9, 2015",Spain,Male,971932,josanguapo
2228,513,743,"Feb 20, 2014",New Hampshire,Male,783580,2ellas
2229,"1,550",799,"Jan 26, 2002",Missouri,Male,235,maxpower
2230,232,437,"Dec 12, 2012",Oregon,Male,707369,treb0r
2231,344,637,"Jun 13, 2012",Pennsylvania,Male,680707,reitzbrewing
2232,503,907,"Jan 13, 2013",Maryland,Male,712987,hockey_fan
2233,0,559,"Feb 7, 2006",California,Male,64050,murchmac
2234,244,634,"Jul 24, 2012",Minnesota,Male,686345,roostor07
2235,462,557,"Nov 6, 2012",New Mexico,"Jan 1, 1983 (Age: 35)",702300,beerandboards
2236,0,503,"Mar 24, 2013",Oklahoma,Male,725230,carl_r
2237,466,605,"Oct 31, 2013",Pennsylvania,Male,761612,geodonnokepyo
2238,"1,889","1,482","Jul 12, 2013",Ontario (Canada),Male,741480,taxandbeerguy
2239,0,777,"Dec 23, 2003",California,Male,4130,dukeofearl
2240,310,579,"Dec 25, 2012",Michigan,Male,709783,chewy6935
2241,448,591,"Dec 20, 2006",South Carolina,South Carolina,112754,robyn
2242,384,622,"Aug 5, 2012",Michigan,Male,687991,kevinl
2243,0,768,"Nov 17, 2009",Illinois,Illinois,394215,rmelyon
2244,"1,532","1,030","Feb 28, 2002",Oklahoma,Male,282,brewaskew
2245,376,858,"Oct 23, 2010",Tennessee,Male,517623,swgwilt
2246,508,666,"Dec 16, 2011",Minnesota,Male,642463,stealth
2247,0,718,"Jun 28, 2002",Pennsylvania,Pennsylvania,509,aaronh
2248,0,678,"Oct 17, 2002",Wisconsin,Male,906,winter
2249,"1,658",828,"Nov 19, 2008",South Carolina,Male,268179,tonylema1
2250,325,728,"Nov 13, 2013",California,Male,763876,gspeer711
2251,918,683,"Nov 21, 2006",New Jersey,Male,108332,tzieser
2252,0,535,"Apr 18, 2013",Massachusetts,Male,729075,in_control_mike
2253,351,818,"Dec 29, 2011",Maine,Maine,651999,williahd
2254,0,600,"Apr 20, 2009",Illinois,Male,322268,kc9ldb
2255,0,624,"Feb 23, 2013",Missouri,Male,720058,punisher
2256,0,543,"Sep 2, 2010",Iowa,Male,498376,phineasgage
2257,276,542,"Mar 8, 2013",Ohio,Male,722350,buckeye982
2258,0,452,"Apr 26, 2013",Maryland,Male,730248,jryanj927
2259,0,545,"Oct 7, 2008",Michigan,Male,255846,wakeandbake
2260,0,477,"Jul 5, 2007",Massachusetts,Male,146346,damienblack
2261,741,667,"Mar 27, 2008",Florida,Male,206765,gtreid
2262,"1,112",856,"Apr 30, 2008",Washington,Male,215937,kemoarps
2263,392,716,"Mar 26, 2011",California,Male,585435,edtheedge
2264,370,532,"Nov 2, 2013",Florida,Male,761927,gatorlove
2265,520,607,"Mar 28, 2009",Pennsylvania,Male,313594,thenightwatchman
2266,"1,103",696,"Dec 8, 2006",Pennsylvania,Male,110880,dodo2step
2267,0,548,"Apr 23, 2008",Alabama,Male,213978,everetends
2268,0,447,"Feb 8, 2012",Illinois,Male,658823,nharres
2269,"1,060",770,"May 14, 2015",Ohio,Male,986615,stevem68
2270,0,507,"May 14, 2013",Ohio,Male,732566,jburd19
2271,774,"1,229","Mar 8, 2013",Vermont,Male,722356,hendry
2272,"1,074",957,"Jul 10, 2014",Missouri,Male,822814,jlaw55
2273,593,638,"Dec 19, 2014",Minnesota,Male,910634,craigp83
2274,334,637,"Jul 6, 2013",California,Male,740339,oakhtar
2275,0,546,"May 18, 2008",Missouri,Missouri,220672,brownbeer
2276,451,386,"Mar 22, 2011",District of Columbia,Male,583514,franch
2277,0,598,"Jul 23, 2012",Connecticut,Male,686182,slim2043
2278,602,"1,356","Jun 20, 2012",Ireland,Male,681732,innominat
2279,250,578,"May 30, 2009",Wisconsin,Male,335323,assman79
2280,468,508,"Sep 1, 2012",Arkansas,Male,692190,ubenumber2
2281,0,974,"Apr 3, 2004",Wisconsin,Male,5632,dapeculierdane
2282,825,638,"Dec 18, 2016",Arizona,Male,1184297,andrewh995
2283,"1,167",892,"Feb 5, 2008",Pennsylvania,Male,192676,mikereaser
2284,"1,387","1,392","Sep 17, 2012",Minnesota,Male,694788,nilocrellim
2285,382,583,"Mar 16, 2013",Pennsylvania,Male,724029,grimey68
2286,271,511,"Sep 8, 2009",Connecticut,Male,368265,seplo
2287,718,439,"May 3, 2009",Colorado,Male,326793,anthony1
2288,994,630,"Jun 16, 2008",Massachusetts,Male,228191,andyavalanche
2289,0,517,"May 22, 2010",Texas,Male,461894,jmad
2290,873,507,"Aug 26, 2009",California,Male,363798,kinsman
2291,383,701,"May 22, 2014",Texas,Male,801220,sirhc3034
2292,320,489,"Jul 8, 2012",South Carolina,Male,684054,vancean2
2293,306,461,"Feb 19, 2012",Pennsylvania,Male,660525,djcira
2294,"1,167",547,"May 8, 2006",Michigan,Male,77815,kzoobrew
2295,430,700,"Feb 20, 2012",New York,Male,660622,mitch3114
2296,416,"1,045","Jul 1, 2011",Washington,Washington,607543,birdlegs
2297,638,726,"Jul 3, 2012",Indiana,Male,683246,targaflorio
2298,340,621,"Feb 13, 2013",New York,Male,718208,roberto11232
2299,900,544,"Aug 16, 2005",Pennsylvania,Male,34782,burnstar
2300,987,805,"Nov 23, 2008",California,Male,270054,kaseydad
2301,0,585,"Jul 18, 2012",Pennsylvania,Male,685574,burgeoningbrewhead
2302,339,585,"Feb 21, 2014",Mississippi,Male,783804,corgidad
2303,0,702,"Nov 9, 2002",Texas,Male,996,morris729
2304,323,590,"Oct 18, 2013",Illinois,Male,759662,gmorgan
2305,"2,342","1,110","Dec 6, 2015",Missouri,Male,1078086,harrison8
2306,0,670,"Sep 27, 2005",Minnesota,Male,41554,objectivemonkey
2307,"1,197",642,"May 22, 2003",Massachusetts,Male,2122,kmo1030
2308,336,554,"May 27, 2009",California,Male,334195,vidisad
2309,0,724,"Sep 23, 2006",California,Male,99435,davegray
2310,0,546,"May 4, 2008",Georgia,Male,216891,superdedooperboy
2311,346,700,"Mar 8, 2013",Louisiana,Male,722439,kwkdmk
2312,308,481,"Aug 9, 2012",New Jersey,Male,688630,mcsauter82
2313,0,587,"Feb 13, 2011",New Hampshire,New Hampshire,566769,mattparsons
2314,367,694,"Apr 11, 2015",Florida,Male,973110,jamesleung
2315,407,"1,269","Feb 22, 2013",Michigan,Male,719747,cotton_27
2316,0,762,"Dec 16, 2005",Iowa,Male,55217,aforbes10
2317,0,488,"Apr 6, 2013",Tennessee,Male,727319,thesleepymonkey
2318,562,"1,093","Mar 30, 2013",District of Columbia,Male,726279,jtladner
2319,356,518,"Apr 12, 2013",New York,Male,728256,ba_berto
2320,"2,180",857,"Apr 23, 2005",Colorado,Male,18305,domingo
2321,383,500,"Jan 7, 2012",Illinois,Male,653504,c2h5
2322,630,821,"Jul 28, 2010",Ohio,Ohio,485220,bonis
2323,0,854,"Jan 23, 2015",Texas,Male,932006,beersamurai34
2324,295,408,"Nov 15, 2013",Georgia,Male,764299,jcugafsu
2325,549,767,"Jul 5, 2014",Tennessee,Male,819632,americanadian
2326,132,632,"Mar 13, 2013",Virginia,Male,723346,squack
2327,"1,411",963,"May 18, 2014",California,Male,800557,ryank252
2328,439,640,"Jan 24, 2013",New York,Male,714825,bkbassist
2329,489,442,"May 5, 2010",Michigan,Male,456275,core42
2330,0,596,"Jan 9, 2009",Ohio,Male,285866,coldponcho
2331,606,566,"Oct 8, 2013",Alabama,Male,758092,zookerman182
2332,0,497,"Jul 13, 2009",Michigan,Male,348826,kegger22
2333,0,823,"Jun 4, 2013",Virginia,Male,735630,camjmorton
2334,"1,117",748,"Mar 27, 2008",Indiana,Male,206640,biggred1
2335,0,406,"Jul 5, 2012",New Jersey,New Jersey,683559,kingslotty
2336,0,692,"Oct 17, 2013",North Carolina,Male,759477,guitars_and_beer
2337,440,"1,350","Aug 17, 2013",New Jersey,Male,749105,dominic_decoco
2338,360,751,"Oct 28, 2010",New York,New York,519186,k47k
2339,528,867,"Jan 18, 2010",Massachusetts,Male,417259,parris
2340,0,399,"Apr 23, 2013",Illinois,Male,729829,akuehn47
2341,350,756,"Dec 4, 2010",Texas,Male,534428,txhomebrewer
2342,0,507,"Feb 11, 2013",Virginia,Male,717867,jasontaverner
2343,"1,568",955,"Feb 6, 2004",North Carolina,Male,4772,muddyfeet
2344,"1,147","1,102","Jun 18, 2012",Ontario (Canada),Male,681465,mick303
2345,461,659,"May 22, 2013",South Carolina,Male,733608,fitze
2346,335,632,"Jul 3, 2016",Texas,Texas,1162554,jodio
2347,357,467,"May 20, 2007",Massachusetts,Male,139278,seakayak
2348,0,616,"Mar 24, 2009",Michigan,Male,311881,tcgoalie
