,ba_score,feel,look,overall,rDev,smell,taste,user_id
0,3.77,3.75,4,3.75,-8%,3.75,3.75,809673
1,4.11,4,4.25,4.25,+0.2%,3.75,4.25,1235281
2,3.5,3.5,3.25,3.25,-14.6%,3.75,3.5,1236004
3,3.7,3.5,4.25,3.75,-9.8%,3.5,3.75,1231345
4,4.76,4.75,4.25,4.75,+16.1%,4.5,5,985764
5,5,5,5,5,+22%,5,5,1170544
6,3.82,4,3.75,3.75,-6.8%,3.5,4,583847
7,4,4,4,4,-2.4%,4,4,869485
8,4.2,4,3.75,4.25,+2.4%,4.25,4.25,736796
9,4.41,4.5,3.75,4.25,+7.6%,4.5,4.5,914129
10,4.22,4.25,4,4.25,+2.9%,3.75,4.5,2165
11,3.7,3.5,3.75,3.5,-9.8%,3,4.25,1227426
12,4.25,4.25,3.5,4.25,+3.7%,4,4.5,1227807
13,5,5,5,5,+22%,5,5,270398
14,3.68,3.75,3.5,3.75,-10.2%,3.5,3.75,603945
15,4.22,4,4,4,+2.9%,4.5,4.25,939793
16,4.41,4.25,4.25,4.25,+7.6%,4.5,4.5,1212067
17,3.28,3.5,3.25,3.25,-20%,3.25,3.25,819173
18,4.6,4,4.5,4.75,+12.2%,4.5,4.75,1225656
19,3.83,3.75,4,3.75,-6.6%,4,3.75,1181571
20,3.74,3.75,3.5,3.75,-8.8%,3.75,3.75,1182030
21,3.78,4,3.75,3.75,-7.8%,3.75,3.75,877474
22,4.75,5,4.5,4.5,+15.9%,4.5,5,1035703
23,4.11,4.25,3.75,4,+0.2%,4,4.25,1173058
24,4.02,4,3.75,4.25,-2%,3.5,4.25,131928
25,3.68,4,3.75,3.75,-10.2%,3.75,3.5,1216874
26,4.25,4.25,4.25,4.25,+3.7%,4.25,4.25,1208445
27,4.24,4.25,4,4.25,+3.4%,4.25,4.25,1211911
28,4.2,3,5,4,+2.4%,5,4,1214620
29,3.67,3.5,3.75,3.75,-10.5%,3.5,3.75,762962
30,4.24,4.25,4,4.25,+3.4%,4.25,4.25,1202198
31,4.16,4,4,4,+1.5%,4.25,4.25,1197956
32,3.77,3.75,4,3.75,-8%,3.75,3.75,1207677
33,3.02,3,3.25,3,-26.3%,3,3,1094570
34,4,4,4,4,-2.4%,4,4,1207633
35,4,4,4,4,-2.4%,4,4,1095082
36,3.38,3.25,4,3.75,-17.6%,2.75,3.5,1176267
37,4.21,4,4,4.25,+2.7%,4.25,4.25,892578
38,4.07,4,4.25,4.25,-0.7%,4,4,1087463
39,4.24,4.25,4,4.25,+3.4%,4.25,4.25,799565
40,3.5,3.5,3.5,3.5,-14.6%,3.5,3.5,765198
41,3.56,3.25,3.25,3.5,-13.2%,3.5,3.75,916
42,3.6,3.75,3.75,3.5,-12.2%,3.75,3.5,865585
43,4,4,4,4,-2.4%,4,4,1199411
44,3.5,3.5,3.5,3.5,-14.6%,3.5,3.5,1188441
45,3.5,3.5,3.5,3.5,-14.6%,3.5,3.5,986218
46,3.79,4,4,3.75,-7.6%,3.75,3.75,356177
47,4.08,3.75,4.25,4.25,-0.5%,3.75,4.25,1192725
48,4.53,4.75,4,4.75,+10.5%,4,4.75,1208374
49,4,4,4,4,-2.4%,4,4,1208395
50,4.85,4.75,4.75,4.75,+18.3%,4.75,5,1208372
51,3.98,3.75,4,4,-2.9%,4,4,731278
52,3.77,3.75,4,3.75,-8%,3.75,3.75,766872
53,3.81,3.75,3.75,3.75,-7.1%,4,3.75,1178984
54,4.35,4.5,4,4.5,+6.1%,4,4.5,1206415
55,3.74,3.75,3.5,3.75,-8.8%,3.75,3.75,693704
56,4.4,4.25,4,4.25,+7.3%,4.5,4.5,236919
57,3.92,4,4.25,4,-4.4%,4,3.75,1206521
58,3.9,4,4,4,-4.9%,4,3.75,1201214
59,3.98,4.25,4.25,4,-2.9%,3.75,4,1171184
60,3.92,4,4.25,4,-4.4%,4,3.75,836593
61,4.63,4.5,4.75,4.75,+12.9%,4.75,4.5,637066
62,4.73,4.5,4.75,4.75,+15.4%,4.75,4.75,818473
63,3.11,3.25,2.75,3,-24.1%,3,3.25,1176491
64,4.79,4.75,4.75,4.75,+16.8%,4.5,5,854929
65,4.09,4.25,4,4,-0.2%,4.25,4,804433
66,4.36,4.5,4.75,4.5,+6.3%,4.25,4.25,1204875
67,4.8,4.75,4.75,5,+17.1%,4.75,4.75,943900
68,4.1,4.25,4.25,4,0%,4.25,4,478737
69,3.5,3.5,3.5,3.5,-14.6%,3.5,3.5,969929
70,3.99,4,4,4.25,-2.7%,3.75,4,1202665
71,3.09,3,3,3.25,-24.6%,2.75,3.25,1202662
72,4.1,4,4,4,0%,4,4.25,1181016
73,4.36,4.25,4.5,4.5,+6.3%,4,4.5,278690
74,4.26,4.25,4.25,4.5,+3.9%,4.5,4,1201446
75,4.15,4,4,4.25,+1.2%,4,4.25,294393
76,4.28,5,4.5,4.25,+4.4%,4,4.25,1193158
77,4.59,4.75,4,4.75,+12%,4.25,4.75,1200253
78,4,4,4,4,-2.4%,4,4,780726
79,3.91,4,3.5,4,-4.6%,3.75,4,1193048
80,4.71,4.5,4.5,4.75,+14.9%,4.75,4.75,98503
81,3.65,3.25,3.75,3.5,-11%,3.75,3.75,553845
82,3.52,3.5,3.75,3.5,-14.1%,3.5,3.5,793197
83,4.18,4.25,4,4.25,+2%,4,4.25,1143612
84,4.44,4.5,4.25,4.25,+8.3%,4.5,4.5,1188271
85,4.65,4.75,4.75,4.75,+13.4%,4.75,4.5,1171758
86,4.3,4.25,4.25,4.5,+4.9%,4.25,4.25,711137
