,ba_score,feel,look,overall,rDev,smell,taste,user_id
0,4.42,4.5,4.25,4.75,+2.6%,4,4.5,871989
1,4.98,4.75,5,5,+15.5%,5,5,972633
2,4.02,4,4.25,4,-6.7%,4,4,692351
3,4.6,4.5,4.5,4.5,+6.7%,4.5,4.75,1233868
4,4.36,4.5,4,4.25,+1.2%,4.25,4.5,638668
5,4.12,4,4.25,4,-4.4%,4,4.25,806117
6,4.06,4,3.75,3.75,-5.8%,4.5,4,609228
7,4.35,4.25,4.25,4.25,+0.9%,4.25,4.5,626108
8,4.53,4.5,3.5,4.75,+5.1%,4.25,4.75,749852
9,4.05,3.75,3.5,4,-6%,4,4.25,457762
10,4.27,4.25,3.5,4.25,-0.9%,4.5,4.25,711682
11,3.91,4.25,3.5,3.75,-9.3%,4.25,3.75,453801
12,4.25,4.25,4.25,4.25,-1.4%,4.25,4.25,779746
13,4.59,4.5,4.25,4.5,+6.5%,4.5,4.75,1014511
14,4.78,5,4.75,4.75,+10.9%,4.75,4.75,456999
15,4.03,4,4.25,4.25,-6.5%,4.25,3.75,749253
16,4.4,4.25,4.25,4.5,+2.1%,4.25,4.5,748677
17,4,4,4,4,-7.2%,4,4,520731
18,4.35,4.25,4.25,4.25,+0.9%,4.25,4.5,602350
19,3.79,4,4,3.75,-12.1%,3.75,3.75,766653
20,3.89,4,4,3.75,-9.7%,3.75,4,1010699
21,3.81,4,4.25,3.75,-11.6%,3.75,3.75,551912
22,4.41,4.5,4,4.5,+2.3%,4.25,4.5,940400
23,5,5,5,5,+16%,5,5,1069757
24,4.65,4.75,4.75,4.75,+7.9%,4.75,4.5,1050872
25,4.19,4.25,4.25,4.25,-2.8%,4,4.25,1010791
26,4.3,4.25,4.25,4.5,-0.2%,4.25,4.25,529220
27,4.22,4.5,4.25,4.25,-2.1%,4,4.25,725975
28,4.45,4.5,4.5,4.25,+3.2%,4.5,4.5,479298
29,4.35,4.25,4.25,4.25,+0.9%,4.25,4.5,1101152
30,4,4,4,4,-7.2%,4,4,583847
31,4.25,4.25,4.25,4.25,-1.4%,4.25,4.25,662955
32,4.19,4,4.25,4.25,-2.8%,4.5,4,943862
33,4.25,4.25,4.25,4.25,-1.4%,4.25,4.25,692655
34,4.52,4.25,4.25,4.5,+4.9%,4.75,4.5,901492
35,4.46,4.5,4,4.75,+3.5%,4.25,4.5,747587
36,4,4,4,4,-7.2%,4,4,673072
37,4.06,4,4,4,-5.8%,4.25,4,660619
38,4.79,4.5,4.75,4.75,+11.1%,5,4.75,914481
39,4.19,4.25,4.25,4.25,-2.8%,4,4.25,304205
40,4.25,4.25,4.25,4.25,-1.4%,4.25,4.25,751567
41,5,5,5,5,+16%,5,5,600630
42,4.27,4,4.25,4.25,-0.9%,4,4.5,1116849
43,4.65,4.5,4.5,4.75,+7.9%,4.5,4.75,1173220
44,4.57,4.5,4,4.5,+6%,4.5,4.75,406749
45,4.52,4.25,4.5,4.5,+4.9%,4.25,4.75,120413
46,4.5,4.5,4.5,4.5,+4.4%,4.5,4.5,681220
47,3.72,3.5,3.5,3.5,-13.7%,4,3.75,888050
48,4.5,4.5,4.5,4.5,+4.4%,4.5,4.5,1044959
49,4.26,3.75,4.5,4.25,-1.2%,4,4.5,811781
50,4.7,4.5,4.25,4.75,+9%,4.75,4.75,733520
51,5,5,5,5,+16%,5,5,831854
52,4.63,4.5,4,4.5,+7.4%,4.75,4.75,300837
53,4.35,4.25,4.25,4.25,+0.9%,4.25,4.5,981403
54,3.58,2.5,3.75,3.5,-16.9%,3.75,3.75,519375
55,4.63,4.5,4.5,4.75,+7.4%,4,5,769591
56,3.98,3.75,4.75,4,-7.7%,4.25,3.75,874056
57,4.53,4.5,4.25,4.5,+5.1%,4.25,4.75,962669
58,4.79,4.5,4.75,4.75,+11.1%,5,4.75,1133715
59,4.05,4.5,4,4,-6%,4,4,705321
60,4.19,4,4.25,4.25,-2.8%,4.5,4,962027
61,4.68,4.5,4,4.75,+8.6%,4.75,4.75,660866
62,4.82,4.75,4.25,4.75,+11.8%,4.75,5,660521
63,4.75,4.75,4.75,4.75,+10.2%,4.75,4.75,1162757
64,4.2,4,3.75,4.25,-2.6%,4.25,4.25,191231
65,4.17,4,4.25,4.25,-3.2%,4,4.25,657217
66,4.5,4.5,4.5,4.5,+4.4%,4.5,4.5,693618
67,3.77,3.75,4,3.75,-12.5%,3.75,3.75,823480
68,4.24,4.25,4,4.25,-1.6%,4.25,4.25,796686
69,4.31,4.5,3.75,4.25,0%,4.5,4.25,799578
70,4.24,4.25,4,4.25,-1.6%,4.25,4.25,877474
71,4.17,4,4.25,4.25,-3.2%,4,4.25,265507
72,4.35,4.25,4.25,4.25,+0.9%,4.25,4.5,694861
73,4.75,4.75,4.75,4.75,+10.2%,4.75,4.75,1070762
74,4.53,4.75,4.5,4.5,+5.1%,4.5,4.5,1141833
75,4.37,4.25,4,4.5,+1.4%,3.75,4.75,86436
76,4.25,4.25,4.25,4.25,-1.4%,4.25,4.25,776358
77,4.37,4.5,4,4.5,+1.4%,4.5,4.25,34782
78,4.63,4.5,4.25,4.5,+7.4%,4.25,5,689763
79,4.56,4.25,4.25,4.5,+5.8%,4.5,4.75,715929
