,abvs,beer_ids,beer_links,beer_names,company_ids,companys,ratings,scores
0,5.00,104,https://www.beeradvocate.com/beer/profile/35/104/,Samuel Adams Boston Lager,35,Boston Beer Company (Samuel Adams),"9,346",3.74
1,5.40,667,https://www.beeradvocate.com/beer/profile/75/667/,Negra Modelo,75,Grupo Modelo S.A. de C.V.,"3,408",3.34
2,6.10,229,https://www.beeradvocate.com/beer/profile/73/229/,Eliot Ness,73,Great Lakes Brewing Co.,"3,260",4.07
3,4.70,171,https://www.beeradvocate.com/beer/profile/57/171/,Dos Equis Amber Lager,57,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.","2,979",3.12
4,4.50,5,https://www.beeradvocate.com/beer/profile/3/5/,Amber,3,Abita Brewing Co.,"1,722",3.46
5,5.20,46793,https://www.beeradvocate.com/beer/profile/18539/46793/,Vienna Lager,18539,Devils Backbone Brewing Company,964,3.75
6,4.90,2355,https://www.beeradvocate.com/beer/profile/710/2355/,Leinenkugel's Red,710,Jacob Leinenkugel Brewing Company,865,3.11
7,5.30,50671,https://www.beeradvocate.com/beer/profile/140/50671/,Sierra Nevada Vienna Style Lager,140,Sierra Nevada Brewing Co.,855,3.8
8,4.00,6508,https://www.beeradvocate.com/beer/profile/75/6508/,Victoria,75,Grupo Modelo S.A. de C.V.,778,2.95
9,5.00,2032,https://www.beeradvocate.com/beer/profile/417/2032/,Schell's FireBrick,417,August Schell Brewing Company,493,3.69
10,4.00,385,https://www.beeradvocate.com/beer/profile/125/385/,Penn Pilsner,125,Pennsylvania Brewing Company,459,3.6
11,4.00,227228,https://www.beeradvocate.com/beer/profile/2681/227228/,Beerito,2681,Oskar Blues Grill & Brew,426,3.69
12,5.00,97,https://www.beeradvocate.com/beer/profile/144/97/,Special Amber,144,Sprecher Brewing Company,361,3.62
13,5.30,2019,https://www.beeradvocate.com/beer/profile/99/2019/,Saranac Season's Best - Nut Brown Lager,99,Matt Brewing Company / Saranac Brewery,256,3.46
14,4.90,336,https://www.beeradvocate.com/beer/profile/107/336/,Schild Brau Amber,107,Millstream Brewing Company,247,3.59
15,5.20,57738,https://www.beeradvocate.com/beer/profile/22512/57738/,Von Trapp Vienna Lager,22512,von Trapp Brewing,245,3.77
16,4.90,9629,https://www.beeradvocate.com/beer/profile/383/9629/,Big Bark Amber Lager,383,Live Oak Brewing Company,237,3.74
17,5.40,93014,https://www.beeradvocate.com/beer/profile/898/93014/,Cutlass Vienna-Style Lager,898,Heavy Seas Beer,228,3.49
18,5.80,47292,https://www.beeradvocate.com/beer/profile/19127/47292/,Dynamo Copper Lager,19127,Metropolitan Brewing,220,3.81
19,4.20,5087,https://www.beeradvocate.com/beer/profile/4146/5087/,Columbia Street Amber,4146,Karl Strauss Brewing Company,195,3.34
20,5.25,9582,https://www.beeradvocate.com/beer/profile/4412/9582/,The Raven Special Lager,4412,B.W. Beer Works USA,194,3.4
21,4.80,581,https://www.beeradvocate.com/beer/profile/179/581/,Jenny Lake Lager,179,Snake River Brewing Company & Brewpub,169,3.74
22,5.00,1831,https://www.beeradvocate.com/beer/profile/285/1831/,Mac Queen's Nessie,285,Brauerei Schloss Eggenberg,158,3.28
23,5.10,84783,https://www.beeradvocate.com/beer/profile/161/84783/,Sunshine State FL-Lager.,161,Florida Beer Company,158,3.12
24,4.90,95919,https://www.beeradvocate.com/beer/profile/29021/95919/,Churchville Lager,29021,Neshaminy Creek Brewing Company,158,3.71
25, ? ,31029,https://www.beeradvocate.com/beer/profile/14551/31029/,Wild Hop Organic Amber Lager,14551,Green Valley Brewing Company (Crooked Creek),143,3.04
26,6.50,26352,https://www.beeradvocate.com/beer/profile/2100/26352/,1906 Reserva Especial,2100,"Hijos De Rivera, S.A.",143,3.25
27,6.00,61955,https://www.beeradvocate.com/beer/profile/4426/61955/,Oktoberfest,4426,Hinterland Brewery Restaurant,133,3.74
28,4.60,86330,https://www.beeradvocate.com/beer/profile/29656/86330/,Lakewood Lager,29656,Lakewood Brewing Company,131,3.53
29,4.60,18290,https://www.beeradvocate.com/beer/profile/161/18290/,Ybor Gold Amber Lager,161,Florida Beer Company,130,3.25
30,5.90,53199,https://www.beeradvocate.com/beer/profile/99/53199/,Saranac Winter Lager,99,Matt Brewing Company / Saranac Brewery,120,3.41
31,5.00,70521,https://www.beeradvocate.com/beer/profile/24600/70521/,Danish Red Lager,24600,Figueroa Mountain Brewing Co.,111,3.69
32,5.50,38284,https://www.beeradvocate.com/beer/profile/57/38284/,Bohemia Obscura,57,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",103,3.38
33,4.90,36866,https://www.beeradvocate.com/beer/profile/143/36866/,Shiner 98 Bavarian Style Amber,143,Spoetzl Brewery / Shiner,96,3.48
34,6.40,18541,https://www.beeradvocate.com/beer/profile/10046/18541/,Left Coast Una Mas Amber Lager,10046,Left Coast Brewing Company,95,3.45
35,5.00,4477,https://www.beeradvocate.com/beer/profile/433/4477/,Molson OV (Old Vienna),433,Molson Coors Canada,88,2.79
36,5.40,279990,https://www.beeradvocate.com/beer/profile/710/279990/,Anniversary Lager,710,Jacob Leinenkugel Brewing Company,88,3.57
37,4.40,39810,https://www.beeradvocate.com/beer/profile/6045/39810/,Vienna Red Lager,6045,Iron Hill Brewery & Restaurant,86,3.53
38,5.50,71709,https://www.beeradvocate.com/beer/profile/156/71709/,Vienna-Style Amber Lager,156,Tommyknocker Brewery,84,3.21
39,5.00,20769,https://www.beeradvocate.com/beer/profile/1935/20769/,Menabrea 150° Anniversario Amber,1935,Birra Menabrea SpA,84,3.14
40,5.20,286897,https://www.beeradvocate.com/beer/profile/396/286897/,Sublime Mexican Lager (40oz. To Freedom),396,AleSmith Brewing Company,78,3.75
41,5.10,4931,https://www.beeradvocate.com/beer/profile/611/4931/,Dockside Amber Lager,611,Wagner Valley Brewing Co.,75,3.33
42,4.90,13772,https://www.beeradvocate.com/beer/profile/20707/13772/,Fat Cat Lager,20707,The Fat Cat Beer Company,74,3.08
43,5.80,5547,https://www.beeradvocate.com/beer/profile/971/5547/,Red Stallion,971,Crescent City Brewhouse,67,3.27
44,5.40,80304,https://www.beeradvocate.com/beer/profile/20672/80304/,Indians Lager,20672,Sun King Brewing Company,67,3.64
45,5.60,51481,https://www.beeradvocate.com/beer/profile/345/51481/,P.J.W. Copper Lager,345,Victory Brewing Company - Downingtown,66,3.46
46,4.50,8663,https://www.beeradvocate.com/beer/profile/618/8663/,Trailhead Premium Lager,618,Wellington County Brewery,64,2.99
47,5.20,109602,https://www.beeradvocate.com/beer/profile/30949/109602/,Vienna Lager,30949,Community Beer Company,62,3.72
48,5.60,118094,https://www.beeradvocate.com/beer/profile/34017/118094/,Westfalia,34017,Fort Point Beer Company,61,3.86
49,5.40,74706,https://www.beeradvocate.com/beer/profile/25622/74706/,Cow Creek,25622,Twisted X Brewing Company,60,3.49
50,4.60,9101,https://www.beeradvocate.com/beer/profile/1435/9101/,Tuborg Classic,1435,Tuborgs Bryggerier A/S,59,2.99
51,4.60,114655,https://www.beeradvocate.com/beer/profile/13667/114655/,Jomo Vienna Lager,13667,Starr Hill Brewery,57,3.42
52,4.00,26534,https://www.beeradvocate.com/beer/profile/4707/26534/,Choctoberfest,4707,Choc Beer Co. / Pete's Place,56,3.39
53,5.20,89491,https://www.beeradvocate.com/beer/profile/30744/89491/,Yonkers Vienna Lager,30744,Yonkers Brewing Co.,52,3.55
54,4.00,5290,https://www.beeradvocate.com/beer/profile/1949/5290/,Viennese Lager,1949,Bohemian Brewery,52,3.5
55, ? ,84336,https://www.beeradvocate.com/beer/profile/29500/84336/,Red Granite Lager,29500,Baraboo Brewing Company,51,3.3
56,5.10,61468,https://www.beeradvocate.com/beer/profile/18680/61468/,Love Rock (Flaming Damsel),18680,Milwaukee Brewing Company,49,3.36
57,5.90,92886,https://www.beeradvocate.com/beer/profile/29003/92886/,Dark Meddle,29003,Gigantic Brewing Company,49,3.61
58,4.80,61279,https://www.beeradvocate.com/beer/profile/6346/61279/,King Vienna Lager,6346,King Brewery,47,3.58
59,5.40,83637,https://www.beeradvocate.com/beer/profile/10991/83637/,Christian Moerlein Exposition Lager,10991,Christian Moerlein Brewing Company,46,3.53
60,4.70,149994,https://www.beeradvocate.com/beer/profile/33802/149994/,V-Twin Lager,33802,Motorworks Brewing,46,3.86
61,5.30,197422,https://www.beeradvocate.com/beer/profile/42881/197422/,Vienna Lager,42881,Double Nickel Brewing Company,44,3.76
62,5.20,14426,https://www.beeradvocate.com/beer/profile/167/14426/,Demon,167,Brewery Lobkowicz,44,3.55
63,5.60,62333,https://www.beeradvocate.com/beer/profile/1590/62333/,Diamond Knot Vienna Style Ale,1590,Diamond Knot Brewery,43,2.94
64,5.40,53984,https://www.beeradvocate.com/beer/profile/17856/53984/,Horny Goat Red Vixen,17856,Horny Goat Brewing Co.,43,2.85
65,5.00,146526,https://www.beeradvocate.com/beer/profile/57/146526/,Dos Equis Invierno Winter Bock,57,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",41,3.3
66,7.00,22777,https://www.beeradvocate.com/beer/profile/2951/22777/,Big Oak,2951,Red Oak Brewery,39,3.91
67,4.40,262932,https://www.beeradvocate.com/beer/profile/31995/262932/,Hans,31995,Rhinegeist Brewery,38,3.55
68,4.70,8027,https://www.beeradvocate.com/beer/profile/185/8027/,Aass Juleøl,185,Aass Brewery,37,3.58
69,4.80,92782,https://www.beeradvocate.com/beer/profile/23052/92782/,Dos Pistolas,23052,Great River Brewery,37,3.23
70,5.00,140125,https://www.beeradvocate.com/beer/profile/1659/140125/,Virginia Lager,1659,South Street Brewery,35,3.47
71,5.30,38295,https://www.beeradvocate.com/beer/profile/8470/38295/,Vienna,8470,Theresianer HTS 1892 Spa,35,3.34
72,5.00,53355,https://www.beeradvocate.com/beer/profile/1935/53355/,Menabrea Ambrata,1935,Birra Menabrea SpA,34,3.32
73,5.00,37599,https://www.beeradvocate.com/beer/profile/14033/37599/,Minerva Viena,14033,Cervecería Minerva,34,3.51
74,5.00,52038,https://www.beeradvocate.com/beer/profile/18879/52038/,Vienna Lager,18879,Chuckanut Brewery & Kitchen,32,3.92
75,5.50,54093,https://www.beeradvocate.com/beer/profile/17948/54093/,Winterfest,17948,AC Golden Brewing Company,32,3.34
76,5.10,98685,https://www.beeradvocate.com/beer/profile/30250/98685/,Action Man,30250,Howard Brewing Company,32,3.51
77,6.00,48477,https://www.beeradvocate.com/beer/profile/2977/48477/,Amber,2977,Brasserie Pietra,31,3.35
78,3.40,18539,https://www.beeradvocate.com/beer/profile/456/18539/,Tommy's Red,456,Trinity Brewhouse,31,3.42
79,4.70,64879,https://www.beeradvocate.com/beer/profile/2055/64879/,Bernard Jantarový Ležák 12°,2055,Bernard Family Brewery,31,3.55
80,5.70,189827,https://www.beeradvocate.com/beer/profile/31383/189827/,Roof Rack Vienna Style Lager,31383,Bent Paddle Brewing Co.,30,3.94
81,5.00,39056,https://www.beeradvocate.com/beer/profile/10991/39056/,Christian Moerlein Original Lager,10991,Christian Moerlein Brewing Company,30,3.62
82,4.80,65425,https://www.beeradvocate.com/beer/profile/21683/65425/,Fallen Angel,21683,The Lucky Monk,30,3.53
