,abvs,beer_ids,beer_links,beer_names,company_ids,companys,ratings,scores
0,5.00,65,https://www.beeradvocate.com/beer/profile/29/65/,Budweiser,29,Anheuser-Busch,"6,368",2.36
1,4.74,1331,https://www.beeradvocate.com/beer/profile/447/1331/,Pabst Blue Ribbon (PBR),447,Pabst Brewing Company,"5,748",2.93
2,4.60,232,https://www.beeradvocate.com/beer/profile/75/232/,Corona Extra,75,Grupo Modelo S.A. de C.V.,"5,114",2.34
3,4.60,580,https://www.beeradvocate.com/beer/profile/105/580/,Miller High Life,105,Miller Brewing Co.,"3,841",2.69
4,4.70,689,https://www.beeradvocate.com/beer/profile/221/689/,Red Stripe Jamaican Lager,221,Desnoes & Geddes Limited,"3,271",2.97
5,5.00,1276,https://www.beeradvocate.com/beer/profile/306/1276/,Coors Banquet,306,Coors Brewing Company (Molson-Coors),"2,989",2.59
6,4.40,567,https://www.beeradvocate.com/beer/profile/174/567/,Rolling Rock Extra Pale,174,Latrobe Brewing Co.,"2,952",2.59
7,4.20,1907,https://www.beeradvocate.com/beer/profile/57/1907/,Dos Equis Special Lager,57,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.","2,779",2.74
8,4.66,2280,https://www.beeradvocate.com/beer/profile/105/2280/,Miller Genuine Draft,105,Miller Brewing Co.,"2,514",2.27
9,4.40,1321,https://www.beeradvocate.com/beer/profile/75/1321/,Modelo Especial,75,Grupo Modelo S.A. de C.V.,"2,349",2.82
10,5.00,1371,https://www.beeradvocate.com/beer/profile/478/1371/,Labatt Blue,478,Labatt Brewing Company Ltd.,"2,115",2.66
11,5.00,918,https://www.beeradvocate.com/beer/profile/575/918/,Foster's Lager,575,Foster's Group Limited,"2,092",2.53
12,4.50,848,https://www.beeradvocate.com/beer/profile/57/848/,Tecate,57,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.","2,080",2.53
13,4.50,2755,https://www.beeradvocate.com/beer/profile/75/2755/,Cerveza Pacifico Clara,75,Grupo Modelo S.A. de C.V.,"2,006",2.7
14,4.70,34804,https://www.beeradvocate.com/beer/profile/16098/34804/,Landshark Lager,16098,Margaritaville Brewing Co.,"1,903",2.62
15,5.00,1312,https://www.beeradvocate.com/beer/profile/433/1312/,Molson Canadian Lager,433,Molson Coors Canada,"1,802",2.82
16,4.30,670,https://www.beeradvocate.com/beer/profile/29/670/,Busch Beer,29,Anheuser-Busch,"1,738",2.02
17,5.90,653,https://www.beeradvocate.com/beer/profile/29/653/,Natural Ice,29,Anheuser-Busch,"1,448",1.78
18,4.50,2803,https://www.beeradvocate.com/beer/profile/57/2803/,Sol,57,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.","1,443",2.46
19,5.00,1053,https://www.beeradvocate.com/beer/profile/379/1053/,Moosehead Lager,379,Moosehead Breweries Ltd.,"1,417",3.03
20,5.00,7406,https://www.beeradvocate.com/beer/profile/213/7406/,Narragansett Lager,213,Narragansett Brewing Co.,"1,324",3.35
21,5.50,1299,https://www.beeradvocate.com/beer/profile/105/1299/,Icehouse,105,Miller Brewing Co.,"1,264",2.04
22,5.50,1642,https://www.beeradvocate.com/beer/profile/29/1642/,Bud Ice,29,Anheuser-Busch,"1,157",1.86
23,5.00,2176,https://www.beeradvocate.com/beer/profile/727/2176/,Tiger Beer,727,Asia Pacific Breweries Limited,"1,068",2.69
24,4.60,870,https://www.beeradvocate.com/beer/profile/320/870/,Hamm's,320,Hamm's Brewing Co.,918,2.77
25,4.60,1332,https://www.beeradvocate.com/beer/profile/447/1332/,Old Milwaukee Beer,447,Pabst Brewing Company,832,2.34
26,4.65,1719,https://www.beeradvocate.com/beer/profile/447/1719/,Lone Star Beer,447,Pabst Brewing Company,815,2.5
27,5.00,2910,https://www.beeradvocate.com/beer/profile/912/2910/,Presidente,912,Cervecería Nacional Dominicana,792,2.72
28,4.80,1286,https://www.beeradvocate.com/beer/profile/105/1286/,Milwaukee's Best,105,Miller Brewing Co.,788,1.86
29,5.00,1207,https://www.beeradvocate.com/beer/profile/105/1207/,Red Dog,105,Miller Brewing Co.,768,2.01
