,abvs,beer_ids,beer_links,beer_names,company_ids,companys,ratings,scores
0,5.10,1171,https://www.beeradvocate.com/beer/profile/1146/1171/,Summertime,1146,Goose Island Beer Co.,"1,402",3.47
1,5.20,696,https://www.beeradvocate.com/beer/profile/199/696/,California Kölsch,199,Ballast Point Brewing Company,"1,373",3.54
2,4.80,2040,https://www.beeradvocate.com/beer/profile/288/2040/,Reissdorf Kölsch,288,Brauerei Heinrich Reissdorf,"1,297",3.87
3,4.80,307,https://www.beeradvocate.com/beer/profile/98/307/,Summer Beer,98,Harpoon Brewery & Beer Hall,"1,050",3.53
4,4.90,1344,https://www.beeradvocate.com/beer/profile/337/1344/,Saint Arnold Fancy Lawnmower,337,Saint Arnold Brewing Company,918,3.56
5,5.00,89102,https://www.beeradvocate.com/beer/profile/710/89102/,Leinenkugel's Canoe Paddler,710,Jacob Leinenkugel Brewing Company,913,3.21
6,4.80,4137,https://www.beeradvocate.com/beer/profile/1536/4137/,Gaffel Kölsch,1536,Privatbrauerei Gaffel Becker & Co.,875,3.67
7,5.01,67040,https://www.beeradvocate.com/beer/profile/35/67040/,Samuel Adams East-West Kölsch,35,Boston Beer Company (Samuel Adams),846,3.63
8,5.30,3961,https://www.beeradvocate.com/beer/profile/429/3961/,Alaskan Summer Ale,429,Alaskan Brewing Co.,809,3.58
9,4.80,25044,https://www.beeradvocate.com/beer/profile/583/25044/,Schlafly Kölsch,583,The Schlafly Tap Room,769,3.67
10,5.00,109554,https://www.beeradvocate.com/beer/profile/35/109554/,Samuel Adams Escape Route,35,Boston Beer Company (Samuel Adams),756,3.43
11,4.90,7056,https://www.beeradvocate.com/beer/profile/335/7056/,New Holland Full Circle,335,New Holland Brewing Company,725,3.59
12,4.70,73542,https://www.beeradvocate.com/beer/profile/337/73542/,Saint Arnold Santo,337,Saint Arnold Brewing Company,576,3.41
13,5.00,4630,https://www.beeradvocate.com/beer/profile/26/4630/,Calumet Queen,26,3 Floyds Brewing Co.,514,3.65
14,4.80,6356,https://www.beeradvocate.com/beer/profile/1450/6356/,Früh Kölsch,1450,Brauerei Früh am Dom,451,3.81
15,4.80,56786,https://www.beeradvocate.com/beer/profile/12959/56786/,Clearwater Kölsch,12959,Captain Lawrence Brewing Co.,437,3.8
16,4.80,14218,https://www.beeradvocate.com/beer/profile/7781/14218/,Sünner Kölsch,7781,Gebr. Sünner GmbH & Co. KG,432,3.76
17,6.50,157858,https://www.beeradvocate.com/beer/profile/22951/157858/,Mangö,22951,Clown Shoes,408,3.89
18,5.00,51959,https://www.beeradvocate.com/beer/profile/403/51959/,Curve Ball Blonde Ale,403,"Pyramid Breweries, Inc.",402,3.24
19,5.00,23154,https://www.beeradvocate.com/beer/profile/99/23154/,Saranac Kölsch,99,Matt Brewing Company / Saranac Brewery,400,3.21
20,5.00,96214,https://www.beeradvocate.com/beer/profile/132/96214/,Rogue Farms Honey Kolsch,132,Rogue Ales,389,3.68
21,5.00,50984,https://www.beeradvocate.com/beer/profile/19127/50984/,Krankshaft Kölsch,19127,Metropolitan Brewing,368,3.8
22,4.80,56453,https://www.beeradvocate.com/beer/profile/394/56453/,Karnival Kolsch,394,Stoudts Brewing Co.,360,3.77
23,4.90,53986,https://www.beeradvocate.com/beer/profile/21193/53986/,Endless River,21193,Mother Earth Brewing,346,3.94
24,4.80,39238,https://www.beeradvocate.com/beer/profile/16354/39238/,32°/50°,16354,COAST Brewing Company,344,4.13
25,4.90,80969,https://www.beeradvocate.com/beer/profile/467/80969/,Summit Summer Ale,467,Summit Brewing Company,313,3.62
26,5.20,34786,https://www.beeradvocate.com/beer/profile/15435/34786/,Lug Tread Lagered Ale,15435,Beau's All Natural Brewing Company,297,3.73
27,5.90,182399,https://www.beeradvocate.com/beer/profile/1199/182399/,Spectra Trifecta,1199,Founders Brewing Company,282,3.62
28,6.00,1136,https://www.beeradvocate.com/beer/profile/62/1136/,Geary's Summer Ale,62,D.L. Geary Brewing Company,280,3.61
29,4.80,59238,https://www.beeradvocate.com/beer/profile/743/59238/,Lancaster Kölsch,743,Lancaster Brewing Company,276,3.61
30,4.90,93700,https://www.beeradvocate.com/beer/profile/26762/93700/,Love Street Summer Seasonal,26762,Karbach Brewing Co.,264,3.45
31,5.10,57017,https://www.beeradvocate.com/beer/profile/302/57017/,Dundee Kolsch Style Ale,302,Genesee Brewing Co. / Dundee Brewing Co.,246,3.47
32,7.50,142418,https://www.beeradvocate.com/beer/profile/30654/142418/,Big Sprang,30654,Trillium Brewing Company,245,4.25
33,5.00,43025,https://www.beeradvocate.com/beer/profile/16352/43025/,Kölsch 151,16352,Blue Mountain Brewery,231,3.61
34,4.90,120540,https://www.beeradvocate.com/beer/profile/30654/120540/,Sprang,30654,Trillium Brewing Company,221,4.26
35,4.90,24836,https://www.beeradvocate.com/beer/profile/143/24836/,Shiner Kölsch,143,Spoetzl Brewery / Shiner,191,3.42
36,5.00,175590,https://www.beeradvocate.com/beer/profile/140/175590/,Kölsch German-Style Ale,140,Sierra Nevada Brewing Co.,191,3.85
37,4.00,74437,https://www.beeradvocate.com/beer/profile/1416/74437/,HooDoo Kölsch Style Ale,1416,Uinta Brewing Company,190,3.45
38,5.30,48116,https://www.beeradvocate.com/beer/profile/2455/48116/,Gateway Kolsch,2455,French Broad Brewing Co.,183,3.65
39,4.80,149098,https://www.beeradvocate.com/beer/profile/73/149098/,Lawn Seat Kolsch,73,Great Lakes Brewing Co.,171,3.71
40,4.70,115081,https://www.beeradvocate.com/beer/profile/31093/115081/,Lift,31093,MadTree Brewing,166,3.69
41,6.50,69684,https://www.beeradvocate.com/beer/profile/9629/69684/,Kolsch 45,9629,Short's Brewing Company,161,3.79
42,4.20,10804,https://www.beeradvocate.com/beer/profile/33/10804/,Gold Spike Ale,33,Berkshire Brewing Company Inc.,161,3.71
43,4.80,92785,https://www.beeradvocate.com/beer/profile/31407/92785/,Blonde Ale,31407,Saint Archer Brewing Co.,161,3.54
44,4.83,43773,https://www.beeradvocate.com/beer/profile/1550/43773/,Kolsch,1550,Rock Bottom Restaurant & Brewery,161,3.34
45,4.60,265137,https://www.beeradvocate.com/beer/profile/423/265137/,American Kölsch,423,Boulevard Brewing Co.,160,3.76
46,4.00,49260,https://www.beeradvocate.com/beer/profile/19776/49260/,Ghost River Golden Ale,19776,Ghost River Brewing,157,3.38
47,4.50,43208,https://www.beeradvocate.com/beer/profile/15189/43208/,Angry Angel,15189,Big Boss Brewing,156,3.47
48,4.80,50429,https://www.beeradvocate.com/beer/profile/10707/50429/,Josephs Brau Summer Brew,10707,Trader Joe's Brewing Company,149,3.11
49,4.60,1986,https://www.beeradvocate.com/beer/profile/691/1986/,Chaser Pale,691,Blackstone Restaurant & Brewery,148,3.41
50,5.20,24288,https://www.beeradvocate.com/beer/profile/2171/24288/,Sunbru Kölsch-Style Ale,2171,Four Peaks Brewing Company - 8th Street Brewery,142,3.49
51,4.86,10744,https://www.beeradvocate.com/beer/profile/5074/10744/,Colorado Kolsch,5074,Steamworks Brewing Co.,133,3.5
52,5.50,73841,https://www.beeradvocate.com/beer/profile/1471/73841/,Kmita Kolsch,1471,Dark Horse Brewing Company,130,3.39
53,4.72,97797,https://www.beeradvocate.com/beer/profile/430/97797/,Kentucky Kölsch Style Ale,430,Alltech's Lexington Brewing and Distilling Co.,129,3.23
54,4.80,50604,https://www.beeradvocate.com/beer/profile/17033/50604/,Franconia Kölsch,17033,Franconia Brewing Company,128,3.52
55, ? ,2937,https://www.beeradvocate.com/beer/profile/750/2937/,Kayak Kölsch,750,Lake Superior Brewing Company,127,3.72
56,7.00,155410,https://www.beeradvocate.com/beer/profile/651/155410/,Daydreamer,651,Ithaca Beer Company,122,3.6
57,4.60,50155,https://www.beeradvocate.com/beer/profile/1551/50155/,Gordon Biersch SommerBrau,1551,Gordon Biersch Brewery Restaurant,121,3.4
58,5.00,114293,https://www.beeradvocate.com/beer/profile/30405/114293/,Killer Kolsch,30405,Champion Brewing Company,117,3.45
59,5.00,36387,https://www.beeradvocate.com/beer/profile/8325/36387/,Fisherman's Ale,8325,Cape Ann Brewing Company,116,3.63
60,5.00,9709,https://www.beeradvocate.com/beer/profile/2875/9709/,Sky Blue Golden Ale,2875,Carolina Brewery,116,3.24
61,5.20,37968,https://www.beeradvocate.com/beer/profile/16094/37968/,Kölsch,16094,Double Mountain Brewery & Taproom,111,3.78
62,5.10,71133,https://www.beeradvocate.com/beer/profile/22655/71133/,Sand Island Lighthouse,22655,Straight To Ale,108,3.44
63,4.40,121802,https://www.beeradvocate.com/beer/profile/14400/121802/,Wünderbier Kölsch-Style Ale,14400,Ninkasi Brewing Company,107,3.63
64,5.10,6600,https://www.beeradvocate.com/beer/profile/642/6600/,Wheat State Golden,642,Free State Brewing Co.,106,3.51
65,4.20,103969,https://www.beeradvocate.com/beer/profile/29008/103969/,Forbidden Planet,29008,Bluejacket / Arsenal Restaurant,103,3.97
66,4.50,75642,https://www.beeradvocate.com/beer/profile/24453/75642/,Jon Boat,24453,Intuition Ale Works,102,3.34
67,5.20,268635,https://www.beeradvocate.com/beer/profile/199/268635/,Tart Peach Kölsch,199,Ballast Point Brewing Company,98,3.87
68,4.50,237913,https://www.beeradvocate.com/beer/profile/44858/237913/,Goody Two Shoes,44858,Exhibit 'A' Brewing Company,96,4.06
69,4.90,160873,https://www.beeradvocate.com/beer/profile/345/160873/,Kühl Kölsch,345,Victory Brewing Company - Downingtown,96,3.79
70,4.32,12766,https://www.beeradvocate.com/beer/profile/430/12766/,Kentucky Light,430,Alltech's Lexington Brewing and Distilling Co.,96,3.2
71,4.80,83613,https://www.beeradvocate.com/beer/profile/50742/83613/,Ottekolong,50742,Freigeist Bierkultur,95,3.9
72,4.80,96013,https://www.beeradvocate.com/beer/profile/28091/96013/,Community Kölsch,28091,Free Will Brewing Co.,91,3.51
73,5.20,94565,https://www.beeradvocate.com/beer/profile/24412/94565/,Cucumber Kolsch,24412,Flat 12 Bierwerks,88,3.3
74,5.20,83071,https://www.beeradvocate.com/beer/profile/29346/83071/,Cali Cöast,29346,Calicraft Brewing Co.,87,3.67
75,5.00,5225,https://www.beeradvocate.com/beer/profile/1000/5225/,Brewer's Alley Kölsch,1000,Brewer's Alley Restaurant & Brewery,86,3.53
76,4.80,272894,https://www.beeradvocate.com/beer/profile/418/272894/,Travelin’ Light,418,Left Hand Brewing Company,86,3.75
77,4.50,89866,https://www.beeradvocate.com/beer/profile/28226/89866/,8 Second Kölsch,28226,Elevation Beer Co.,85,3.81
78,4.70,173455,https://www.beeradvocate.com/beer/profile/33510/173455/,Boogie Board Stuntz,33510,Other Half Brewing Co.,85,3.93
79,5.00,83466,https://www.beeradvocate.com/beer/profile/2675/83466/,Analogue 78 Kolsch,2675,Phillips Brewing Company,84,3.53
80,5.70,4975,https://www.beeradvocate.com/beer/profile/1784/4975/,Ölsch,1784,Outer Banks Brewing Station,80,3.62
81,5.30,66896,https://www.beeradvocate.com/beer/profile/24836/66896/,Der Chancellor,24836,Tequesta Brewing Company,79,3.67
82,5.00,7019,https://www.beeradvocate.com/beer/profile/1151/7019/,Golden Arm,1151,Piece Brewery & Pizzeria,79,3.47
83,4.75,189908,https://www.beeradvocate.com/beer/profile/33412/189908/,Koffee Kölsch,33412,Huss Brewing Co,79,4.29
84,5.00,17917,https://www.beeradvocate.com/beer/profile/932/17917/,Hale's Kölsch,932,Hale's Ales Brewery & Pub,79,3.65
85,5.20,94841,https://www.beeradvocate.com/beer/profile/29909/94841/,White Street Kölsch,29909,White Street Brewing Co.,78,3.56
86,5.20,45006,https://www.beeradvocate.com/beer/profile/11882/45006/,Kölsch-Style Beer,11882,Round Barn Brewery,77,3.58
87,4.70,20060,https://www.beeradvocate.com/beer/profile/3042/20060/,Brewhouse Blonde,3042,BJ's Restaurant & Brewhouse,76,3.11
88,4.80,17590,https://www.beeradvocate.com/beer/profile/463/17590/,Kalifornia Kolsch,463,Magnolia Pub & Brewery,76,3.68
89,5.25,65003,https://www.beeradvocate.com/beer/profile/23347/65003/,Claritas,23347,Mike Hess Brewing - Miramar,75,3.67
90, ? ,26554,https://www.beeradvocate.com/beer/profile/11361/26554/,Heinber Brau Kölsch,11361,Covington Brewhouse,74,3.65
91,4.60,82903,https://www.beeradvocate.com/beer/profile/28520/82903/,Golden Opportunity,28520,Peticolas Brewing Company,73,3.68
92,6.00,58979,https://www.beeradvocate.com/beer/profile/16060/58979/,OBX Beer,16060,Weeping Radish Eco Farm & Brewery,71,3.29
93,4.70,44496,https://www.beeradvocate.com/beer/profile/18111/44496/,4 Pines Kolsch,18111,4 Pines Brewing Company,71,3.49
94,4.80,21075,https://www.beeradvocate.com/beer/profile/10096/21075/,Eisenbahn Dourada (Kölsch),10096,Cervejaria Sudbrack Ltda,69,3.46
95,4.80,13933,https://www.beeradvocate.com/beer/profile/7631/13933/,Mühlen Kölsch,7631,Brauerei zur Malzmühle,69,4.08
96,4.50,136855,https://www.beeradvocate.com/beer/profile/34159/136855/,Poolside,34159,JDub's Brewing Company,68,3.46
97,4.80,15853,https://www.beeradvocate.com/beer/profile/9003/15853/,Zunft Kölsch,9003,Erzquell Brauerei Bielstein Haas & Co. KG,68,3.61
98,5.40,16546,https://www.beeradvocate.com/beer/profile/702/16546/,Buffalo Kolsch 716,702,Flying Bison Brewing Company,67,3.53
99,4.70,86795,https://www.beeradvocate.com/beer/profile/29077/86795/,Easy Blonde Ale,29077,Alphabet City Brewing Company,66,3.39
100,5.20,63515,https://www.beeradvocate.com/beer/profile/23641/63515/,Renegade Blonde,23641,Iron Fist Brewing Company,66,3.46
101,4.50,72062,https://www.beeradvocate.com/beer/profile/26607/72062/,Kölsch,26607,Occidental Brewing Co.,66,3.63
102,4.50,56476,https://www.beeradvocate.com/beer/profile/21567/56476/,Freya's Gold,21567,Odin Brewing Company,66,3.63
103,4.50,36895,https://www.beeradvocate.com/beer/profile/15280/36895/,Atwater D-light,15280,Atwater Brewery,65,3.36
104,4.60,119220,https://www.beeradvocate.com/beer/profile/34017/119220/,KSA,34017,Fort Point Beer Company,65,3.68
105,4.80,8632,https://www.beeradvocate.com/beer/profile/3835/8632/,Blonde Ale,3835,Drake's Brewing Co.,64,3.59
106,5.00,98529,https://www.beeradvocate.com/beer/profile/32382/98529/,Big Creek Kolsch,32382,Jekyll Brewing,64,3.69
107,6.00,121773,https://www.beeradvocate.com/beer/profile/30815/121773/,Majestic Mullet Krispy Kolsch,30815,Parkway Brewing Co.,63,3.58
108,5.00,74402,https://www.beeradvocate.com/beer/profile/26749/74402/,Just The Tip,26749,Burley Oak Brewing Co.,62,3.58
109,4.90,231658,https://www.beeradvocate.com/beer/profile/31722/231658/,Billows,31722,Burial Beer Co.,62,3.92
110,4.80,7692,https://www.beeradvocate.com/beer/profile/3181/7692/,Dom Kölsch,3181,Dom-Brauerei GmbH,61,3.55
111,4.70,110701,https://www.beeradvocate.com/beer/profile/33844/110701/,Mike Modano's 561,33844,Rabbit Hole Brewing,59,3.56
112,5.00,14021,https://www.beeradvocate.com/beer/profile/7676/14021/,Kölsch,7676,Brauhaus Sion,58,3.57
113,4.60,96212,https://www.beeradvocate.com/beer/profile/29666/96212/,Kölsch,29666,Prost Brewing Company,58,3.77
114,4.50,6667,https://www.beeradvocate.com/beer/profile/1635/6667/,Checker Cab Blonde Ale,1635,Chelsea Craft Brewing Company,57,3.37
115,4.50,104036,https://www.beeradvocate.com/beer/profile/21868/104036/,Fence Post Session Ale,21868,Back Forty Beer Co.,57,3.36
116,4.00,48087,https://www.beeradvocate.com/beer/profile/17034/48087/,Best Blonde Ale,17034,Roy Pitz Brewing Company,56,3.52
117,4.80,14332,https://www.beeradvocate.com/beer/profile/7677/14332/,Peters Kölsch,7677,Peters Brauhaus,56,3.59
118,4.60,226306,https://www.beeradvocate.com/beer/profile/661/226306/,Kirby's Kolsch,661,Muskoka Brewery,55,3.58
119,4.80,77979,https://www.beeradvocate.com/beer/profile/27979/77979/,Mankato Original,27979,Mankato Brewery,55,3.39
120,4.30,91347,https://www.beeradvocate.com/beer/profile/28391/91347/,Kolsch Style Ale,28391,Mother Road Brewery,55,3.69
121,4.70,11498,https://www.beeradvocate.com/beer/profile/2710/11498/,Brewhouse Blonde,2710,BJ's Chicago Pizza & Brewery Inc.,55,3.22
122,4.80,121390,https://www.beeradvocate.com/beer/profile/3449/121390/,Kölsch Lagered Ale,3449,Steamworks Brewing Company,54,3.61
123,4.70,88178,https://www.beeradvocate.com/beer/profile/26714/88178/,Tybee Island Blonde,26714,Coastal Empire Beer Co.,54,3.37
124,5.00,171408,https://www.beeradvocate.com/beer/profile/38735/171408/,Handline,38735,Devil's Purse Brewing Co.,54,3.86
125,5.40,93270,https://www.beeradvocate.com/beer/profile/29770/93270/,Fuzzy Logic,29770,Portico Brewing Co.,53,3.59
126,5.40,126934,https://www.beeradvocate.com/beer/profile/30980/126934/,Kolsch,30980,Zipline Brewing Co,53,3.69
127,5.20,152165,https://www.beeradvocate.com/beer/profile/16057/152165/,Kihei Kolsch,16057,Maui Brewing Co.,52,3.74
128, ? ,82421,https://www.beeradvocate.com/beer/profile/21818/82421/,Sidekick Kolsch,21818,Peace Tree Brewing Co.,51,3.32
129,4.80,52537,https://www.beeradvocate.com/beer/profile/14078/52537/,St. James Pale Ale,14078,Half Pints Brewing Company,50,3.41
130,4.80,140656,https://www.beeradvocate.com/beer/profile/36754/140656/,Seafarer,36754,Three Weavers Brewing Company,50,3.75
131,5.00,51491,https://www.beeradvocate.com/beer/profile/18879/51491/,Kolsch,18879,Chuckanut Brewery & Kitchen,49,3.91
132,5.10,83250,https://www.beeradvocate.com/beer/profile/22928/83250/,Icculus,22928,Barrier Brewing Company,49,3.7
133,8.00,139941,https://www.beeradvocate.com/beer/profile/15435/139941/,Haters Gonna Hate,15435,Beau's All Natural Brewing Company,49,3.79
134,4.50,98804,https://www.beeradvocate.com/beer/profile/31004/98804/,Easy Day Kolsch,31004,Worthy Brewing Co.,49,3.63
135,5.30,143875,https://www.beeradvocate.com/beer/profile/37078/143875/,1862 Ale,37078,Land-Grant Brewing Company,48,3.62
136,4.80,13145,https://www.beeradvocate.com/beer/profile/6474/13145/,Gilden Kölsch,6474,Gilden Kölsch Brauerei GmbH,48,3.52
137,4.70,248436,https://www.beeradvocate.com/beer/profile/28991/248436/,Lü,28991,Solemn Oath Brewery,48,3.79
138,5.00,122020,https://www.beeradvocate.com/beer/profile/28397/122020/,Kol'Beer,28397,South Austin Brewery,48,3.52
139,5.30,39078,https://www.beeradvocate.com/beer/profile/1398/39078/,Skinny Atlas Light,1398,Empire Brewing Company - Brewpub,48,3.63
140,5.00,5373,https://www.beeradvocate.com/beer/profile/161/5373/,Indian River Shoal Draft,161,Florida Beer Company,48,2.99
141,4.50,14880,https://www.beeradvocate.com/beer/profile/4048/14880/,High Country Kölsch,4048,Mt. Begbie Brewing Co.,47,3.64
142,5.50,73600,https://www.beeradvocate.com/beer/profile/22194/73600/,Flat Tail Tailgater,22194,Flat Tail Brewing,47,3.42
143,5.00,34962,https://www.beeradvocate.com/beer/profile/15526/34962/,Ostalgia Blonde,15526,Hopfenstark,47,3.87
144,4.60,105752,https://www.beeradvocate.com/beer/profile/33235/105752/,Köld One,33235,Mill House Brewing Company,44,3.88
145,5.00,222963,https://www.beeradvocate.com/beer/profile/29656/222963/,Lakewood All Call,29656,Lakewood Brewing Company,44,3.74
146,4.50,50183,https://www.beeradvocate.com/beer/profile/10583/50183/,Kent Lake Kolsch,10583,Iron Springs Pub & Brewery,43,3.6
147,5.00,94671,https://www.beeradvocate.com/beer/profile/26932/94671/,Cabrillo Kolsch,26932,Golden Road Brewing,43,3.56
148,5.30,110349,https://www.beeradvocate.com/beer/profile/33806/110349/,Kölsch,33806,Eventide Brewing,42,3.59
149,6.50,179476,https://www.beeradvocate.com/beer/profile/31093/179476/,Trunk Series : Gin Barrel-aged Joon,31093,MadTree Brewing,42,3.96
150,5.40,180184,https://www.beeradvocate.com/beer/profile/33763/180184/,Morning Joe,33763,Banger Brewing,42,4.24
151,4.80,15851,https://www.beeradvocate.com/beer/profile/13425/15851/,Sion Kölsch,13425,Brau Und Brunnen Brauereien GmbH,41,3.57
152,5.00,134756,https://www.beeradvocate.com/beer/profile/34142/134756/,American Kolsch Story,34142,River Rat Brewery,40,3.67
153,5.40,95195,https://www.beeradvocate.com/beer/profile/24464/95195/,Lime Kölsch,24464,Burnside Brewing Co.,40,3.48
154,4.50,81942,https://www.beeradvocate.com/beer/profile/125/81942/,Cool River Kölsch,125,Pennsylvania Brewing Company,39,3.42
155,4.80,13887,https://www.beeradvocate.com/beer/profile/7679/13887/,Kölsch,7679,Brauerei Päffgen,39,3.91
156,4.50,31308,https://www.beeradvocate.com/beer/profile/4408/31308/,Light Rock Ale,4408,RJ Rockers Brewing Company,39,3.44
157,4.80,193413,https://www.beeradvocate.com/beer/profile/22408/193413/,Ragin' Cajuns - Genuine Louisiana Ale,22408,Bayou Teche Brewery,39,3.64
158,5.00,78235,https://www.beeradvocate.com/beer/profile/28125/78235/,HogTown,28125,Hogtown Brewers,39,3.56
159,4.80,251869,https://www.beeradvocate.com/beer/profile/3/251869/,The Boot,3,Abita Brewing Co.,39,3.47
160,6.20,95249,https://www.beeradvocate.com/beer/profile/22854/95249/,King Kolsch,22854,Full Pint Brewing Company,38,3.54
161,5.00,285770,https://www.beeradvocate.com/beer/profile/22512/285770/,Von Trapp Kölsch Style,22512,von Trapp Brewing,38,3.92
162,4.40,60051,https://www.beeradvocate.com/beer/profile/23201/60051/,Kölsch,23201,Mad Fox Brewing Company,37,3.78
163,4.60,31639,https://www.beeradvocate.com/beer/profile/1551/31639/,Gordon Biersch Kölsch,1551,Gordon Biersch Brewery Restaurant,37,3.55
164,4.70,150510,https://www.beeradvocate.com/beer/profile/31093/150510/,Dreamsicle,31093,MadTree Brewing,37,3.8
165,5.00,100099,https://www.beeradvocate.com/beer/profile/31920/100099/,Laimas Kölsch Style Ale,31920,FATE Brewing Company,36,3.68
166,5.50,101712,https://www.beeradvocate.com/beer/profile/31371/101712/,Kolschtal Eddy,31371,The Dudes' Brewing Company,36,3.39
167,4.30,82899,https://www.beeradvocate.com/beer/profile/25916/82899/,Streetcar Kolsch,25916,Avondale Brewing Co.,36,3.65
168,5.70,29223,https://www.beeradvocate.com/beer/profile/6331/29223/,De Prael Bitterblond,6331,Brouwerij De Prael,35,3.52
169,4.50,167464,https://www.beeradvocate.com/beer/profile/39144/167464/,Rasenmäher Kölsch,39144,Down the Road Beer Co.,35,3.86
170,4.50,97537,https://www.beeradvocate.com/beer/profile/29744/97537/,Templeton Session Style Ale,29744,BarrelHouse Brewing Company,34,3.74
171,5.30,270094,https://www.beeradvocate.com/beer/profile/48360/270094/,Adventurous Stranger,48360,Campanology Brewing,34,3.73
172,5.00,25637,https://www.beeradvocate.com/beer/profile/73/25637/,Cellar Dweller,73,Great Lakes Brewing Co.,34,3.61
173,5.50,27250,https://www.beeradvocate.com/beer/profile/1532/27250/,Clear Creek Gold Pale Ale,1532,Golden City Brewery,34,3.45
174,4.80,209068,https://www.beeradvocate.com/beer/profile/40437/209068/,Dutch Kills,40437,LIC Beer Project,34,3.72
175,5.30,236467,https://www.beeradvocate.com/beer/profile/45701/236467/,Absent Landlord,45701,Cowbell Brewing Co.,34,3.61
