,abvs,beer_ids,beer_links,beer_names,company_ids,companys,ratings,scores
0,7.2,1161,https://www.beeradvocate.com/beer/profile/64/1161/,Indian Brown Ale,64,Dogfish Head Craft Brewery,"6,179",4.09
1,12,33832,https://www.beeradvocate.com/beer/profile/64/33832/,Palo Santo Marron,64,Dogfish Head Craft Brewery,"5,928",4.18
2,5.6,1339,https://www.beeradvocate.com/beer/profile/132/1339/,Hazelnut Brown Nectar,132,Rogue Ales,"4,281",4.07
3,5.5,60420,https://www.beeradvocate.com/beer/profile/140/60420/,Sierra Nevada Tumbler Autumn Brown Ale,140,Sierra Nevada Brewing Co.,"3,388",3.84
4,5.8,1924,https://www.beeradvocate.com/beer/profile/287/1924/,Best Brown Ale,287,Bell's Brewery - Eccentric Café & General Store,"3,116",3.83
5,5.1,2296,https://www.beeradvocate.com/beer/profile/751/2296/,Moose Drool Brown Ale,751,Big Sky Brewing Company,"2,773",3.7
6,6.7,184,https://www.beeradvocate.com/beer/profile/141/184/,Old Brown Dog,141,Smuttynose Brewing Company,"2,722",3.93
7,5.5,30764,https://www.beeradvocate.com/beer/profile/13014/30764/,Coffee Bender,13014,Surly Brewing Company,"2,691",4.15
8,7.85,56613,https://www.beeradvocate.com/beer/profile/220/56613/,Wilco Tango Foxtrot,220,Lagunitas Brewing Company,"2,665",3.92
9,5.6,146,https://www.beeradvocate.com/beer/profile/45/146/,Brooklyn Brown Ale,45,Brooklyn Brewery,"2,381",3.63
10,5.5,2894,https://www.beeradvocate.com/beer/profile/30/2894/,Ellie's Brown Ale,30,Avery Brewing Company,"2,179",3.89
11,5.1,28165,https://www.beeradvocate.com/beer/profile/13014/28165/,Bender,13014,Surly Brewing Company,"1,980",4.07
12,9,64550,https://www.beeradvocate.com/beer/profile/1199/64550/,Sumatra Mountain Brown,1199,Founders Brewing Company,"1,678",4.29
13,5.5,66449,https://www.beeradvocate.com/beer/profile/579/66449/,Koko Brown,579,Kona Brewing Co.,"1,484",3.62
14,5.2,35134,https://www.beeradvocate.com/beer/profile/3/35134/,Pecan Ale,3,Abita Brewing Co.,"1,082",3.35
15,6.5,3914,https://www.beeradvocate.com/beer/profile/335/3914/,Cabin Fever Brown Ale,335,New Holland Brewing Company,"1,003",3.68
16,4.5,117,https://www.beeradvocate.com/beer/profile/156/117/,Maple Nut Brown Ale,156,Tommyknocker Brewery,938,3.42
17,8.4,88200,https://www.beeradvocate.com/beer/profile/141/88200/,Smuttynose Durty Mud Season Hoppy Brown Ale,141,Smuttynose Brewing Company,923,3.94
18,5.2,83560,https://www.beeradvocate.com/beer/profile/35/83560/,Samuel Adams Hazel Brown,35,Boston Beer Company (Samuel Adams),916,3.59
19,6,20728,https://www.beeradvocate.com/beer/profile/784/20728/,Rocky's Revenge Bourbon Brown,784,Tyranena Brewing Company,894,3.73
20,6,66961,https://www.beeradvocate.com/beer/profile/28/66961/,Brekle's Brown,28,Anchor Brewing Company,864,3.68
21,7.5,22257,https://www.beeradvocate.com/beer/profile/9897/22257/,Maracaibo Especial,9897,Jolly Pumpkin Artisan Ales,804,3.95
22,7,19685,https://www.beeradvocate.com/beer/profile/9629/19685/,Short's Bellaire Brown Ale,9629,Short's Brewing Company,777,3.79
23,6,74559,https://www.beeradvocate.com/beer/profile/22511/74559/,George,22511,Hill Farmstead Brewery,737,4.12
24,5.8,114259,https://www.beeradvocate.com/beer/profile/1924/114259/,Dirty Little Freak,1924,DuClaw Brewing Company,708,3.72
