,abvs,beer_ids,beer_links,beer_names,company_ids,companys,ratings,scores
0,9.20,24071,https://www.beeradvocate.com/beer/profile/68/24071/,Gonzo Imperial Porter,68,Flying Dog Brewery,"2,955",4.02
1,10.00,79898,https://www.beeradvocate.com/beer/profile/26520/79898/,Barrel-Aged Framinghammer - Bourbon,26520,Jack's Abby Brewing,"1,502",4.33
2,9.24,40674,https://www.beeradvocate.com/beer/profile/141/40674/,Smuttynose Baltic Porter,141,Smuttynose Brewing Company,"1,427",4.25
3,10.00,88889,https://www.beeradvocate.com/beer/profile/10607/88889/,3Beans,10607,Sixpoint Brewery,"1,244",4.03
4,12.00,65809,https://www.beeradvocate.com/beer/profile/35571/65809/,Bourbon Barrel Aged Shipwreck Porter,35571,Arcadia Brewing Company,"1,046",4.16
5,7.00,4694,https://www.beeradvocate.com/beer/profile/401/4694/,Baltika #6 Porter,401,Baltika Breweries,959,3.61
6,9.00,32180,https://www.beeradvocate.com/beer/profile/9790/32180/,Baltic Porter,9790,The Duck-Rabbit Craft Brewery,913,4.07
7,10.00,93101,https://www.beeradvocate.com/beer/profile/26520/93101/,Vanilla Barrel-Aged Framinghammer,26520,Jack's Abby Brewing,912,4.32
8,8.20,39917,https://www.beeradvocate.com/beer/profile/13014/39917/,Smoke,13014,Surly Brewing Company,908,4.08
9,10.00,93249,https://www.beeradvocate.com/beer/profile/26520/93249/,Barrel-Aged Framinghammer - Coffee,26520,Jack's Abby Brewing,884,4.3
10,7.20,2758,https://www.beeradvocate.com/beer/profile/264/2758/,Sinebrychoff Porter,264,Oy Sinebrychoff Ab,873,4.16
11,9.00,51483,https://www.beeradvocate.com/beer/profile/9020/51483/,Sue,9020,Yazoo Brewing Company,851,4.12
12,9.50,1901,https://www.beeradvocate.com/beer/profile/623/1901/,Zywiec Porter,623,Zywiec Breweries PLC (Heineken),832,3.89
13,10.00,77500,https://www.beeradvocate.com/beer/profile/26520/77500/,Framinghammer Baltic Porter,26520,Jack's Abby Brewing,770,4.15
