,abvs,beer_ids,beer_links,beer_names,company_ids,companys,ratings,scores
0,4.00,81010,https://www.beeradvocate.com/beer/profile/24134/81010/,Gose,24134,Westbrook Brewing Co.,"2,625",4.16
1,4.20,99790,https://www.beeradvocate.com/beer/profile/193/99790/,"The Kimmie, The Yink & The Holy Gose",193,Anderson Valley Brewing Company,"1,988",3.85
2,4.20,132073,https://www.beeradvocate.com/beer/profile/193/132073/,Highway 128 Session Series:  Blood Orange Gose,193,Anderson Valley Brewing Company,"1,827",3.95
3,4.50,187317,https://www.beeradvocate.com/beer/profile/140/187317/,Otra Vez,140,Sierra Nevada Brewing Co.,"1,584",3.69
4,4.60,121506,https://www.beeradvocate.com/beer/profile/22150/121506/,Stillwater / Westbrook Gose Gone Wild,22150,Stillwater Artisanal Ales,"1,112",4.39
5,4.70,156202,https://www.beeradvocate.com/beer/profile/345/156202/,Kirsch Gose,345,Victory Brewing Company - Downingtown,"1,095",3.95
6,4.30,95326,https://www.beeradvocate.com/beer/profile/31678/95326/,Troublesome,31678,Off Color Brewing,"1,053",3.79
7,4.50,10683,https://www.beeradvocate.com/beer/profile/4909/10683/,Leipziger Gose,4909,Gasthaus & Gosebrauerei Bayerischer Bahnhof,"1,002",3.89
8,5.00,133043,https://www.beeradvocate.com/beer/profile/36757/133043/,Wild Sour Series: Here Gose Nothin',36757,DESTIHL Brewery,868,3.91
9,4.80,94723,https://www.beeradvocate.com/beer/profile/31645/94723/,Gose,31645,Lost Nation Brewing,812,4.02
10,4.20,169237,https://www.beeradvocate.com/beer/profile/10607/169237/,Jammer,10607,Sixpoint Brewery,801,3.55
11,4.90,235905,https://www.beeradvocate.com/beer/profile/64/235905/,SeaQuench Ale,64,Dogfish Head Craft Brewery,773,3.83
12,4.20,91780,https://www.beeradvocate.com/beer/profile/423/91780/,Hibiscus Gose,423,Boulevard Brewing Co.,733,3.86
13,4.20,184814,https://www.beeradvocate.com/beer/profile/193/184814/,Briney Melon Gose,193,Anderson Valley Brewing Company,704,3.93
