,abvs,beer_ids,beer_links,beer_names,company_ids,companys,ratings,scores
0,5.30,808,https://www.beeradvocate.com/beer/profile/252/808/,Weihenstephaner Hefeweissbier Dunkel,252,Bayerische Staatsbrauerei Weihenstephan,"3,059",4.25
1,5.00,924,https://www.beeradvocate.com/beer/profile/142/924/,Franziskaner Hefe-Weisse Dunkel,142,Spaten-Franziskaner-Bräu,"1,691",3.83
2,5.40,45591,https://www.beeradvocate.com/beer/profile/143/45591/,Shiner Holiday Cheer,143,Spoetzl Brewery / Shiner,"1,632",3.56
3,5.30,2041,https://www.beeradvocate.com/beer/profile/703/2041/,Erdinger Weissbier Dunkel,703,Erdinger Weissbräu,"1,390",3.75
4,5.80,135,https://www.beeradvocate.com/beer/profile/39/135/,Ayinger Ur-Weisse,39,Privatbrauerei Franz Inselkammer KG / Brauerei Aying,"1,180",4.09
5,5.10,38366,https://www.beeradvocate.com/beer/profile/35/38366/,Samuel Adams Dunkelweizen,35,Boston Beer Company (Samuel Adams),867,3.49
6,5.30,666,https://www.beeradvocate.com/beer/profile/76/666/,Hacker-Pschorr Dunkel Weisse (Weisse Dark),76,Hacker-Pschorr Bräu GmbH,509,3.99
7,5.30,616,https://www.beeradvocate.com/beer/profile/176/616/,Julius Echter Hefe-Weissbier Dunkel,176,Würzburger Hofbräu AG,427,3.83
8,5.30,3763,https://www.beeradvocate.com/beer/profile/124/3763/,Paulaner Hefe-Weissbier Dunkel,124,Paulaner Brauerei GmbH & Co. KG,355,3.85
9,5.50,43929,https://www.beeradvocate.com/beer/profile/29/43929/,Michelob Dunkel Weisse,29,Anheuser-Busch,323,3.46
10,5.70,281133,https://www.beeradvocate.com/beer/profile/140/281133/,Beer Camp Across The World: Dunkle Weisse,140,Sierra Nevada Brewing Co.,316,3.91
11,5.00,3994,https://www.beeradvocate.com/beer/profile/911/3994/,Andechs Weissbier Dunkel,911,Klosterbrauerei Andechs,298,3.97
12,5.35,370,https://www.beeradvocate.com/beer/profile/129/370/,Tucher Dunkles Hefe Weizen,129,Brauerei Tucher Brau,284,3.8
13,5.40,17140,https://www.beeradvocate.com/beer/profile/412/17140/,Kapuziner Schwarz-Weizen,412,Kulmbacher Brauerei AG,262,3.73
14,5.40,70516,https://www.beeradvocate.com/beer/profile/24764/70516/,Winged Nut,24764,Urban Chestnut Brewing Company - Midtown Brewery & Biergarten,224,3.62
15,6.60,75797,https://www.beeradvocate.com/beer/profile/25888/75797/,Black Walnut Dunkel,25888,Perennial Artisan Ales,215,3.83
16,5.00,30173,https://www.beeradvocate.com/beer/profile/6143/30173/,Moosbacher Schwarze Weisse,6143,Private Landbrauerei Scheuerer,134,3.5
17,4.70,50473,https://www.beeradvocate.com/beer/profile/684/50473/,Leavenworth Boulder Bend Dunkelweizen,684,Fish Brewing Company / Fishbowl Brewpub,128,3.29
18,6.00,49354,https://www.beeradvocate.com/beer/profile/605/49354/,Bayern Dragon's Breath,605,"Bayern Brewing, Inc. / Edelweiss Bistro",123,3.57
19,5.40,26654,https://www.beeradvocate.com/beer/profile/143/26654/,Shiner Dunkelweizen,143,Spoetzl Brewery / Shiner,105,3.35
20,5.40,34373,https://www.beeradvocate.com/beer/profile/585/34373/,Maisel's Weisse Dunkel,585,Brauerei Gebrüder Maisel GmbH & Co.,104,3.72
21,5.50,47862,https://www.beeradvocate.com/beer/profile/3900/47862/,König Ludwig Weissbier Dunkel,3900,Kaltenberg International / König Ludwig International GmbH & Co.KG,100,3.82
22,5.50,2617,https://www.beeradvocate.com/beer/profile/607/2617/,Ramstein Classic,607,High Point Brewing Company,97,3.78
23,5.10,11265,https://www.beeradvocate.com/beer/profile/4686/11265/,Hofbräu Schwarze Weisse,4686,Hofbräuhaus München,92,3.77
24,5.30,6968,https://www.beeradvocate.com/beer/profile/1315/6968/,Weltenburger Hefe-Weissbier Dunkel,1315,Klosterbrauerei Weltenburg,89,3.65
25,5.00,3672,https://www.beeradvocate.com/beer/profile/1357/3672/,Hopf Dunkle Weisse,1357,Weissbierbrauerei Hopf,89,3.72
26,5.20,87765,https://www.beeradvocate.com/beer/profile/29021/87765/,Dunks Ferry Dunkelweizen,29021,Neshaminy Creek Brewing Company,80,3.62
27,5.00,106814,https://www.beeradvocate.com/beer/profile/661/106814/,Muskoka Winter Weiss,661,Muskoka Brewery,79,3.7
28,5.20,22158,https://www.beeradvocate.com/beer/profile/1551/22158/,Gordon Biersch Dunkelweizen,1551,Gordon Biersch Brewery Restaurant,77,3.89
29,5.00,7400,https://www.beeradvocate.com/beer/profile/290/7400/,Schöfferhofer Dunkles Hefeweizen,290,Binding-Brauerei AG,76,3.66
30,5.50,34536,https://www.beeradvocate.com/beer/profile/1151/34536/,Dark 'n Curvy,1151,Piece Brewery & Pizzeria,73,4
