,abvs,beer_ids,beer_links,beer_names,company_ids,companys,ratings,scores
0,7.50,31549,https://www.beeradvocate.com/beer/profile/13371/31549/,KillaPilz,13371,Voodoo Brewery,458,3.96
1,5.60,215147,https://www.beeradvocate.com/beer/profile/252/215147/,Weihenstephaner 1516 Kellerbier,252,Bayerische Staatsbrauerei Weihenstephan,395,4.05
2,5.20,70188,https://www.beeradvocate.com/beer/profile/24764/70188/,Zwickel,24764,Urban Chestnut Brewing Company - Midtown Brewery & Biergarten,388,3.82
3,5.20,2412,https://www.beeradvocate.com/beer/profile/428/2412/,Kellerbier Ungespundet-Lager hefetrüb,428,Mahr's Bräu,382,3.98
4,5.40,26383,https://www.beeradvocate.com/beer/profile/412/26383/,Mönchshof Kellerbier (Kellerbräu),412,Kulmbacher Brauerei AG,330,3.82
5,5.50,9784,https://www.beeradvocate.com/beer/profile/76/9784/,Hacker-Pschorr Munchner Kellerbier (Anno 1417),76,Hacker-Pschorr Bräu GmbH,254,3.77
6,4.90,818,https://www.beeradvocate.com/beer/profile/295/818/,St. Georgenbräu  Keller Bier,295,St. Georgenbräu,191,3.86
7,5.00,50647,https://www.beeradvocate.com/beer/profile/455/50647/,Creemore Springs Kellerbier,455,Creemore Springs Brewery Limited,187,3.88
8,5.30,44415,https://www.beeradvocate.com/beer/profile/16829/44415/,Original Landbier Zwick'l,16829,Bayreuther Bierbrauerei,182,3.91
9,4.00,230731,https://www.beeradvocate.com/beer/profile/2743/230731/,Sea To Sea Lager,2743,Green Flash Brewing Co.,181,3.67
10,5.20,25279,https://www.beeradvocate.com/beer/profile/6143/25279/,Moosbacher Kellerbier,6143,Private Landbrauerei Scheuerer,164,3.55
11,5.20,115552,https://www.beeradvocate.com/beer/profile/172/115552/,Grevensteiner Original,172,Brauerei C. & A. Veltins GmbH & Co.,154,3.77
12,5.00,51473,https://www.beeradvocate.com/beer/profile/341/51473/,Summer Teeth,341,Columbus Brewing Company,150,3.79
13,5.20,59217,https://www.beeradvocate.com/beer/profile/6754/59217/,Zeppelin Bier,6754,Brauerei Max Leibinger GmbH,127,3.44
14,5.20,78313,https://www.beeradvocate.com/beer/profile/428/78313/,Mastodon,428,Mahr's Bräu,122,3.81
15,5.50,51541,https://www.beeradvocate.com/beer/profile/11056/51541/,Série Signature Kellerbier,11056,Les Trois Mousquetaires,121,3.92
16,5.20,28244,https://www.beeradvocate.com/beer/profile/2216/28244/,Beersel Lager,2216,Brouwerij 3 Fonteinen,120,3.88
17,5.00,265678,https://www.beeradvocate.com/beer/profile/26520/265678/,Saxony Lager,26520,Jack's Abby Brewing,113,3.93
18,5.00,304491,https://www.beeradvocate.com/beer/profile/35/304491/,Samuel Adams Kellerbier,35,Boston Beer Company (Samuel Adams),110,3.7
19,5.20,65663,https://www.beeradvocate.com/beer/profile/5709/65663/,Arcobräu Zwickl Lager,5709,Arcobräu Gräfliches Brauhaus,109,3.87
20,5.10,169148,https://www.beeradvocate.com/beer/profile/5691/169148/,Citra-Pils Keller Bier,5691,Switchback Brewing Company,108,3.85
21,6.30,53989,https://www.beeradvocate.com/beer/profile/7282/53989/,Original Munchner Hochzeitsbier Von 1810,7282,Brauerei Hofstetten Krammer GmbH & Co. KG,108,3.82
22,5.10,215090,https://www.beeradvocate.com/beer/profile/467/215090/,Summit Keller Pils,467,Summit Brewing Company,103,4.16
23,5.50,182660,https://www.beeradvocate.com/beer/profile/583/182660/,Schlafly White Lager,583,The Schlafly Tap Room,88,3.76
24,5.10,38046,https://www.beeradvocate.com/beer/profile/4686/38046/,Hofbräu Münchner Sommer Naturtrüb,4686,Hofbräuhaus München,84,3.69
25,5.60,181146,https://www.beeradvocate.com/beer/profile/28383/181146/,Trendler Pils,28383,Tired Hands Brewing Company,80,3.98
26,5.00,43145,https://www.beeradvocate.com/beer/profile/817/43145/,Paracelsus Zwickl,817,Stieglbrauerei zu Salzburg GmbH,79,4.03
27,4.80,123419,https://www.beeradvocate.com/beer/profile/35016/123419/,Luchesa Lager,35016,Oasis Texas Brewing Company,77,3.52
28,5.40,29765,https://www.beeradvocate.com/beer/profile/5581/29765/,Veldensteiner Zwick'l,5581,Kaiser Bräu GmbH & Co KG,75,3.64
29,6.25,230441,https://www.beeradvocate.com/beer/profile/2210/230441/,Firestone Walker / Russian River - STiVO,2210,Firestone Walker Brewing Co.,74,4.1
30,5.60,50377,https://www.beeradvocate.com/beer/profile/7282/50377/,Kubelbier,7282,Brauerei Hofstetten Krammer GmbH & Co. KG,73,3.78
31,5.00,68763,https://www.beeradvocate.com/beer/profile/959/68763/,Ziggy Zoggy Summer Lager,959,Silver City Brewing Co.,64,3.86
32,6.50,130146,https://www.beeradvocate.com/beer/profile/16773/130146/,Die Königin,16773,Local Option,61,3.8
33, ? ,220435,https://www.beeradvocate.com/beer/profile/590/220435/,Zwickel Bier,590,New Glarus Brewing Company,59,4.14
34,4.90,9599,https://www.beeradvocate.com/beer/profile/39/9599/,Ayinger Liebhard's Kellerbier,39,Privatbrauerei Franz Inselkammer KG / Brauerei Aying,58,3.84
35,4.40,77952,https://www.beeradvocate.com/beer/profile/23201/77952/,Kellerbier Kölsch,23201,Mad Fox Brewing Company,54,3.69
36,4.70,21959,https://www.beeradvocate.com/beer/profile/4553/21959/,Fürsten Zwickel,4553,Fürst Wallerstein Brauhaus,52,3.82
37,5.50,116601,https://www.beeradvocate.com/beer/profile/33058/116601/,Spica Pilsner,33058,Ecliptic Brewing,50,3.65
38,5.50,21625,https://www.beeradvocate.com/beer/profile/5983/21625/,Mönchsambacher Lager,5983,Brauerei Zehendner GmbH,49,4.28
39,5.80,41310,https://www.beeradvocate.com/beer/profile/472/41310/,Brauhaus Altenkunstadt Leikeim Steinbier Original,472,Brauerei Leikeim,48,3.59
40,5.10,299740,https://www.beeradvocate.com/beer/profile/28609/299740/,Village Lager,28609,Night Shift Brewing,46,4.01
41,4.60,242661,https://www.beeradvocate.com/beer/profile/28609/242661/,Kehl,28609,Night Shift Brewing,45,3.84
42,5.50,133255,https://www.beeradvocate.com/beer/profile/19127/133255/,Heliostat Zwickel Lager,19127,Metropolitan Brewing,44,4.09
43,5.00,252326,https://www.beeradvocate.com/beer/profile/25191/252326/,Von Pilsner,25191,Crooked Stave Artisan Beer Project,43,3.89
44,5.60,94642,https://www.beeradvocate.com/beer/profile/28383/94642/,Yellow & Green,28383,Tired Hands Brewing Company,43,3.9
45,4.70,39603,https://www.beeradvocate.com/beer/profile/5850/39603/,Riegele Kellerbier,5850,Brauhaus Riegele,43,3.68
46,4.80,14647,https://www.beeradvocate.com/beer/profile/5687/14647/,Quöllfrisch Naturtrüb,5687,Brauerei Locher AG,41,3.78
47,5.50,199424,https://www.beeradvocate.com/beer/profile/6129/199424/,Egerer Bayrisch (Kress) Zwickel,6129,Privatbrauerei und Mineralbrunnenbetrieb H. Egerer,38,3.56
48,5.10,26266,https://www.beeradvocate.com/beer/profile/2472/26266/,Riedenburger Historisches Emmer Bier,2472,Riedenburger Brauhaus,35,3.66
49,6.20,308585,https://www.beeradvocate.com/beer/profile/30437/308585/,Miles 2 Go,30437,Two Roads Brewing Company,34,3.74
50,5.50,279299,https://www.beeradvocate.com/beer/profile/10321/279299/,Across The Nation Wide Open Spaces,10321,Central City Brewers + Distillers,33,3.57
51,4.80,148247,https://www.beeradvocate.com/beer/profile/34781/148247/,Kellerbier,34781,Smithavens Brewing Company,33,3.7
52,5.30,107885,https://www.beeradvocate.com/beer/profile/33521/107885/,Being There,33521,Right Proper Brewing Company - Shaw Brewpub,33,3.81
53,4.90,42339,https://www.beeradvocate.com/beer/profile/472/42339/,Leikeim Kellerbier Naturtrüb,472,Brauerei Leikeim,32,3.62
54,5.10,37957,https://www.beeradvocate.com/beer/profile/6063/37957/,Altfränkisches Klosterbier,6063,Klosterbrauerei Weissenohe / Klosterbrauerei Weißenohe Wirtshaus,31,3.69
55,5.00,130032,https://www.beeradvocate.com/beer/profile/31678/130032/,You Never Take Me Anywhere Nice,31678,Off Color Brewing,31,3.71
56,5.40,114942,https://www.beeradvocate.com/beer/profile/648/114942/,Köstritzer Kellerbier,648,Köstritzer Schwarzbierbrauerei GmbH & Co.,30,3.59
57,4.80,18501,https://www.beeradvocate.com/beer/profile/2969/18501/,Königsbacher Zischke,2969,Königsbacher Brauerei,29,3.39
58,5.20,241665,https://www.beeradvocate.com/beer/profile/41980/241665/,Ms. Frank,41980,Suarez Family Brewery,28,4.17
59,6.10,100252,https://www.beeradvocate.com/beer/profile/29415/100252/,Fresh Hop Crystal Zwickle,29415,Crux Fermentation Project,28,3.83
60,4.50,219483,https://www.beeradvocate.com/beer/profile/22723/219483/,Zwickel Beer,22723,Notch Brewing,27,4.1
61,5.30,243829,https://www.beeradvocate.com/beer/profile/41980/243829/,Small Talk,41980,Suarez Family Brewery,26,4.08
62,5.30,6789,https://www.beeradvocate.com/beer/profile/2876/6789/,1612er Zwickl Bier,2876,Hofbräuhaus Traunstein Josef Sailer KG,26,3.97
63,5.20,15150,https://www.beeradvocate.com/beer/profile/285/15150/,Naturtrüb,285,Brauerei Schloss Eggenberg,25,3.66
64,5.50,247440,https://www.beeradvocate.com/beer/profile/99/247440/,Saranac Kellerbier,99,Matt Brewing Company / Saranac Brewery,25,3.78
65,4.80,93044,https://www.beeradvocate.com/beer/profile/12511/93044/,Störtebeker Keller-Bier,12511,Störtebeker Braumanufaktur,24,3.52
66,4.70,90181,https://www.beeradvocate.com/beer/profile/2222/90181/,Kaiserdom Kellerbier Unfiltriert,2222,Kaiserdom Privatbrauerei Bamberg,23,3.48
67,5.00,225975,https://www.beeradvocate.com/beer/profile/40976/225975/,2SPils,40976,2SP Brewing Company,23,3.93
68,5.00,53204,https://www.beeradvocate.com/beer/profile/5985/53204/,Zirndorfer Kellerbier,5985,Brauerei Zirndorf GmbH,23,3.7
69,5.40,37960,https://www.beeradvocate.com/beer/profile/6063/37960/,Kloster-Sud,6063,Klosterbrauerei Weissenohe / Klosterbrauerei Weißenohe Wirtshaus,22,3.72
70,5.50,24153,https://www.beeradvocate.com/beer/profile/5964/24153/,Schlappeseppel Kellerbier,5964,Brauerei Schlappeseppel GmbH,22,3.52
