,abvs,beer_ids,beer_links,beer_names,company_ids,companys,ratings,scores
0,5.30,1010,https://www.beeradvocate.com/beer/profile/345/1010/,Prima Pils,345,Victory Brewing Company - Downingtown,"5,319",4.02
1,4.90,54904,https://www.beeradvocate.com/beer/profile/35/54904/,Samuel Adams Noble Pils,35,Boston Beer Company (Samuel Adams),"3,722",3.75
2,5.00,2435,https://www.beeradvocate.com/beer/profile/32/2435/,Beck's,32,Brauerei Beck & Co.,"2,191",2.77
3,4.80,935,https://www.beeradvocate.com/beer/profile/360/935/,Premium German Pilsener,360,Warsteiner Brauerei,"2,172",3.44
4,5.30,83473,https://www.beeradvocate.com/beer/profile/2210/83473/,Pivo Pils,2210,Firestone Walker Brewing Co.,"2,026",3.94
5,4.40,409,https://www.beeradvocate.com/beer/profile/112/409/,Scrimshaw Pilsner,112,North Coast Brewing Co.,"2,002",3.77
6,4.80,1641,https://www.beeradvocate.com/beer/profile/613/1641/,Premium Pils,613,Bitburger Brauerei,"1,878",3.46
7,5.40,62989,https://www.beeradvocate.com/beer/profile/10607/62989/,The Crisp,10607,Sixpoint Brewery,"1,815",3.93
8,4.50,4108,https://www.beeradvocate.com/beer/profile/694/4108/,Sunshine Pils,694,Tröegs Brewing Company,"1,676",3.74
9,5.20,144200,https://www.beeradvocate.com/beer/profile/140/144200/,Nooner Pilsner,140,Sierra Nevada Brewing Co.,"1,599",3.8
10,4.70,1283,https://www.beeradvocate.com/beer/profile/57/1283/,Bohemia Clásica,57,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.","1,190",3.37
11,5.50,24651,https://www.beeradvocate.com/beer/profile/418/24651/,Polestar Pilsner,418,Left Hand Brewing Company,"1,175",3.66
12,5.00,700,https://www.beeradvocate.com/beer/profile/224/700/,St. Pauli Girl,224,St. Pauli Brauerei C.L. Wilh. Brandt Gmbh & Co.,"1,162",2.88
13,4.80,799,https://www.beeradvocate.com/beer/profile/2974/799/,Radeberger Pilsner,2974,Radeberger Exportbierbrauerei,"1,110",3.59
14,5.10,788,https://www.beeradvocate.com/beer/profile/45/788/,Brooklyn Pilsner,45,Brooklyn Brewery,"1,085",3.65
15,5.50,903,https://www.beeradvocate.com/beer/profile/99/903/,Saranac Adirondack Lager,99,Matt Brewing Company / Saranac Brewery,926,3.35
16,4.90,2212,https://www.beeradvocate.com/beer/profile/737/2212/,Jever Pilsener,737,Friesisches Brauhaus zu Jever GmbH & Co KG,734,3.57
17,4.90,8787,https://www.beeradvocate.com/beer/profile/1853/8787/,Pikeland Pils,1853,Sly Fox Brewing Company,712,3.79
18,5.40,5411,https://www.beeradvocate.com/beer/profile/394/5411/,Stoudts Pils,394,Stoudts Brewing Co.,711,3.91
19,4.90,137,https://www.beeradvocate.com/beer/profile/40/137/,König Pilsener,40,König-Brauerei GmbH,685,3.78
20,5.10,12599,https://www.beeradvocate.com/beer/profile/252/12599/,Weihenstephaner Pils,252,Bayerische Staatsbrauerei Weihenstephan,639,3.93
21,4.80,12679,https://www.beeradvocate.com/beer/profile/11017/12679/,Trumer Pils,11017,Trumer Brauerei Berkeley,639,3.82
22,5.00,1506,https://www.beeradvocate.com/beer/profile/569/1506/,Efes Pilsener,569,Anadolu Efes Brewery,626,3.1
23,4.80,1499,https://www.beeradvocate.com/beer/profile/566/1499/,Krombacher Pils,566,Krombacher Brauerei,590,3.39
24,6.00,88206,https://www.beeradvocate.com/beer/profile/32/88206/,Beck's Sapphire,32,Brauerei Beck & Co.,575,2.77
25,5.10,185345,https://www.beeradvocate.com/beer/profile/1146/185345/,Goose Four Star Pils,1146,Goose Island Beer Co.,565,3.58
26,7.00,60284,https://www.beeradvocate.com/beer/profile/3/60284/,SOS (Save Our Shore),3,Abita Brewing Co.,542,3.7
27,5.60,88970,https://www.beeradvocate.com/beer/profile/22511/88970/,Mary,22511,Hill Farmstead Brewery,538,4.09
28,4.90,43252,https://www.beeradvocate.com/beer/profile/817/43252/,Stiegl Pils,817,Stieglbrauerei zu Salzburg GmbH,535,3.58
29,5.70,36744,https://www.beeradvocate.com/beer/profile/273/36744/,Sweetwater Road Trip,273,SweetWater Brewing Company,526,3.44
30,4.90,61326,https://www.beeradvocate.com/beer/profile/141/61326/,Vunderbar,141,Smuttynose Brewing Company,521,3.73
31,5.50,124428,https://www.beeradvocate.com/beer/profile/273/124428/,Take Two Pils,273,SweetWater Brewing Company,485,3.48
32,4.90,1071,https://www.beeradvocate.com/beer/profile/337/1071/,Saint Arnold Summer Pils,337,Saint Arnold Brewing Company,485,3.55
33,5.00,88265,https://www.beeradvocate.com/beer/profile/30437/88265/,Ol' Factory Pils,30437,Two Roads Brewing Company,481,3.75
34,5.80,225609,https://www.beeradvocate.com/beer/profile/43153/225609/,Who You Callin' Wussie,43153,Arrogant Brewing,479,3.92
35,5.00,1422,https://www.beeradvocate.com/beer/profile/498/1422/,Bavaria Beer,498,Bavaria Brouwerij N.V.,467,3
36,5.10,17015,https://www.beeradvocate.com/beer/profile/464/17015/,Rothaus Pils Tannen Zäpfle,464,Badische Staatsbrauerei Rothaus AG,426,4.04
37,5.00,161925,https://www.beeradvocate.com/beer/profile/35/161925/,Samuel Adams Downtime Pilsner,35,Boston Beer Company (Samuel Adams),419,3.61
38,4.90,1784,https://www.beeradvocate.com/beer/profile/124/1784/,Paulaner Premium Pils,124,Paulaner Brauerei GmbH & Co. KG,409,3.72
39,5.00,16106,https://www.beeradvocate.com/beer/profile/357/16106/,Elm City Lager,357,New England Brewing Co.,401,3.73
40,5.20,81,https://www.beeradvocate.com/beer/profile/31/81/,Organic Ur Pils,31,Brauerei Pinkus Mueller,399,3.83
41,5.30,60865,https://www.beeradvocate.com/beer/profile/458/60865/,Hans' Pils,458,Real Ale Brewing Company,391,3.86
42,5.20,2480,https://www.beeradvocate.com/beer/profile/718/2480/,Bavik Super Pils,718,De Brabandere,386,3.36
43,5.50,91426,https://www.beeradvocate.com/beer/profile/18006/91426/,Pony,18006,Half Acre Beer Company,375,3.73
44,4.90,8653,https://www.beeradvocate.com/beer/profile/3966/8653/,Wernesgruner,3966,Wernesgrüner Brauerei AG,367,3.36
45,5.20,50743,https://www.beeradvocate.com/beer/profile/27114/50743/,Mermaid Pilsner,27114,Coney Island Brewing Company,363,3.59
46,5.50,88252,https://www.beeradvocate.com/beer/profile/24300/88252/,Low Life,24300,Evil Twin Brewing,360,3.65
47,5.30,1246,https://www.beeradvocate.com/beer/profile/417/1246/,Schell's Pils,417,August Schell Brewing Company,354,3.65
48,5.10,112883,https://www.beeradvocate.com/beer/profile/26520/112883/,Sunny Ridge,26520,Jack's Abby Brewing,353,3.85
49,4.80,458,https://www.beeradvocate.com/beer/profile/172/458/,Pilsener,172,Brauerei C. & A. Veltins GmbH & Co.,342,3.46
