,abvs,beer_ids,beer_links,beer_names,company_ids,companys,ratings,scores
0,5.40,727,https://www.beeradvocate.com/beer/profile/263/727/,Aecht Schlenkerla Rauchbier Märzen,263,Brauerei Heller-Trum / Schlenkerla,"2,373",4.06
1,6.60,1324,https://www.beeradvocate.com/beer/profile/263/1324/,Aecht Schlenkerla Rauchbier Urbock,263,Brauerei Heller-Trum / Schlenkerla,"1,418",4.14
2,5.80,71501,https://www.beeradvocate.com/beer/profile/26520/71501/,Smoke & Dagger,26520,Jack's Abby Brewing,"1,066",3.93
3,5.20,1018,https://www.beeradvocate.com/beer/profile/263/1018/,Aecht Schlenkerla Rauchbier Weizen,263,Brauerei Heller-Trum / Schlenkerla,788,3.92
4,9.45,77231,https://www.beeradvocate.com/beer/profile/35/77231/,Cinder Bock,35,Boston Beer Company (Samuel Adams),467,3.57
5,5.50,21704,https://www.beeradvocate.com/beer/profile/263/21704/,Aecht Schlenkerla Fastenbier,263,Brauerei Heller-Trum / Schlenkerla,378,4.25
6,5.40,86211,https://www.beeradvocate.com/beer/profile/26520/86211/,Fire In The Ham,26520,Jack's Abby Brewing,329,3.83
7,4.70,2960,https://www.beeradvocate.com/beer/profile/913/2960/,Spezial Rauchbier Lager,913,Brauerei Spezial,294,3.71
8,5.80,81168,https://www.beeradvocate.com/beer/profile/26520/81168/,Coffee Smoke & Dagger,26520,Jack's Abby Brewing,183,3.86
9,8.50,91910,https://www.beeradvocate.com/beer/profile/26850/91910/,Mac FannyBaw,26850,Against The Grain Brewery & Smokehouse,138,3.57
10,7.40,58046,https://www.beeradvocate.com/beer/profile/1075/58046/,Rauch Ür Bock,1075,Caldera Brewing Company,138,4.07
11,6.30,28315,https://www.beeradvocate.com/beer/profile/10096/28315/,Eisenbahn Rauchbier,10096,Cervejaria Sudbrack Ltda,113,3.85
12,6.20,57951,https://www.beeradvocate.com/beer/profile/11890/57951/,Emelisse Rauchbier,11890,Bierbrouwerij Grand-Café  Emelisse,91,3.79
13,6.10,41205,https://www.beeradvocate.com/beer/profile/199/41205/,Abandon Ship,199,Ballast Point Brewing Company,91,3.7
14,5.60,33301,https://www.beeradvocate.com/beer/profile/99/33301/,Saranac Rauchbier Smoked Lager,99,Matt Brewing Company / Saranac Brewery,70,3.28
15,5.00,42581,https://www.beeradvocate.com/beer/profile/17034/42581/,Ludwig's Revenge,17034,Roy Pitz Brewing Company,70,3.83
16,6.00,113785,https://www.beeradvocate.com/beer/profile/26817/113785/,SWISHR Cherry,26817,Carton Brewing Company,67,4.03
17,4.90,31051,https://www.beeradvocate.com/beer/profile/1488/31051/,Göller Rauchbier,1488,Brauerei Göller Zur Alten Freyung,66,3.9
18,6.50,104916,https://www.beeradvocate.com/beer/profile/13605/104916/,Punkrauch,13605,Le Trou Du Diable,66,3.68
19,6.00,156991,https://www.beeradvocate.com/beer/profile/26817/156991/,Orange Swisher,26817,Carton Brewing Company,65,3.93
20,5.60,45579,https://www.beeradvocate.com/beer/profile/16759/45579/,Rauchbier,16759,Southern Star Brewing Company,64,3.48
21,6.20,99941,https://www.beeradvocate.com/beer/profile/22072/99941/,Chicago Smoke,22072,Revolution Brewing,61,3.71
