,abvs,beer_ids,beer_links,beer_names,company_ids,companys,ratings,scores
0,4.70,1381,https://www.beeradvocate.com/beer/profile/182/1381/,Yuengling Black & Tan,182,Yuengling Brewery,"2,416",3.23
1,5.00,1741,https://www.beeradvocate.com/beer/profile/638/1741/,Mississippi Mud Black & Tan,638,Mississippi Brewing Co.,"1,219",3.16
2,5.40,906,https://www.beeradvocate.com/beer/profile/99/906/,Saranac Black & Tan,99,Matt Brewing Company / Saranac Brewery,762,3.46
3,10.00,83390,https://www.beeradvocate.com/beer/profile/24300/83390/,Yin & Yang,24300,Evil Twin Brewing,449,4.03
4,6.30,2369,https://www.beeradvocate.com/beer/profile/33/2369/,"""Shabadoo"" Black & Tan Ale",33,Berkshire Brewing Company Inc.,277,3.82
5,6.50,2397,https://www.beeradvocate.com/beer/profile/200/2397/,Black Eye Ale,200,Mendocino Brewing Company,203,3.64
6,7.60,33662,https://www.beeradvocate.com/beer/profile/14879/33662/,Bodacious Black & Tan,14879,Hoppin' Frog Brewery,173,3.83
7,5.20,16838,https://www.beeradvocate.com/beer/profile/823/16838/,Dirty Penny Ale,823,The Olde Burnside Brewing Company,152,3.55
8, ? ,60007,https://www.beeradvocate.com/beer/profile/1819/60007/,Two Pull,1819,Granite City Food & Brewery,84,3.29
9,5.63,2569,https://www.beeradvocate.com/beer/profile/447/2569/,McSorley's Black & Tan,447,Pabst Brewing Company,56,3.15
10,4.70,58833,https://www.beeradvocate.com/beer/profile/10001/58833/,Hockley Black & Tan,10001,Hockley Valley Brewing Co.,53,3.51
11,5.00,42354,https://www.beeradvocate.com/beer/profile/892/42354/,Cold Spring Moonlight Ale,892,Cold Spring Brewing Co.,46,2.96
12,12.00,68936,https://www.beeradvocate.com/beer/profile/823/68936/,Stone Of Destiny,823,The Olde Burnside Brewing Company,42,4.13
13,9.00,219923,https://www.beeradvocate.com/beer/profile/30922/219923/,The Four Horsemen,30922,Thimble Island Brewing Company,30,3.83
14,5.50,57158,https://www.beeradvocate.com/beer/profile/1602/57158/,Headstrong Black & Tan,1602,Big Hole Brewing Company,30,2.87
15,5.50,112465,https://www.beeradvocate.com/beer/profile/30922/112465/,Black & Tan,30922,Thimble Island Brewing Company,25,3.85
16,5.30,17725,https://www.beeradvocate.com/beer/profile/2230/17725/,Zeunerts Höga Kusten,2230,Kopparbergs Bryggeri AB (Sofiero - Banco - Zeunerts),19,2.89
17,5.20,112925,https://www.beeradvocate.com/beer/profile/29279/112925/,Midnight Flinke,29279,Nimble Hill Brewing Company,14,3.91
18,4.80,33504,https://www.beeradvocate.com/beer/profile/2425/33504/,Zlatopramen Half N' Half,2425,Pivovar Zlatopramen,14,2.88
19,4.90,3992,https://www.beeradvocate.com/beer/profile/1478/3992/,Grand Ridge Black & Tan,1478,Grand Ridge Brewing Co.,13,3.42
