,abvs,beer_ids,beer_links,beer_names,company_ids,companys,ratings,scores
0,8.20,224,https://www.beeradvocate.com/beer/profile/72/224/,Schneider Weisse Tap 6 Unser Aventinus,72,Weisses Bräuhaus G. Schneider & Sohn GmbH,"4,577",4.33
1,7.70,35625,https://www.beeradvocate.com/beer/profile/252/35625/,Weihenstephaner Vitus,252,Bayerische Staatsbrauerei Weihenstephan,"3,562",4.28
2,8.70,1008,https://www.beeradvocate.com/beer/profile/345/1008/,Moonglow Weizenbock,345,Victory Brewing Company - Downingtown,"1,472",4.05
3,8.20,37774,https://www.beeradvocate.com/beer/profile/72/37774/,Schneider Weisse Tap 5 Schneider & Brooklyner Hopfenweisse,72,Weisses Bräuhaus G. Schneider & Sohn GmbH,"1,417",4.09
4,7.10,37192,https://www.beeradvocate.com/beer/profile/39/37192/,Ayinger Weizenbock,39,Privatbrauerei Franz Inselkammer KG / Brauerei Aying,850,4.19
5,9.05,81602,https://www.beeradvocate.com/beer/profile/652/81602/,Central Waters / Local Option De Kleine Dood,652,Central Waters Brewing Co.,740,4.09
6,8.70,73131,https://www.beeradvocate.com/beer/profile/220/73131/,Bavarian-Styled Doppel Weizen,220,Lagunitas Brewing Company,735,3.82
7,9.60,40956,https://www.beeradvocate.com/beer/profile/590/40956/,Thumbprint Imperial Weizen,590,New Glarus Brewing Company,640,4.05
8,7.30,2646,https://www.beeradvocate.com/beer/profile/703/2646/,Erdinger Weissbier Pikantus,703,Erdinger Weissbräu,502,3.87
9,9.50,2743,https://www.beeradvocate.com/beer/profile/607/2743/,Ramstein Winter Wheat,607,High Point Brewing Company,308,4.16
10,7.30,74625,https://www.beeradvocate.com/beer/profile/72/74625/,Schneider Weisse Tap X Mein Nelson Sauvin,72,Weisses Bräuhaus G. Schneider & Sohn GmbH,299,4.11
11,8.30,46105,https://www.beeradvocate.com/beer/profile/383/46105/,Primus Weizenbock,383,Live Oak Brewing Company,270,4.25
12,9.50,106399,https://www.beeradvocate.com/beer/profile/72/106399/,Schneider Weisse Tap X Aventinus Cuvée Barrique,72,Weisses Bräuhaus G. Schneider & Sohn GmbH,254,4.04
13,8.00,19796,https://www.beeradvocate.com/beer/profile/73/19796/,Glockenspiel Weizenbock,73,Great Lakes Brewing Co.,227,4.04
14,8.50,1307,https://www.beeradvocate.com/beer/profile/428/1307/,Der Weisse Bock,428,Mahr's Bräu,154,3.91
15,7.40,33809,https://www.beeradvocate.com/beer/profile/1397/33809/,10 Degrees Below,1397,Scuttlebutt Brewing Company - Restaurant and Pub,143,3.51
16,6.50,63087,https://www.beeradvocate.com/beer/profile/13605/63087/,La Shawinigan Handshake,13605,Le Trou Du Diable,139,3.82
17,7.50,36170,https://www.beeradvocate.com/beer/profile/5943/36170/,Plank Bavarian Dunkler Weizenbock,5943,Brauerei Michael Plank,131,3.89
18,7.50,36326,https://www.beeradvocate.com/beer/profile/5943/36326/,Plank Bavarian Heller Weizenbock,5943,Brauerei Michael Plank,130,3.92
19,11.00,44939,https://www.beeradvocate.com/beer/profile/11056/44939/,Weizenbock Grande Cuvée,11056,Les Trois Mousquetaires,114,3.83
20,7.90,67253,https://www.beeradvocate.com/beer/profile/418/67253/,TNT,418,Left Hand Brewing Company,114,3.27
21,8.00,55469,https://www.beeradvocate.com/beer/profile/2097/55469/,Kuhnhenn Weiss Teufel (White Devil),2097,Kuhnhenn Brewing Company,108,3.98
22,8.00,19608,https://www.beeradvocate.com/beer/profile/10096/19608/,Eisenbahn Vigorosa (Weizenbock),10096,Cervejaria Sudbrack Ltda,106,3.72
23,7.00,55848,https://www.beeradvocate.com/beer/profile/19544/55848/,Alpen Glow Weizenbock,19544,Fat Head's Brewery & Saloon,102,4.05
24,8.50,88776,https://www.beeradvocate.com/beer/profile/29021/88776/,Neshaminator,29021,Neshaminy Creek Brewing Company,89,3.78
25,8.60,68937,https://www.beeradvocate.com/beer/profile/13884/68937/,Peak Organic Weiss Principal Imperial Hefe,13884,Peak Organic Brewing Company,88,3.35
26,10.90,48033,https://www.beeradvocate.com/beer/profile/15280/48033/,Teufel Bock,15280,Atwater Brewery,85,3.83
27,7.20,78705,https://www.beeradvocate.com/beer/profile/1177/78705/,Buffalo Bock,1177,Minneapolis Town Hall Brewery,83,4.12
28,7.00,3673,https://www.beeradvocate.com/beer/profile/1357/3673/,Hopf Weisser Bock,1357,Weissbierbrauerei Hopf,70,3.97
