,abvs,beer_ids,beer_links,beer_names,company_ids,companys,ratings,scores
0,6.00,3434,https://www.beeradvocate.com/beer/profile/418/3434/,Milk Stout,418,Left Hand Brewing Company,"6,923",3.99
1,5.20,73,https://www.beeradvocate.com/beer/profile/664/73/,Young's Double Chocolate Stout,664,Wells & Young's Ltd,"5,833",4.02
2,10.00,43687,https://www.beeradvocate.com/beer/profile/3818/43687/,Crème Brûlée Imperial Milk Stout (Blackwater Series),3818,Southern Tier Brewing Company,"4,622",3.91
3,8.10,128500,https://www.beeradvocate.com/beer/profile/147/128500/,Stone / Chris Banker / Insurgente  Xocoveza,147,Stone Brewing,"4,029",4.34
4,6.00,115076,https://www.beeradvocate.com/beer/profile/418/115076/,Milk Stout - Nitro,418,Left Hand Brewing Company,"2,833",4.15
5,4.90,1879,https://www.beeradvocate.com/beer/profile/35/1879/,Samuel Adams Cream Stout,35,Boston Beer Company (Samuel Adams),"2,723",3.92
6,6.10,62984,https://www.beeradvocate.com/beer/profile/2372/62984/,Moo-Hoo Chocolate Milk Stout,2372,Terrapin Beer Company,"2,584",3.97
7,5.00,124424,https://www.beeradvocate.com/beer/profile/147/124424/,Coffee Milk Stout,147,Stone Brewing,"2,332",3.73
8,7.50,76440,https://www.beeradvocate.com/beer/profile/3818/76440/,2XSTOUT,3818,Southern Tier Brewing Company,"2,272",3.81
9,5.70,20216,https://www.beeradvocate.com/beer/profile/9790/20216/,Milk Stout,9790,The Duck-Rabbit Craft Brewery,"2,108",3.84
10,8.00,25435,https://www.beeradvocate.com/beer/profile/26/25435/,Moloko,26,3 Floyds Brewing Co.,"2,087",4.13
11,5.00,54413,https://www.beeradvocate.com/beer/profile/16333/54413/,Buffalo Sweat,16333,Tallgrass Brewing Company,"1,445",3.88
12,9.20,76086,https://www.beeradvocate.com/beer/profile/26753/76086/,Gingerbread Stout,26753,Hardywood Park Craft Brewery,"1,433",4.3
13,9.00,105725,https://www.beeradvocate.com/beer/profile/35/105725/,Merry Maker Gingerbread Stout,35,Boston Beer Company (Samuel Adams),"1,324",3.71
14,5.30,3960,https://www.beeradvocate.com/beer/profile/743/3960/,Milk Stout,743,Lancaster Brewing Company,"1,198",3.88
15,7.50,6903,https://www.beeradvocate.com/beer/profile/1471/6903/,Dark Horse Too Cream Stout,1471,Dark Horse Brewing Company,"1,150",3.89
16,6.50,2442,https://www.beeradvocate.com/beer/profile/296/2442/,St. Peter's Cream Stout,296,St. Peter's Brewery Co Ltd,"1,068",3.87
17,5.30,97563,https://www.beeradvocate.com/beer/profile/30923/97563/,Peanut Butter Milk Stout,30923,Belching Beaver Brewery,"1,039",4.1
18,6.00,70670,https://www.beeradvocate.com/beer/profile/11814/70670/,Neapolitan Milk Stout,11814,Saugatuck Brewing Company,932,3.93
19,9.30,112968,https://www.beeradvocate.com/beer/profile/27870/112968/,Madagascar,27870,4 Hands Brewing Co.,815,4.45
20,9.10,86132,https://www.beeradvocate.com/beer/profile/29656/86132/,Lakewood The Temptress,29656,Lakewood Brewing Company,774,4.13
21,7.40,146326,https://www.beeradvocate.com/beer/profile/64/146326/,Beer For Breakfast Stout,64,Dogfish Head Craft Brewery,773,3.94
22,8.00,32941,https://www.beeradvocate.com/beer/profile/9629/32941/,Short's Cup A Joe Coffee Creme Stout,9629,Short's Brewing Company,768,4.08
23,8.00,61241,https://www.beeradvocate.com/beer/profile/14952/61241/,Café Royale,14952,AleWerks Brewing Company,766,4.29
24,7.20,65223,https://www.beeradvocate.com/beer/profile/2137/65223/,72 Imperial Chocolate Cream Stout,2137,Breckenridge Brewery,758,3.86
25,5.00,88933,https://www.beeradvocate.com/beer/profile/16333/88933/,Buffalo Sweat - Vanilla Bean,16333,Tallgrass Brewing Company,756,3.93
26,15.00,98045,https://www.beeradvocate.com/beer/profile/17981/98045/,Life Is Like...,17981,Cigar City Brewing,733,4.53
27,4.90,36056,https://www.beeradvocate.com/beer/profile/13302/36056/,Moo Thunder Stout Farmhouse Ale,13302,Butternuts Beer & Ale,726,3.59
28,5.60,86239,https://www.beeradvocate.com/beer/profile/28743/86239/,That's What She Said,28743,Tree House Brewing Company,711,4.22
29,10.20,87901,https://www.beeradvocate.com/beer/profile/26753/87901/,Bourbon GBS (Gingerbread Stout),26753,Hardywood Park Craft Brewery,710,4.36
