,abvs,beer_ids,beer_links,beer_names,company_ids,companys,ratings,scores
0,4.20,754,https://www.beeradvocate.com/beer/profile/209/754/,Guinness Draught,209,Guinness Ltd.,"7,899",3.56
1,5.60,650,https://www.beeradvocate.com/beer/profile/209/650/,Guinness Extra Stout (Original),209,Guinness Ltd.,"4,352",3.73
2,4.00,703,https://www.beeradvocate.com/beer/profile/240/703/,Murphy's Irish Stout,240,Murphy Brewery Ireland Limited,"2,551",3.75
3,5.40,408,https://www.beeradvocate.com/beer/profile/112/408/,Old #38 Stout,112,North Coast Brewing Co.,"1,271",3.83
4,6.70,3338,https://www.beeradvocate.com/beer/profile/347/3338/,Cadillac Mountain Stout,347,Bar Harbor Brewing Company,"1,240",4.18
5,4.30,1751,https://www.beeradvocate.com/beer/profile/646/1751/,O'Hara's Irish Stout,646,Carlow Brewing Company,979,3.87
6,6.50,7560,https://www.beeradvocate.com/beer/profile/26/7560/,Black Sun Stout,26,3 Floyds Brewing Co.,842,4.02
7,4.10,927,https://www.beeradvocate.com/beer/profile/358/927/,Beamish Irish Stout,358,Beamish & Crawford Plc.,787,3.8
8,5.20,1520,https://www.beeradvocate.com/beer/profile/200/1520/,Black Hawk Stout,200,Mendocino Brewing Company,659,3.51
9,4.70,78521,https://www.beeradvocate.com/beer/profile/45/78521/,Brooklyn Dry Irish Stout,45,Brooklyn Brewery,646,3.56
10,5.50,3318,https://www.beeradvocate.com/beer/profile/450/3318/,Love Stout,450,Yards Brewing Co.,572,3.8
11,4.70,291,https://www.beeradvocate.com/beer/profile/139/291/,Blue Fin Stout,139,Shipyard Brewing Company,569,3.57
12,4.20,34781,https://www.beeradvocate.com/beer/profile/209/34781/,Guinness Draught  Extra Cold,209,Guinness Ltd.,533,3.55
13,3.70,35644,https://www.beeradvocate.com/beer/profile/345/35644/,Donnybrook Stout,345,Victory Brewing Company - Downingtown,517,3.65
14,4.20,29995,https://www.beeradvocate.com/beer/profile/13667/29995/,Dark Starr Stout,13667,Starr Hill Brewery,463,3.53
15,4.80,17435,https://www.beeradvocate.com/beer/profile/863/17435/,O.V.L. Stout,863,Russian River Brewing Company,452,3.61
16,5.20,5686,https://www.beeradvocate.com/beer/profile/2243/5686/,Oyster Stout,2243,The Porterhouse Brewing Company,446,3.68
17,4.10,1149,https://www.beeradvocate.com/beer/profile/74/1149/,Gritty McDuff's Black Fly Stout,74,Gritty McDuff's Brewing Company,398,3.86
18,4.90,88510,https://www.beeradvocate.com/beer/profile/306/88510/,George Killian's Irish Stout,306,Coors Brewing Company (Molson-Coors),335,3.33
19,4.30,21789,https://www.beeradvocate.com/beer/profile/870/21789/,Dragoon's Irish Dry Stout,870,Moylan's Brewery,322,3.8
20,4.90,3277,https://www.beeradvocate.com/beer/profile/423/3277/,Dry Stout,423,Boulevard Brewing Co.,322,3.57
21,5.00,52366,https://www.beeradvocate.com/beer/profile/209/52366/,Guinness Extra Stout (Canada),209,Guinness Ltd.,305,3.38
22,4.20,81614,https://www.beeradvocate.com/beer/profile/148/81614/,Black Scottish Stout,148,Belhaven Brewery Company Ltd.,282,3.65
23,4.50,75564,https://www.beeradvocate.com/beer/profile/71/75564/,Black Cab,71,Fuller Smith & Turner PLC,272,3.81
24,5.50,54845,https://www.beeradvocate.com/beer/profile/9629/54845/,Short's Uncle Steve's Irish Stout,9629,Short's Brewing Company,272,3.71
25,5.00,3042,https://www.beeradvocate.com/beer/profile/2243/3042/,Wrasslers XXXX Stout,2243,The Porterhouse Brewing Company,266,3.75
26,4.20,33464,https://www.beeradvocate.com/beer/profile/3760/33464/,Mill Street Brewery Cobblestone Stout,3760,Mill Street Brew Pub,253,3.82
27,3.60,6092,https://www.beeradvocate.com/beer/profile/1853/6092/,O'Reilly's Irish Stout,1853,Sly Fox Brewing Company,237,3.7
28,5.50,55183,https://www.beeradvocate.com/beer/profile/99/55183/,Saranac Irish Stout,99,Matt Brewing Company / Saranac Brewery,214,3.62
29,4.50,38707,https://www.beeradvocate.com/beer/profile/16320/38707/,Stouterik (The Brussels Stout),16320,Brasserie de la Senne,199,3.7
30,5.50,2669,https://www.beeradvocate.com/beer/profile/596/2669/,Portsmouth Black Cat Stout,596,Portsmouth Brewery,198,4.02
31,5.00,15884,https://www.beeradvocate.com/beer/profile/741/15884/,Snake Chaser,741,"Lakefront Brewery, Inc.",171,3.46
32,6.00,48252,https://www.beeradvocate.com/beer/profile/646/48252/,O'Hara's Leann Folláin,646,Carlow Brewing Company,167,4.02
33,5.50,34044,https://www.beeradvocate.com/beer/profile/14154/34044/,Three Feet Deep,14154,Furthermore Beer,166,3.67
34,5.50,59648,https://www.beeradvocate.com/beer/profile/1457/59648/,Arbor Brewing Mackinac Island Fudge Stout,1457,Arbor Brewing Company,159,3.28
35,4.30,91188,https://www.beeradvocate.com/beer/profile/98/91188/,Boston Irish Stout,98,Harpoon Brewery & Beer Hall,157,3.79
36,5.50,71071,https://www.beeradvocate.com/beer/profile/17981/71071/,Hillsborough River Dry Irish Stout (Patio Tools),17981,Cigar City Brewing,143,4.02
37,5.00,5682,https://www.beeradvocate.com/beer/profile/2243/5682/,Plain Porter,2243,The Porterhouse Brewing Company,142,3.76
38,5.73,3052,https://www.beeradvocate.com/beer/profile/144/3052/,Irish Style Stout,144,Sprecher Brewing Company,129,3.7
39,5.00,7431,https://www.beeradvocate.com/beer/profile/1336/7431/,Susquehanna Stout,1336,Appalachian Brewing Company,127,3.82
40,5.50,29759,https://www.beeradvocate.com/beer/profile/13605/29759/,La Sang-d'encre,13605,Le Trou Du Diable,122,3.76
41,4.80,92678,https://www.beeradvocate.com/beer/profile/28994/92678/,The Pugilist,28994,Societe Brewing Co.,107,3.79
42,4.50,66641,https://www.beeradvocate.com/beer/profile/1457/66641/,Arbor Brewing Michael Faricy's Stout,1457,Arbor Brewing Company,100,3.62
43,6.00,36383,https://www.beeradvocate.com/beer/profile/11421/36383/,Sin City Stout,11421,Sin City Brewing Co.,93,3.47
44,4.70,48344,https://www.beeradvocate.com/beer/profile/10991/48344/,Friend Of An Irishman Stout,10991,Christian Moerlein Brewing Company,89,3.35
45,6.50,33859,https://www.beeradvocate.com/beer/profile/2243/33859/,Celebration Stout,2243,The Porterhouse Brewing Company,88,4.12
46,5.00,118665,https://www.beeradvocate.com/beer/profile/17981/118665/,Patio Tools,17981,Cigar City Brewing,88,3.82
47,6.80,79764,https://www.beeradvocate.com/beer/profile/23635/79764/,1847 Rye Stout,23635,Lavery Brewing Company,85,3.85
48,6.00,148272,https://www.beeradvocate.com/beer/profile/10321/148272/,Red Racer Gingerhead Gingerbread Stout,10321,Central City Brewers + Distillers,84,4
49,4.80,66578,https://www.beeradvocate.com/beer/profile/20672/66578/,Ring Of Dingle Irish Stout,20672,Sun King Brewing Company,82,3.71
50,4.80,2247,https://www.beeradvocate.com/beer/profile/1398/2247/,Black Magic Stout,1398,Empire Brewing Company - Brewpub,80,3.65
51,5.00,69291,https://www.beeradvocate.com/beer/profile/24776/69291/,Revelation Stout,24776,Public House Brewing Company,75,3.86
52,6.00,42660,https://www.beeradvocate.com/beer/profile/14033/42660/,Minerva Stout,14033,Cervecería Minerva,72,3.86
